"Geneid","ORE_male_1","CHD_male_1","ORE_male_2","CHD_male_2 "
"FBgn0053679","2","1","3","1"
"FBgn0053258","0","0","0","0"
"FBgn0053544","1","0","0","0"
"FBgn0053998","15","11","13","1"
"FBgn0054001","6","3","2","0"
"FBgn0054002","1","2","0","0"
"FBgn0054003","7","4","4","1"
"FBgn0040658","32","9","37","5"
"FBgn0054005","0","0","0","0"
"FBgn0053772","0","0","0","0"
"FBgn0053294","13","7","12","2"
"FBgn0053773","0","0","1","0"
"FBgn0053775","6","3","3","1"
"FBgn0053658","0","0","1","0"
"FBgn0054006","0","1","1","0"
"FBgn0054007","1","0","0","0"
"FBgn0054008","5","7","5","1"
"FBgn0054010","6","1","1","0"
"FBgn0054011","0","0","0","0"
"FBgn0054012","1","0","0","0"
"FBgn0054015","9","5","8","4"
"FBgn0054021","1","0","1","0"
"FBgn0054024","0","1","1","0"
"FBgn0054025","0","2","1","0"
"FBgn0054026","2","1","4","0"
"FBgn0054027","4","0","3","0"
"FBgn0054028","0","1","2","0"
"FBgn0054029","0","1","0","0"
"FBgn0054030","15","4","9","0"
"FBgn0054031","0","0","0","0"
"FBgn0054033","0","0","0","0"
"FBgn0054034","0","1","0","1"
"FBgn0038156","277","140","230","49"
"FBgn0053635","20","9","19","0"
"FBgn0053465","0","1","0","0"
"FBgn0053798","0","0","1","0"
"FBgn0054038","1","0","0","0"
"FBgn0054039","7","12","26","2"
"FBgn0054040","0","0","0","0"
"FBgn0054041","1","0","2","1"
"FBgn0065110","1","0","1","0"
"FBgn0054043","0","0","0","0"
"FBgn0054044","2","0","2","0"
"FBgn0054045","14","3","13","2"
"FBgn0054046","1","0","0","0"
"FBgn0054047","2","0","1","0"
"FBgn0054049","0","0","0","0"
"FBgn0054051","10","6","11","2"
"FBgn0054052","1","1","0","0"
"FBgn0054054","38","17","32","2"
"FBgn0065108","0","0","0","0"
"FBgn0065109","0","0","0","0"
"FBgn0054056","40","26","32","5"
"FBgn0054057","20","17","23","0"
"FBgn0260453","0","0","0","0"
"FBgn0260454","0","0","0","0"
"FBgn0052529","2684","1153","2017","261"
"FBgn0013696","0","0","0","0"
"FBgn0013703","0","0","0","0"
"FBgn0013700","0","0","0","0"
"FBgn0013680","25","11","19","0"
"FBgn0013709","0","1","0","0"
"FBgn0013690","0","0","0","0"
"FBgn0013710","3","2","6","1"
"FBgn0013674","15588","6035","16148","1324"
"FBgn0013699","2","5","1","0"
"FBgn0013675","1975","884","2156","204"
"FBgn0013697","0","0","0","0"
"FBgn0013691","0","0","0","0"
"FBgn0013673","0","0","1","0"
"FBgn0013672","1132","487","1269","104"
"FBgn0013676","4587","2052","4835","385"
"FBgn0013694","1","1","0","0"
"FBgn0013681","53","20","54","3"
"FBgn0013689","3","0","4","1"
"FBgn0013704","0","0","0","0"
"FBgn0013701","0","0","0","0"
"FBgn0013705","0","0","0","0"
"FBgn0013692","0","0","0","0"
"FBgn0013693","0","0","0","0"
"FBgn0013684","1105","592","1319","105"
"FBgn0013695","0","0","0","0"
"FBgn0013683","5","5","9","0"
"FBgn0013707","0","0","0","0"
"FBgn0013702","0","0","0","0"
"FBgn0013685","2","1","2","0"
"FBgn0013678","4652","2177","4851","508"
"FBgn0013706","0","0","0","0"
"FBgn0013679","677","255","655","33"
"FBgn0013698","0","0","0","0"
"FBgn0013686","2672","3307","3416","1091"
"FBgn0013708","0","0","0","0"
"FBgn0013688","1252","1349","1494","412"
"FBgn0041004","98","87","105","24"
"FBgn0058191","270","153","229","32"
"FBgn0040011","248","185","225","52"
"FBgn0040009","0","0","0","0"
"FBgn0039958","164","99","161","29"
"FBgn0040038","0","0","0","0"
"FBgn0058006","222","107","183","20"
"FBgn0000384","154","94","143","28"
"FBgn0058005","14","9","9","4"
"FBgn0039966","49","21","42","5"
"FBgn0025837","3","0","0","0"
"FBgn0025836","993","558","736","123"
"FBgn0025835","64","42","50","10"
"FBgn0003559","184","79","142","19"
"FBgn0040514","10","6","16","2"
"FBgn0039943","132","54","110","15"
"FBgn0039942","80","38","66","9"
"FBgn0039941","46","23","41","5"
"FBgn0040031","2","0","1","0"
"FBgn0039965","116","45","82","14"
"FBgn0063670","82","42","66","7"
"FBgn0028697","852","387","689","94"
"FBgn0058002","52","20","46","9"
"FBgn0037549","174","106","143","20"
"FBgn0040022","554","307","583","70"
"FBgn0058160","156","106","122","24"
"FBgn0040056","415","309","400","76"
"FBgn0039955","393","241","343","50"
"FBgn0040045","14","6","15","3"
"FBgn0058198","4","3","1","0"
"FBgn0058298","4","1","4","1"
"FBgn0083936","0","0","0","0"
"FBgn0083992","2","0","0","0"
"FBgn0260451","0","0","0","0"
"FBgn0034389","639","260","587","81"
"FBgn0083938","0","0","0","0"
"FBgn0083940","32","13","28","2"
"FBgn0083941","0","0","0","0"
"FBgn0083942","0","0","0","0"
"FBgn0083943","0","0","0","0"
"FBgn0083945","48","29","60","4"
"FBgn0083946","0","4","2","1"
"FBgn0083949","1125","704","952","153"
"FBgn0083950","952","551","820","109"
"FBgn0083951","1","0","1","0"
"FBgn0083952","0","0","0","0"
"FBgn0083953","20","21","24","3"
"FBgn0083956","1166","780","849","174"
"FBgn0083960","0","1","5","0"
"FBgn0083961","26","26","17","2"
"FBgn0083962","1521","872","1073","220"
"FBgn0083963","833","457","687","80"
"FBgn0083965","0","0","1","0"
"FBgn0083966","0","0","0","0"
"FBgn0083967","0","0","0","0"
"FBgn0083968","10","7","19","2"
"FBgn0083969","355","160","297","52"
"FBgn0083970","36","23","33","1"
"FBgn0083971","0","0","0","0"
"FBgn0083972","37","16","30","3"
"FBgn0083973","17","10","8","3"
"FBgn0083974","5","7","6","0"
"FBgn0083975","788","400","620","95"
"FBgn0083976","0","0","0","0"
"FBgn0083977","169","144","147","27"
"FBgn0083978","0","1","1","0"
"FBgn0083979","2","0","2","0"
"FBgn0083981","61","34","51","6"
"FBgn0083983","5","6","5","4"
"FBgn0083984","0","0","0","0"
"FBgn0083985","16","6","3","3"
"FBgn0083986","20","4","20","1"
"FBgn0083987","2067","533","2344","248"
"FBgn0083988","2","0","0","0"
"FBgn0083989","1","0","0","0"
"FBgn0083990","3","2","4","1"
"FBgn0083991","122","79","110","11"
"FBgn0026401","1138","647","1074","155"
"FBgn0002566","332","193","303","44"
"FBgn0016976","0","0","0","0"
"FBgn0016975","0","0","0","0"
"FBgn0003256","371","247","365","58"
"FBgn0032997","89","42","67","9"
"FBgn0039979","0","0","0","0"
"FBgn0040759","7","4","8","1"
"FBgn0052218","69","50","67","14"
"FBgn0033000","63","56","68","8"
"FBgn0064225","2884","1377","2513","341"
"FBgn0051144","0","0","0","0"
"FBgn0040007","370","126","371","35"
"FBgn0010247","312","198","313","58"
"FBgn0020908","8","4","12","1"
"FBgn0011288","765","579","767","140"
"FBgn0084001","0","0","0","2"
"FBgn0046692","96","70","110","13"
"FBgn0084017","0","0","0","0"
"FBgn0039994","286","163","267","24"
"FBgn0084008","0","1","0","0"
"FBgn0058439","9","6","15","4"
"FBgn0044872","13","11","10","1"
"FBgn0083994","0","0","0","0"
"FBgn0040005","210","139","178","19"
"FBgn0069973","244","150","188","39"
"FBgn0084049","2","0","3","1"
"FBgn0058053","2","0","0","0"
"FBgn0069938","0","0","1","0"
"FBgn0058470","145","44","157","12"
"FBgn0040010","282","134","259","30"
"FBgn0058045","178","113","182","23"
"FBgn0082968","1","1","1","0"
"FBgn0039987","2","0","0","0"
"FBgn0083048","52","18","31","9"
"FBgn0082999","2","2","0","0"
"FBgn0083121","0","0","0","0"
"FBgn0082924","0","0","0","0"
"FBgn0082966","5","1","0","0"
"FBgn0083018","0","2","3","0"
"FBgn0083036","0","0","0","0"
"FBgn0039946","27","17","17","3"
"FBgn0083010","3","2","7","0"
"FBgn0082927","0","0","0","0"
"FBgn0040799","0","1","1","1"
"FBgn0082944","0","0","0","0"
"FBgn0082970","2","0","1","0"
"FBgn0083034","0","0","0","0"
"FBgn0082997","1","2","2","1"
"FBgn0083009","3","8","7","0"
"FBgn0082974","4","1","6","0"
"FBgn0082933","0","0","0","0"
"FBgn0083015","6","2","5","4"
"FBgn0083124","19","10","18","3"
"FBgn0082960","5","3","12","0"
"FBgn0082990","4","1","2","4"
"FBgn0058182","1","0","0","0"
"FBgn0082936","0","0","0","0"
"FBgn0083041","10","2","2","1"
"FBgn0083031","2","0","4","0"
"FBgn0082967","7","2","8","0"
"FBgn0083022","1","0","1","0"
"FBgn0082961","6","7","4","2"
"FBgn0082987","1","1","1","0"
"FBgn0046706","168","72","150","18"
"FBgn0083017","1","2","1","0"
"FBgn0082947","0","0","0","0"
"FBgn0039944","13","9","18","5"
"FBgn0083123","45","42","63","16"
"FBgn0001313","0","0","0","0"
"FBgn0083057","6","10","13","3"
"FBgn0037997","0","0","0","0"
"FBgn0083003","22","10","22","4"
"FBgn0039977","63","44","54","11"
"FBgn0082963","4","3","1","0"
"FBgn0083053","12","7","26","2"
"FBgn0082931","1","3","1","0"
"FBgn0082943","1","1","1","0"
"FBgn0058354","13","2","9","5"
"FBgn0083040","12","1","9","2"
"FBgn0082949","0","0","0","0"
"FBgn0082928","0","0","1","0"
"FBgn0046323","0","0","0","0"
"FBgn0082973","1","2","1","0"
"FBgn0051514","16","12","19","2"
"FBgn0083045","7","7","7","1"
"FBgn0058461","4","0","2","0"
"FBgn0082923","0","1","2","0"
"FBgn0058469","85","36","110","23"
"FBgn0082994","6","2","3","0"
"FBgn0083029","0","1","1","0"
"FBgn0082951","0","0","2","0"
"FBgn0082979","10","6","15","0"
"FBgn0082969","6","1","5","0"
"FBgn0058068","6","1","4","1"
"FBgn0039945","0","0","0","0"
"FBgn0082932","0","0","0","0"
"FBgn0040682","5","2","5","1"
"FBgn0082976","2","3","4","1"
"FBgn0082978","14","6","9","1"
"FBgn0082926","0","0","0","0"
"FBgn0024804","525","287","505","62"
"FBgn0083001","5","0","4","3"
"FBgn0063368","25","6","14","4"
"FBgn0069923","35","17","53","6"
"FBgn0083014","8","6","9","10"
"FBgn0082940","1","0","1","0"
"FBgn0083016","0","1","1","0"
"FBgn0058064","0","0","1","0"
"FBgn0032914","5","0","2","1"
"FBgn0083008","9","2","3","2"
"FBgn0083044","2","0","2","0"
"FBgn0083050","39","9","34","3"
"FBgn0083033","0","1","0","0"
"FBgn0083039","3","2","3","0"
"FBgn0082988","8","4","7","3"
"FBgn0082975","3","3","4","0"
"FBgn0083032","1","0","0","0"
"FBgn0082919","1","0","0","0"
"FBgn0083012","6","4","1","0"
"FBgn0260469","21","16","32","12"
"FBgn0083055","0","0","0","0"
"FBgn0083046","5","12","3","1"
"FBgn0082989","2","3","3","1"
"FBgn0082929","0","0","0","0"
"FBgn0082972","2","0","4","0"
"FBgn0082937","0","0","0","0"
"FBgn0082941","2","0","0","0"
"FBgn0082983","4","2","2","5"
"FBgn0082950","0","0","0","0"
"FBgn0083000","5","4","3","0"
"FBgn0040020","36","25","43","6"
"FBgn0083013","222","39","196","5"
"FBgn0040531","6","6","3","1"
"FBgn0083028","1","2","2","0"
"FBgn0082995","6","2","6","0"
"FBgn0083023","1","0","0","1"
"FBgn0082946","1","0","0","0"
"FBgn0058263","825","489","771","98"
"FBgn0083120","3","6","5","0"
"FBgn0083026","0","0","0","0"
"FBgn0082922","0","0","0","0"
"FBgn0082981","1","0","0","1"
"FBgn0083058","6","3","5","2"
"FBgn0082939","0","0","0","0"
"FBgn0083004","89","28","85","8"
"FBgn0046698","0","0","0","0"
"FBgn0040565","0","0","0","0"
"FBgn0063298","2","1","0","0"
"FBgn0058441","0","0","0","0"
"FBgn0040973","13","6","5","0"
"FBgn0082957","6","5","4","0"
"FBgn0083011","1","0","3","0"
"FBgn0083020","2","0","5","0"
"FBgn0082958","11","6","11","3"
"FBgn0082938","0","0","0","0"
"FBgn0039993","181","102","136","21"
"FBgn0083049","12","6","11","0"
"FBgn0033145","1","0","0","0"
"FBgn0082934","0","0","0","0"
"FBgn0083042","4","0","7","0"
"FBgn0082952","0","1","1","0"
"FBgn0083037","0","0","0","0"
"FBgn0082993","3","1","2","2"
"FBgn0082953","1","3","6","0"
"FBgn0082986","2","3","3","1"
"FBgn0082971","2","0","6","1"
"FBgn0032631","0","0","0","0"
"FBgn0046697","0","0","0","0"
"FBgn0082945","0","0","0","0"
"FBgn0082948","0","0","0","0"
"FBgn0082930","0","0","1","0"
"FBgn0082925","2","0","2","0"
"FBgn0083027","20","9","15","4"
"FBgn0082942","0","0","0","0"
"FBgn0083025","0","0","2","0"
"FBgn0083005","2","0","3","0"
"FBgn0061188","0","0","0","0"
"FBgn0083035","2","0","0","0"
"FBgn0082935","0","0","0","0"
"FBgn0083054","30","11","24","0"
"FBgn0083006","3","1","7","0"
"FBgn0082998","0","0","0","0"
"FBgn0083021","1","0","1","0"
"FBgn0083030","0","1","2","0"
"FBgn0069969","359","260","307","55"
"FBgn0083047","37","17","33","8"
"FBgn0082959","11","4","13","4"
"FBgn0083007","9","4","5","5"
"FBgn0082954","8","5","6","0"
"FBgn0058100","24","22","29","10"
"FBgn0083038","4","0","3","0"
"FBgn0020660","282","203","272","130"
"FBgn0083024","0","0","0","0"
"FBgn0082980","5","4","4","0"
"FBgn0082962","7","1","5","2"
"FBgn0085188","70","43","59","16"
"FBgn0085190","7","2","13","0"
"FBgn0085191","0","0","0","0"
"FBgn0085192","2","0","0","0"
"FBgn0085193","0","0","0","0"
"FBgn0085194","13","3","6","1"
"FBgn0085195","496","971","351","216"
"FBgn0085196","10","2","9","2"
"FBgn0085197","0","0","0","0"
"FBgn0085198","3","2","2","0"
"FBgn0085199","0","0","0","0"
"FBgn0085200","14","6","12","1"
"FBgn0085201","8","7","6","3"
"FBgn0085202","0","0","0","0"
"FBgn0085203","2","4","4","1"
"FBgn0085204","0","0","0","0"
"FBgn0085205","0","0","0","1"
"FBgn0085206","0","0","0","0"
"FBgn0085207","0","0","0","0"
"FBgn0085208","0","0","0","0"
"FBgn0085209","26","11","26","3"
"FBgn0085210","11","5","12","0"
"FBgn0085211","0","0","0","0"
"FBgn0085212","14","14","6","5"
"FBgn0085213","1","0","0","0"
"FBgn0085214","0","0","0","0"
"FBgn0085217","46","14","28","1"
"FBgn0085218","51","38","43","12"
"FBgn0085219","2","3","1","0"
"FBgn0085220","5","4","7","1"
"FBgn0085222","0","3","5","0"
"FBgn0085223","1","0","0","0"
"FBgn0085224","13","4","9","2"
"FBgn0085225","0","0","0","0"
"FBgn0085227","0","0","0","0"
"FBgn0085228","0","0","0","0"
"FBgn0085229","17","16","18","0"
"FBgn0085230","1","3","0","0"
"FBgn0085231","2","0","0","0"
"FBgn0085232","3","0","2","0"
"FBgn0085233","0","0","0","0"
"FBgn0085234","0","0","0","0"
"FBgn0085235","7","3","9","1"
"FBgn0085236","4","2","1","0"
"FBgn0085237","5","1","0","0"
"FBgn0085239","0","0","0","0"
"FBgn0085240","0","0","0","0"
"FBgn0085241","2","1","0","0"
"FBgn0085242","11","5","3","0"
"FBgn0085243","10","3","1","1"
"FBgn0085244","66","59","55","10"
"FBgn0085245","4","1","3","0"
"FBgn0085246","0","1","2","0"
"FBgn0085248","14","8","10","3"
"FBgn0085249","12","10","10","5"
"FBgn0085250","5","3","3","3"
"FBgn0085252","0","0","0","0"
"FBgn0085253","0","0","1","0"
"FBgn0085254","0","0","0","0"
"FBgn0085256","260","170","313","14"
"FBgn0085257","13","13","18","2"
"FBgn0085259","0","0","0","1"
"FBgn0085260","7","4","2","0"
"FBgn0085261","27","14","31","0"
"FBgn0085263","0","0","0","0"
"FBgn0085264","0","0","0","0"
"FBgn0085265","0","0","1","0"
"FBgn0085267","0","0","0","0"
"FBgn0085271","15","1","12","1"
"FBgn0085273","3","0","4","0"
"FBgn0085274","12","7","8","1"
"FBgn0085276","58","3","36","0"
"FBgn0085277","0","0","0","0"
"FBgn0085279","12","6","16","3"
"FBgn0085280","6","1","5","0"
"FBgn0085282","6","5","6","0"
"FBgn0085283","2","3","2","1"
"FBgn0085284","4","0","3","1"
"FBgn0085285","36","9","41","2"
"FBgn0085287","7","3","3","0"
"FBgn0085288","1","1","0","0"
"FBgn0085289","6","3","11","2"
"FBgn0085290","3","3","1","0"
"FBgn0085291","0","0","0","0"
"FBgn0085292","0","0","0","0"
"FBgn0085294","1","1","6","0"
"FBgn0085295","10","8","5","1"
"FBgn0085296","2","2","2","0"
"FBgn0085297","6","2","3","0"
"FBgn0085298","16","16","23","1"
"FBgn0085300","0","0","0","0"
"FBgn0085302","11","9","10","5"
"FBgn0085303","0","0","0","0"
"FBgn0085305","1","2","2","1"
"FBgn0085306","0","0","0","0"
"FBgn0085307","0","1","1","0"
"FBgn0085308","0","0","1","0"
"FBgn0085309","0","0","0","0"
"FBgn0085310","0","0","0","0"
"FBgn0085311","1","1","0","0"
"FBgn0085312","3","4","2","1"
"FBgn0085313","0","1","1","0"
"FBgn0085314","3","3","4","0"
"FBgn0085315","0","0","1","0"
"FBgn0085316","2","2","4","1"
"FBgn0085317","0","1","0","0"
"FBgn0085318","1","0","0","0"
"FBgn0085319","0","2","1","0"
"FBgn0085320","0","0","0","0"
"FBgn0085321","5","4","2","0"
"FBgn0085322","13","10","16","3"
"FBgn0085324","0","0","0","0"
"FBgn0085325","0","0","0","0"
"FBgn0085326","0","0","0","0"
"FBgn0085327","0","0","0","1"
"FBgn0085328","0","0","0","0"
"FBgn0085329","11","9","13","4"
"FBgn0085330","14","6","9","1"
"FBgn0085331","3","1","0","0"
"FBgn0085332","6","8","6","0"
"FBgn0085334","10","10","3","2"
"FBgn0085336","0","1","3","0"
"FBgn0085337","1","0","4","0"
"FBgn0085339","8","3","1","1"
"FBgn0085340","0","0","0","0"
"FBgn0085341","0","0","0","0"
"FBgn0085342","0","0","0","0"
"FBgn0085343","0","0","0","0"
"FBgn0085344","0","0","0","0"
"FBgn0085345","0","1","0","0"
"FBgn0085346","0","0","0","0"
"FBgn0085349","0","0","1","0"
"FBgn0085350","69","23","46","7"
"FBgn0085351","7","1","13","0"
"FBgn0085352","0","0","0","0"
"FBgn0085353","5","2","3","1"
"FBgn0085354","61","28","62","16"
"FBgn0085356","1","21","2","12"
"FBgn0085357","29","12","24","3"
"FBgn0085358","0","1","1","0"
"FBgn0085359","30","19","13","7"
"FBgn0085360","98","43","72","10"
"FBgn0085361","1","0","0","0"
"FBgn0085362","14","2","11","1"
"FBgn0085366","0","1","0","0"
"FBgn0085367","1","0","0","0"
"FBgn0085369","160","90","125","12"
"FBgn0085370","1114","727","942","195"
"FBgn0085371","6","6","0","2"
"FBgn0085374","0","0","0","0"
"FBgn0085376","418","234","327","52"
"FBgn0085377","81","46","80","6"
"FBgn0085380","279","158","248","34"
"FBgn0085382","594","363","500","96"
"FBgn0085383","381","201","308","49"
"FBgn0085384","691","355","566","70"
"FBgn0085385","659","265","500","63"
"FBgn0085386","770","406","573","83"
"FBgn0085387","1207","770","1204","152"
"FBgn0085390","850","433","649","114"
"FBgn0085391","1004","603","791","120"
"FBgn0085395","416","188","359","58"
"FBgn0085396","11","13","9","2"
"FBgn0085397","164","103","144","17"
"FBgn0085398","0","0","2","0"
"FBgn0085399","589","344","501","97"
"FBgn0085400","802","454","598","87"
"FBgn0085404","5","6","9","2"
"FBgn0085405","309","203","230","37"
"FBgn0085408","428","196","289","43"
"FBgn0085409","639","367","548","92"
"FBgn0085410","138","78","112","11"
"FBgn0085411","5","7","10","1"
"FBgn0085412","2677","1251","2031","246"
"FBgn0085413","1954","896","1579","177"
"FBgn0085414","1132","616","1022","123"
"FBgn0085415","2","1","2","0"
"FBgn0085417","68","35","57","18"
"FBgn0085419","484","296","378","65"
"FBgn0085420","154","85","166","21"
"FBgn0085421","1940","1043","1611","259"
"FBgn0085422","235","115","216","32"
"FBgn0085423","1639","818","1259","214"
"FBgn0085424","26","20","17","2"
"FBgn0085425","52","44","45","8"
"FBgn0085426","225","129","223","27"
"FBgn0085427","660","454","513","101"
"FBgn0085428","24","19","19","2"
"FBgn0085430","2504","1245","1848","243"
"FBgn0085431","53","20","31","2"
"FBgn0085432","3253","2038","3020","383"
"FBgn0085433","348","211","306","65"
"FBgn0085434","6395","3703","5338","808"
"FBgn0085436","4346","2489","3453","555"
"FBgn0085437","988","510","717","117"
"FBgn0085438","27","15","21","2"
"FBgn0085440","21","17","23","8"
"FBgn0085442","1045","510","836","84"
"FBgn0085443","1209","522","900","111"
"FBgn0085444","178","128","143","23"
"FBgn0085446","3212","2235","2500","437"
"FBgn0085447","3168","1279","2379","280"
"FBgn0085450","1049","556","827","133"
"FBgn0085451","849","433","593","91"
"FBgn0085452","7","0","1","0"
"FBgn0085453","113","54","85","9"
"FBgn0085454","29","18","17","2"
"FBgn0085455","0","0","0","0"
"FBgn0085456","0","0","0","0"
"FBgn0085457","0","0","0","0"
"FBgn0085458","0","0","0","0"
"FBgn0085459","19","9","8","0"
"FBgn0085460","29","14","39","2"
"FBgn0085461","0","0","1","0"
"FBgn0085462","0","0","0","0"
"FBgn0085464","0","1","0","0"
"FBgn0085465","0","0","0","0"
"FBgn0085466","1","0","0","0"
"FBgn0085468","9","9","13","0"
"FBgn0085470","0","0","0","0"
"FBgn0085471","0","0","0","0"
"FBgn0085472","0","0","0","0"
"FBgn0085473","0","0","0","0"
"FBgn0085474","7","2","3","1"
"FBgn0085475","6","3","4","1"
"FBgn0085476","0","0","1","0"
"FBgn0085477","0","0","0","0"
"FBgn0085478","1244","562","1075","116"
"FBgn0085479","36","14","19","3"
"FBgn0085480","1","2","0","0"
"FBgn0085481","0","3","2","0"
"FBgn0085482","5","6","9","0"
"FBgn0085483","10","11","19","4"
"FBgn0085484","126","63","95","28"
"FBgn0085485","5","1","1","0"
"FBgn0085486","1","0","2","0"
"FBgn0085487","5","3","0","0"
"FBgn0085488","3","0","3","2"
"FBgn0085489","3","1","1","2"
"FBgn0085491","0","0","0","0"
"FBgn0085494","0","0","0","1"
"FBgn0085500","0","0","0","0"
"FBgn0085505","0","0","1","0"
"FBgn0085506","1","0","0","0"
"FBgn0085511","0","1","0","0"
"FBgn0085512","0","0","1","0"
"FBgn0085520","0","43","4","37"
"FBgn0085521","0","0","0","0"
"FBgn0085523","0","0","0","0"
"FBgn0085540","0","0","0","0"
"FBgn0085732","24","7","34","5"
"FBgn0085570","1","1","1","0"
"FBgn0085786","6","1","6","0"
"FBgn0085569","0","0","0","0"
"FBgn0085638","94","61","73","15"
"FBgn0085582","1","23","0","4"
"FBgn0085664","0","0","0","0"
"FBgn0085810","0","0","0","0"
"FBgn0085736","14","7","13","1"
"FBgn0085612","11","5","8","0"
"FBgn0085599","1","1","0","0"
"FBgn0085812","1","0","1","0"
