"Geneid","ORE_fem_1 ","CHD_fem_1 ","ORE_fem_2 ","CHD_fem_2 "
"FBgn0000611","299","114","164","64"
"FBgn0030720","56","7","22","7"
"FBgn0030721","0","1","1","0"
"FBgn0030723","136","54","94","34"
"FBgn0030725","66","27","30","9"
"FBgn0028397","790","259","458","158"
"FBgn0030724","283","105","246","61"
"FBgn0030722","0","0","0","0"
"FBgn0003969","195","104","137","55"
"FBgn0030719","3","1","4","1"
"FBgn0030718","209","84","143","53"
"FBgn0030716","449","229","291","107"
"FBgn0053236","1","0","0","0"
"FBgn0053237","0","0","0","0"
"FBgn0053238","0","0","0","0"
"FBgn0053239","0","0","0","0"
"FBgn0053240","0","0","0","0"
"FBgn0053241","0","0","0","0"
"FBgn0053242","0","0","0","0"
"FBgn0053243","0","0","0","0"
"FBgn0053244","0","0","0","0"
"FBgn0053245","0","0","0","0"
"FBgn0053246","0","0","0","0"
"FBgn0053247","0","0","0","0"
"FBgn0029174","195","44","143","38"
"FBgn0032153","3","0","3","0"
"FBgn0010520","6","5","3","1"
"FBgn0024285","124","41","81","28"
"FBgn0040064","437","131","348","79"
"FBgn0032160","94","16","75","19"
"FBgn0032161","8","2","10","2"
"FBgn0032162","5","3","8","2"
"FBgn0032166","50","14","23","9"
"FBgn0032167","101","40","31","16"
"FBgn0051712","394","176","270","92"
"FBgn0051876","0","0","0","0"
"FBgn0032163","1","0","2","0"
"FBgn0025700","62","47","41","34"
"FBgn0032156","795","328","467","160"
"FBgn0053300","4","1","4","0"
"FBgn0004867","2443","892","1755","599"
"FBgn0032154","26","5","11","5"
"FBgn0031089","150","56","80","39"
"FBgn0031092","76","25","101","18"
"FBgn0031094","31","11","20","14"
"FBgn0031097","7","11","4","7"
"FBgn0022770","5","8","3","2"
"FBgn0015789","214","71","143","46"
"FBgn0031099","146","73","114","60"
"FBgn0031098","56","39","53","23"
"FBgn0003654","178","75","133","43"
"FBgn0053498","0","0","0","0"
"FBgn0053499","0","1","0","0"
"FBgn0053487","0","0","0","0"
"FBgn0052823","0","0","0","0"
"FBgn0053496","0","0","0","0"
"FBgn0053497","0","0","0","0"
"FBgn0053491","0","0","0","0"
"FBgn0067861","2","0","0","0"
"FBgn0000084","186","108","114","74"
"FBgn0031093","61","26","45","15"
"FBgn0031091","1","0","0","0"
"FBgn0031090","254","87","139","39"
"FBgn0030759","12","5","11","6"
"FBgn0061200","870","406","499","226"
"FBgn0025743","201","92","120","63"
"FBgn0030764","9","6","6","1"
"FBgn0030763","16","15","8","3"
"FBgn0030761","146","49","92","33"
"FBgn0015615","156","57","119","31"
"FBgn0011826","366","154","260","104"
"FBgn0011742","144","77","84","35"
"FBgn0030757","117","35","85","24"
"FBgn0030756","7","0","4","0"
"FBgn0034478","0","0","0","0"
"FBgn0040775","464","116","239","80"
"FBgn0031201","14","11","21","5"
"FBgn0041150","732","269","497","151"
"FBgn0034548","0","0","0","0"
"FBgn0033404","314","116","204","54"
"FBgn0033403","596","226","433","120"
"FBgn0033250","1855","918","1310","587"
"FBgn0034072","625","268","412","155"
"FBgn0033155","182","96","120","53"
"FBgn0025360","60","37","43","14"
"FBgn0033154","1","2","3","1"
"FBgn0031646","9","5","2","1"
"FBgn0015000","43","15","24","9"
"FBgn0031655","18","5","10","2"
"FBgn0031657","15","6","7","4"
"FBgn0031662","50","20","27","7"
"FBgn0033911","242","102","154","46"
"FBgn0034071","348","181","254","107"
"FBgn0034479","105","45","104","28"
"FBgn0031651","47","16","32","9"
"FBgn0031654","0","0","0","0"
"FBgn0031653","0","0","0","0"
"FBgn0031652","32","21","39","14"
"FBgn0015834","301","98","232","63"
"FBgn0031661","22","6","16","6"
"FBgn0031663","14","6","8","3"
"FBgn0031664","37","13","21","5"
"FBgn0031659","63","26","37","18"
"FBgn0037028","209","110","128","55"
"FBgn0031660","70","19","50","16"
"FBgn0061515","122","50","76","37"
"FBgn0052580","4","1","8","2"
"FBgn0051961","35","13","40","12"
"FBgn0053505","18","3","6","2"
"FBgn0053506","27","6","17","5"
"FBgn0053508","3","4","0","0"
"FBgn0053509","1","1","3","0"
"FBgn0053510","0","0","4","1"
"FBgn0053511","4","1","6","0"
"FBgn0053512","182","48","92","31"
"FBgn0053513","461","221","252","106"
"FBgn0053514","2","1","2","0"
"FBgn0053516","136","47","104","41"
"FBgn0053519","1063","811","606","387"
"FBgn0053523","167","69","112","41"
"FBgn0053527","8","6","1","5"
"FBgn0053530","6","1","3","1"
"FBgn0053531","115","57","69","21"
"FBgn0053532","1","4","11","0"
"FBgn0053533","7","1","7","1"
"FBgn0053542","2","0","2","4"
"FBgn0053543","167","64","103","34"
"FBgn0053526","740","484","561","231"
"FBgn0053547","2946","1271","1923","741"
"FBgn0053551","0","0","0","0"
"FBgn0032789","3","0","0","0"
"FBgn0053504","2","0","0","0"
"FBgn0053534","0","0","0","0"
"FBgn0053535","7","3","8","1"
"FBgn0053536","0","0","0","0"
"FBgn0053537","0","0","0","1"
"FBgn0053538","0","0","0","0"
"FBgn0053539","0","0","0","0"
"FBgn0002183","166","69","125","49"
"FBgn0030018","275","141","190","80"
"FBgn0010263","2341","811","1357","470"
"FBgn0052484","75","43","46","36"
"FBgn0004648","853","317","486","182"
"FBgn0020493","334","103","171","86"
"FBgn0029723","73","40","51","17"
"FBgn0001301","281","115","185","62"
"FBgn0035331","87","14","39","9"
"FBgn0031689","524","175","357","184"
"FBgn0053548","477","190","332","107"
"FBgn0053552","5","1","5","1"
"FBgn0040726","130","42","69","39"
"FBgn0038643","0","0","0","0"
"FBgn0053554","871","336","648","179"
"FBgn0029518","4","0","3","0"
"FBgn0053556","480","263","264","121"
"FBgn0053557","0","0","1","0"
"FBgn0000575","556","151","268","84"
"FBgn0038087","78","20","53","7"
"FBgn0010317","8","1","6","0"
"FBgn0003231","1191","230","1175","117"
"FBgn0000625","32","13","24","5"
"FBgn0003984","207","47","111","26"
"FBgn0010894","66","18","41","21"
"FBgn0003429","2932","1120","1882","641"
"FBgn0004587","807","366","554","224"
"FBgn0004882","287","122","133","57"
"FBgn0003015","0","0","1","0"
"FBgn0005561","292","77","154","34"
"FBgn0033170","27","25","27","25"
"FBgn0039927","619","280","377","128"
"FBgn0027339","3079","1476","2097","724"
"FBgn0034990","11","4","5","1"
"FBgn0015770","0","0","0","0"
"FBgn0041164","1","0","0","0"
"FBgn0037313","158","56","91","40"
"FBgn0041707","285","128","161","74"
"FBgn0002774","268","130","178","64"
"FBgn0002873","0","0","0","0"
"FBgn0004102","341","104","197","52"
"FBgn0033807","21","12","16","9"
"FBgn0003124","0","1","1","0"
"FBgn0000303","180","50","124","35"
"FBgn0002440","2","0","0","0"
"FBgn0041242","30","6","15","8"
"FBgn0004606","385","108","158","79"
"FBgn0033195","7","3","12","0"
"FBgn0003720","0","0","0","0"
"FBgn0028572","485","119","252","72"
"FBgn0038651","384","170","313","99"
"FBgn0004607","893","503","543","255"
"FBgn0005558","188","79","95","25"
"FBgn0037317","24","7","18","4"
"FBgn0003950","4","2","1","0"
"FBgn0023416","353","168","254","93"
"FBgn0000259","309","96","178","41"
"FBgn0003741","62","25","109","10"
"FBgn0040097","1","0","0","0"
"FBgn0028841","3","2","1","0"
"FBgn0000241","185","78","117","42"
"FBgn0004907","2318","700","1473","421"
"FBgn0039914","115","30","50","10"
"FBgn0019828","2","0","1","0"
"FBgn0004369","947","400","643","188"
"FBgn0010114","1126","653","740","329"
"FBgn0000427","1","0","1","0"
"FBgn0040107","0","0","0","0"
"FBgn0029676","54","9","33","4"
"FBgn0050048","0","0","0","0"
"FBgn0026059","1404","830","968","481"
"FBgn0005427","430","179","327","97"
"FBgn0051266","0","0","0","0"
"FBgn0051439","6","5","9","3"
"FBgn0000053","992","322","1705","373"
"FBgn0000567","534","219","453","135"
"FBgn0052333","337","132","231","84"
"FBgn0041605","5235","1496","3015","638"
"FBgn0052576","18","11","16","5"
"FBgn0052602","7","1","4","0"
"FBgn0053111","109","46","157","19"
"FBgn0039396","7","3","9","3"
"FBgn0053558","897","487","808","250"
"FBgn0001148","2","0","0","0"
"FBgn0014141","1178","459","496","255"
"FBgn0010382","17","11","23","2"
"FBgn0004575","1475","660","954","347"
"FBgn0000042","3554","719","1819","540"
"FBgn0034976","258","110","140","70"
"FBgn0034982","69","35","50","17"
"FBgn0020385","1407","521","1146","600"
"FBgn0037822","0","0","0","0"
"FBgn0038295","65","36","34","26"
"FBgn0004227","475","166","285","110"
"FBgn0015546","92","29","58","7"
"FBgn0016917","1175","435","797","245"
"FBgn0032117","10","9","8","1"
"FBgn0014135","50","40","22","15"
"FBgn0033809","32","32","29","22"
"FBgn0033810","9","13","11","3"
"FBgn0035964","140","49","89","40"
"FBgn0039348","204","111","165","59"
"FBgn0039349","162","104","135","48"
"FBgn0002789","412","145","194","70"
"FBgn0037719","54","21","26","6"
"FBgn0027375","97","37","80","29"
"FBgn0005677","211","90","134","64"
"FBgn0035956","2","1","0","0"
"FBgn0038950","67","26","68","23"
"FBgn0011225","954","532","640","339"
"FBgn0003701","16","4","16","4"
"FBgn0038872","361","139","168","77"
"FBgn0036180","194","82","162","48"
"FBgn0004924","495","206","339","102"
"FBgn0004903","206","122","166","45"
"FBgn0001168","424","277","205","99"
"FBgn0032369","1","0","0","0"
"FBgn0003145","0","0","0","0"
"FBgn0000008","223","60","140","49"
"FBgn0000261","602","159","393","123"
"FBgn0004169","611","246","318","103"
"FBgn0023076","201","85","140","32"
"FBgn0001208","525","230","489","181"
"FBgn0036165","748","399","396","241"
"FBgn0020496","663","239","420","129"
"FBgn0027841","16","8","13","5"
"FBgn0039713","2022","636","1574","473"
"FBgn0039738","358","211","296","129"
"FBgn0015269","867","418","560","220"
"FBgn0037746","8","1","6","1"
"FBgn0037747","69","26","43","19"
"FBgn0003862","1886","856","1339","473"
"FBgn0010226","209","119","161","92"
"FBgn0000577","21","5","13","2"
"FBgn0000028","70","33","50","12"
"FBgn0022710","844","313","487","214"
"FBgn0012034","2172","919","1085","557"
"FBgn0027866","292","143","289","64"
"FBgn0038201","6","3","3","2"
"FBgn0045500","0","0","0","0"
"FBgn0000721","1168","453","784","278"
"FBgn0034420","775","356","481","164"
"FBgn0003218","1606","635","889","380"
"FBgn0024836","508","229","297","142"
"FBgn0031016","305","169","234","81"
"FBgn0034416","0","0","0","1"
"FBgn0025936","571","179","356","115"
"FBgn0000578","240","100","122","68"
"FBgn0031649","186","93","150","54"
"FBgn0032668","3","1","4","3"
"FBgn0041210","786","421","544","247"
"FBgn0001269","32","9","15","9"
"FBgn0027608","601","224","429","116"
"FBgn0039900","403","124","269","56"
"FBgn0031474","361","115","191","74"
"FBgn0025726","6573","2320","4214","1263"
"FBgn0051721","193","81","108","40"
"FBgn0051992","1716","696","1105","433"
"FBgn0028341","641","206","364","140"
"FBgn0032974","89","34","69","25"
"FBgn0029870","728","303","520","180"
"FBgn0035001","1345","683","1005","392"
"FBgn0032666","582","319","399","149"
"FBgn0026533","389","111","262","71"
"FBgn0036534","686","197","404","128"
"FBgn0036144","485","207","328","87"
"FBgn0033265","39","13","32","9"
"FBgn0038139","11","5","6","1"
"FBgn0027529","438","158","288","92"
"FBgn0031802","1","0","0","1"
"FBgn0037234","223","90","151","65"
"FBgn0030641","2","0","3","0"
"FBgn0029736","100","43","58","30"
"FBgn0030662","78","42","33","28"
"FBgn0035978","706","248","695","183"
"FBgn0031530","260","92","149","62"
"FBgn0037100","10","0","4","1"
"FBgn0032957","480","184","300","104"
"FBgn0034417","68","29","48","33"
"FBgn0031294","15479","5307","11403","2988"
"FBgn0000542","65","43","40","28"
"FBgn0050372","492","217","313","108"
"FBgn0030844","7","0","2","0"
"FBgn0031536","83","47","61","35"
"FBgn0039675","2","1","0","0"
"FBgn0039676","0","0","0","0"
"FBgn0020279","884","422","556","225"
"FBgn0015777","542","316","337","142"
"FBgn0020546","0","0","0","0"
"FBgn0011998","0","0","0","0"
"FBgn0052547","88","47","71","23"
"FBgn0037560","41","6","62","6"
"FBgn0029105","197","73","139","44"
"FBgn0038570","0","0","0","0"
"FBgn0038571","0","0","0","0"
"FBgn0039308","0","0","0","0"
"FBgn0039309","0","0","0","0"
"FBgn0036170","0","0","0","0"
"FBgn0031039","0","0","0","0"
"FBgn0031038","0","0","0","0"
"FBgn0053155","12","0","10","2"
"FBgn0050481","0","0","0","0"
"FBgn0013576","3380","1477","2329","814"
"FBgn0043002","6","0","4","1"
"FBgn0002887","46","26","19","14"
"FBgn0053095","0","0","0","0"
"FBgn0053626","0","0","0","0"
"FBgn0053627","0","0","0","0"
"FBgn0053267","7","2","5","1"
"FBgn0065047","4","5","5","1"
"FBgn0053630","0","0","0","0"
"FBgn0053631","0","0","0","0"
"FBgn0032538","72","60","52","40"
"FBgn0065080","0","0","0","0"
"FBgn0065070","1","2","1","3"
"FBgn0053639","166","66","97","31"
"FBgn0029948","0","0","1","0"
"FBgn0053640","12","8","13","6"
"FBgn0053641","17","8","5","3"
"FBgn0053642","19","5","13","4"
"FBgn0053643","13","2","5","0"
"FBgn0053644","18","3","4","3"
"FBgn0053645","15","6","4","5"
"FBgn0035253","2505","1050","1880","545"
"FBgn0053647","0","0","1","0"
"FBgn0053648","0","0","1","0"
"FBgn0064115","0","0","0","0"
"FBgn0004407","0","0","0","0"
"FBgn0053653","1550","649","843","326"
"FBgn0035068","0","0","0","0"
"FBgn0032364","0","0","0","0"
"FBgn0032365","0","0","0","0"
"FBgn0053654","0","0","2","1"
"FBgn0034618","503","246","314","172"
"FBgn0037555","54","38","47","22"
"FBgn0000153","92","26","59","17"
"FBgn0015609","2286","859","1409","457"
"FBgn0065101","0","0","0","0"
"FBgn0001223","0","0","0","0"
"FBgn0001228","0","0","0","0"
"FBgn0065097","0","0","0","0"
"FBgn0065092","0","0","0","0"
"FBgn0065046","927","170","1003","81"
"FBgn0065071","10","0","3","0"
"FBgn0053664","0","0","0","0"
"FBgn0053665","4","0","2","1"
"FBgn0053666","0","1","0","0"
"FBgn0053667","0","0","0","1"
"FBgn0053668","0","0","1","0"
"FBgn0053669","0","0","0","0"
"FBgn0033380","35","17","33","10"
"FBgn0061359","0","0","0","0"
"FBgn0061360","0","0","0","0"
"FBgn0053673","4","0","3","0"
"FBgn0065053","3","1","0","0"
"FBgn0040608","0","0","0","0"
"FBgn0039452","0","0","0","0"
"FBgn0067622","0","0","0","0"
"FBgn0032240","0","0","0","0"
"FBgn0029859","0","0","1","0"
"FBgn0029860","24","10","32","12"
"FBgn0029504","1040","336","632","206"
"FBgn0041775","619","259","406","133"
"FBgn0003507","323","106","107","64"
"FBgn0053680","0","0","0","0"
"FBgn0002524","81","49","48","32"
"FBgn0037716","44","20","25","13"
"FBgn0002632","0","0","0","1"
"FBgn0002522","19","10","8","2"
"FBgn0065098","17544","7788","11908","4413"
"FBgn0039157","240","111","191","74"
"FBgn0011676","229","82","173","58"
"FBgn0065088","0","0","0","0"
"FBgn0034324","14","5","10","2"
"FBgn0034325","34","8","18","7"
"FBgn0053483","1","0","1","0"
"FBgn0065073","5","2","3","0"
"FBgn0037913","128","49","60","17"
"FBgn0037912","6","4","2","2"
"FBgn0032888","0","0","0","0"
"FBgn0051221","1296","342","746","179"
"FBgn0031403","9","4","7","3"
"FBgn0065087","0","0","0","0"
"FBgn0026239","214","154","133","84"
"FBgn0051016","1","0","0","0"
"FBgn0053687","0","0","1","0"
"FBgn0053688","0","0","0","0"
"FBgn0053689","0","0","0","0"
"FBgn0053690","1","0","1","0"
"FBgn0052423","2428","933","1577","494"
"FBgn0033884","71","27","47","18"
"FBgn0065055","6","14","13","10"
"FBgn0040233","92","48","56","37"
"FBgn0052831","27","13","23","3"
"FBgn0053696","92","22","53","13"
"FBgn0052843","112","59","65","32"
"FBgn0016919","10","6","14","1"
"FBgn0065095","0","0","0","0"
"FBgn0036783","0","0","1","0"
"FBgn0001624","1971","597","1170","373"
"FBgn0053700","0","0","0","0"
"FBgn0053701","0","0","0","0"
"FBgn0053702","0","0","0","0"
"FBgn0053703","0","0","1","0"
"FBgn0053704","0","0","0","0"
"FBgn0065100","249","108","178","34"
"FBgn0260455","0","0","0","0"
"FBgn0067903","0","0","0","0"
"FBgn0065105","0","0","0","0"
"FBgn0039378","0","0","0","0"
"FBgn0053710","4","0","0","0"
"FBgn0065084","0","0","0","0"
"FBgn0065096","0","0","0","0"
"FBgn0064116","0","0","0","0"
"FBgn0064117","0","0","0","0"
"FBgn0065051","1","0","2","0"
"FBgn0260458","0","0","0","0"
"FBgn0044419","0","0","0","0"
"FBgn0046874","0","0","0","0"
"FBgn0042182","0","0","0","0"
"FBgn0064126","0","0","0","0"
"FBgn0260439","439","134","283","115"
"FBgn0053723","2","1","0","0"
"FBgn0053725","0","0","1","1"
"FBgn0065057","1","1","0","0"
"FBgn0014163","596","214","441","127"
"FBgn0053727","0","0","0","0"
"FBgn0053728","0","0","0","0"
"FBgn0053729","0","0","0","0"
"FBgn0053730","0","0","0","0"
"FBgn0053731","0","0","0","0"
"FBgn0053732","0","0","0","0"
"FBgn0053733","0","0","0","0"
"FBgn0053734","0","0","0","0"
"FBgn0053735","0","0","0","0"
"FBgn0053736","0","0","0","0"
"FBgn0053737","0","0","0","0"
"FBgn0053738","0","0","0","0"
"FBgn0053739","0","0","0","0"
"FBgn0053740","0","0","0","0"
"FBgn0053741","0","0","0","0"
"FBgn0053742","0","0","0","0"
"FBgn0053743","0","0","0","0"
"FBgn0053744","0","0","0","0"
"FBgn0053745","0","0","0","0"
"FBgn0053746","0","0","0","0"
"FBgn0040076","0","0","0","0"
"FBgn0051469","11","4","4","6"
"FBgn0040077","0","0","0","0"
"FBgn0034906","0","0","0","0"
"FBgn0037550","25","8","13","6"
"FBgn0065104","0","0","0","0"
"FBgn0036713","53","16","35","10"
"FBgn0014857","150","71","110","56"
"FBgn0052269","0","0","0","0"
"FBgn0052270","0","0","0","0"
"FBgn0034518","0","0","0","0"
"FBgn0034519","0","0","0","0"
"FBgn0053752","0","0","1","1"
"FBgn0053137","2","2","0","0"
"FBgn0051438","0","0","0","0"
"FBgn0003742","51","14","46","6"
"FBgn0036789","40","15","26","9"
"FBgn0035486","0","0","0","0"
"FBgn0045476","0","0","0","0"
"FBgn0038880","46","25","40","15"
"FBgn0065064","1311","359","1110","177"
"FBgn0029890","4","2","4","0"
"FBgn0029891","551","257","379","151"
"FBgn0029888","141","44","105","35"
"FBgn0005672","315","104","174","66"
"FBgn0028377","0","0","0","0"
"FBgn0001099","1","0","0","0"
"FBgn0053757","6","2","4","0"
"FBgn0053758","11","2","4","1"
"FBgn0053764","0","0","0","0"
"FBgn0053766","1","0","0","1"
"FBgn0053767","0","1","0","0"
"FBgn0053768","0","0","0","0"
"FBgn0053769","0","0","1","0"
"FBgn0053770","0","0","0","0"
"FBgn0053771","0","0","0","0"
"FBgn0051324","162","101","103","42"
"FBgn0053774","8","1","4","4"
"FBgn0035497","285","136","217","60"
"FBgn0050056","1","0","0","1"
"FBgn0053777","0","1","0","0"
"FBgn0065066","1","0","0","0"
"FBgn0065059","0","0","0","0"
"FBgn0053783","0","0","0","0"
"FBgn0053784","2","0","2","0"
"FBgn0061362","0","0","0","0"
"FBgn0061361","0","0","0","0"
"FBgn0039582","2","0","2","1"
"FBgn0050462","0","0","0","0"
"FBgn0050461","0","0","0","0"
"FBgn0035197","0","0","0","0"
"FBgn0035198","0","0","0","0"
"FBgn0041720","0","0","0","0"
"FBgn0025643","186","56","91","26"
"FBgn0020912","25","14","10","8"
"FBgn0065083","0","0","0","0"
"FBgn0063923","33","23","23","11"
"FBgn0063924","0","0","0","0"
"FBgn0035239","0","0","0","0"
"FBgn0035240","0","0","0","0"
"FBgn0053792","1","0","0","0"
"FBgn0065081","0","0","0","0"
"FBgn0065058","2","2","4","1"
"FBgn0033693","0","0","0","0"
"FBgn0053795","0","0","1","0"
"FBgn0053796","0","2","0","0"
"FBgn0039621","3","0","0","0"
"FBgn0053463","0","0","0","0"
"FBgn0051072","462","132","313","83"
"FBgn0032077","16","8","5","4"
"FBgn0032076","175","66","167","69"
"FBgn0053797","4","0","0","0"
"FBgn0033652","371","171","270","80"
"FBgn0001235","1243","459","729","241"
"FBgn0000056","0","0","0","0"
"FBgn0053096","5","1","1","0"
"FBgn0034283","3","4","4","0"
"FBgn0051386","1","0","0","0"
"FBgn0053801","0","0","0","0"
"FBgn0053802","0","0","0","0"
"FBgn0053803","0","0","0","0"
"FBgn0051617","0","0","0","0"
"FBgn0051618","0","0","0","0"
"FBgn0051613","0","0","0","0"
"FBgn0053804","0","0","0","0"
"FBgn0053805","0","0","0","0"
"FBgn0053806","0","0","0","0"
"FBgn0053807","0","0","0","0"
"FBgn0053808","0","0","0","0"
"FBgn0053809","0","0","0","0"
"FBgn0053810","0","0","0","0"
"FBgn0053811","0","0","0","0"
"FBgn0053812","0","0","0","0"
"FBgn0053813","0","0","0","0"
"FBgn0053814","0","0","0","0"
"FBgn0053815","0","0","0","0"
"FBgn0053816","0","0","0","0"
"FBgn0053817","0","0","0","0"
"FBgn0053818","0","0","0","0"
"FBgn0053819","0","0","0","0"
"FBgn0053820","0","0","0","0"
"FBgn0053821","0","0","0","0"
"FBgn0053822","0","0","0","0"
"FBgn0053823","0","0","0","0"
"FBgn0053824","0","0","0","0"
"FBgn0053825","0","0","0","0"
"FBgn0053826","0","0","0","0"
"FBgn0053827","0","0","0","0"
"FBgn0053828","0","0","0","0"
"FBgn0053829","0","0","0","0"
"FBgn0053830","0","0","0","0"
"FBgn0053831","0","0","0","0"
