Geneid,ORE_male_1,CHD_male_1,ORE_male_2,CHD_male_2 ,ORE_fem_1 ,CHD_fem_1 ,ORE_fem_2 ,CHD_fem_2 
FBgn0069969,359,260,307,55,242,82,192,40
FBgn0083047,37,17,33,8,32,7,17,5
FBgn0082959,11,4,13,4,13,2,12,3
FBgn0083007,9,4,5,5,11,3,6,1
FBgn0082954,8,5,6,0,3,5,3,0
FBgn0058100,24,22,29,10,18,10,30,6
FBgn0083038,4,0,3,0,1,1,0,0
FBgn0020660,282,203,272,130,304,91,305,61
FBgn0083024,0,0,0,0,2,0,0,0
FBgn0082980,5,4,4,0,4,2,2,3
FBgn0082962,7,1,5,2,6,3,0,0
FBgn0085188,70,43,59,16,51,21,38,11
FBgn0085190,7,2,13,0,3,3,3,1
FBgn0085191,0,0,0,0,0,0,0,0
FBgn0085192,2,0,0,0,3,0,0,0
FBgn0085193,0,0,0,0,0,0,0,0
FBgn0085194,13,3,6,1,8,9,6,1
FBgn0085195,496,971,351,216,222,255,159,323
FBgn0085196,10,2,9,2,8,3,2,1
FBgn0085197,0,0,0,0,0,0,0,0
FBgn0085198,3,2,2,0,1,0,0,0
FBgn0085199,0,0,0,0,0,0,0,0
FBgn0085200,14,6,12,1,13,2,5,2
FBgn0085201,8,7,6,3,27,4,5,2
FBgn0085202,0,0,0,0,0,0,0,0
FBgn0085203,2,4,4,1,3,1,4,0
FBgn0085204,0,0,0,0,0,0,0,0
FBgn0085205,0,0,0,1,1,0,0,0
FBgn0085206,0,0,0,0,0,0,0,0
FBgn0085207,0,0,0,0,0,0,0,0
FBgn0085208,0,0,0,0,0,0,0,0
FBgn0085209,26,11,26,3,19,4,15,0
FBgn0085210,11,5,12,0,4,3,7,0
FBgn0085211,0,0,0,0,0,0,0,0
FBgn0085212,14,14,6,5,13,5,7,1
FBgn0085213,1,0,0,0,0,0,2,0
FBgn0085214,0,0,0,0,0,0,0,0
FBgn0085217,46,14,28,1,19,7,16,5
FBgn0085218,51,38,43,12,18,9,27,6
FBgn0085219,2,3,1,0,1,1,3,1
FBgn0085220,5,4,7,1,8,3,3,4
FBgn0085222,0,3,5,0,2,1,8,2
FBgn0085223,1,0,0,0,1,0,0,0
FBgn0085224,13,4,9,2,5,3,3,1
FBgn0085225,0,0,0,0,0,0,0,0
FBgn0085227,0,0,0,0,0,0,0,0
FBgn0085228,0,0,0,0,0,0,0,0
FBgn0085229,17,16,18,0,33,3,11,1
FBgn0085230,1,3,0,0,0,2,0,0
FBgn0085231,2,0,0,0,0,0,0,0
FBgn0085232,3,0,2,0,1,0,2,0
FBgn0085233,0,0,0,0,0,0,0,0
FBgn0085234,0,0,0,0,2,0,0,0
FBgn0085235,7,3,9,1,3,2,1,1
FBgn0085236,4,2,1,0,1,0,2,0
FBgn0085237,5,1,0,0,1,0,5,0
FBgn0085239,0,0,0,0,1,0,0,0
FBgn0085240,0,0,0,0,0,0,0,0
FBgn0085241,2,1,0,0,1,0,0,1
FBgn0085242,11,5,3,0,2,2,4,0
FBgn0085243,10,3,1,1,3,2,4,1
FBgn0085244,66,59,55,10,45,33,44,28
FBgn0085245,4,1,3,0,1,2,2,0
FBgn0085246,0,1,2,0,1,0,1,0
FBgn0085248,14,8,10,3,7,6,5,1
FBgn0085249,12,10,10,5,12,7,5,2
FBgn0085250,5,3,3,3,3,0,2,4
FBgn0085252,0,0,0,0,0,0,0,0
FBgn0085253,0,0,1,0,0,0,0,0
FBgn0085254,0,0,0,0,0,0,0,0
FBgn0085256,260,170,313,14,33,15,7,18
FBgn0085257,13,13,18,2,21,3,8,1
FBgn0085259,0,0,0,1,1,0,0,0
FBgn0085260,7,4,2,0,0,1,3,0
FBgn0085261,27,14,31,0,28,1,22,4
FBgn0085263,0,0,0,0,0,0,0,0
FBgn0085264,0,0,0,0,0,0,0,0
FBgn0085265,0,0,1,0,0,0,0,0
FBgn0085267,0,0,0,0,1,0,0,0
FBgn0085271,15,1,12,1,15,1,5,1
FBgn0085273,3,0,4,0,0,0,0,0
FBgn0085274,12,7,8,1,7,4,8,4
FBgn0085276,58,3,36,0,43,2,25,0
FBgn0085277,0,0,0,0,0,0,0,0
FBgn0085279,12,6,16,3,11,2,6,0
FBgn0085280,6,1,5,0,4,0,0,0
FBgn0085282,6,5,6,0,6,1,8,0
FBgn0085283,2,3,2,1,4,0,2,0
FBgn0085284,4,0,3,1,3,0,0,0
FBgn0085285,36,9,41,2,38,7,26,3
FBgn0085287,7,3,3,0,2,1,1,0
FBgn0085288,1,1,0,0,0,0,0,0
FBgn0085289,6,3,11,2,6,0,2,0
FBgn0085290,3,3,1,0,3,2,1,1
FBgn0085291,0,0,0,0,0,1,0,0
FBgn0085292,0,0,0,0,0,0,0,0
FBgn0085294,1,1,6,0,5,1,0,0
FBgn0085295,10,8,5,1,1,1,0,1
FBgn0085296,2,2,2,0,2,1,0,1
FBgn0085297,6,2,3,0,3,1,1,0
FBgn0085298,16,16,23,1,12,4,8,2
FBgn0085300,0,0,0,0,0,0,0,0
FBgn0085302,11,9,10,5,9,4,6,0
FBgn0085303,0,0,0,0,0,0,0,0
FBgn0085305,1,2,2,1,4,1,3,2
FBgn0085306,0,0,0,0,0,0,0,0
FBgn0085307,0,1,1,0,0,1,0,1
FBgn0085308,0,0,1,0,0,0,0,0
FBgn0085309,0,0,0,0,0,0,0,0
FBgn0085310,0,0,0,0,0,0,0,0
FBgn0085311,1,1,0,0,0,0,0,0
FBgn0085312,3,4,2,1,4,2,2,1
FBgn0085313,0,1,1,0,0,0,0,0
FBgn0085314,3,3,4,0,2,1,4,0
FBgn0085315,0,0,1,0,1,0,0,0
FBgn0085316,2,2,4,1,2,1,1,0
FBgn0085317,0,1,0,0,1,0,0,1
FBgn0085318,1,0,0,0,0,0,2,0
FBgn0085319,0,2,1,0,0,0,1,0
FBgn0085320,0,0,0,0,0,0,0,0
FBgn0085321,5,4,2,0,2,0,0,0
FBgn0085322,13,10,16,3,11,4,8,3
FBgn0085324,0,0,0,0,0,0,0,0
FBgn0085325,0,0,0,0,0,0,0,0
FBgn0085326,0,0,0,0,0,0,0,0
FBgn0085327,0,0,0,1,0,0,0,0
FBgn0085328,0,0,0,0,0,0,0,0
FBgn0085329,11,9,13,4,7,3,7,4
FBgn0085330,14,6,9,1,4,1,2,0
FBgn0085331,3,1,0,0,3,0,2,0
FBgn0085332,6,8,6,0,2,2,2,3
FBgn0085334,10,10,3,2,3,3,2,1
FBgn0085336,0,1,3,0,0,0,0,0
FBgn0085337,1,0,4,0,4,0,1,0
FBgn0085339,8,3,1,1,7,3,3,0
FBgn0085340,0,0,0,0,0,0,0,0
FBgn0085341,0,0,0,0,0,0,0,0
FBgn0085342,0,0,0,0,0,0,0,0
FBgn0085343,0,0,0,0,0,0,0,0
FBgn0085344,0,0,0,0,0,0,0,0
FBgn0085345,0,1,0,0,0,1,1,0
FBgn0085346,0,0,0,0,0,0,0,0
FBgn0085349,0,0,1,0,1,0,0,0
FBgn0085350,69,23,46,7,46,23,27,7
FBgn0085351,7,1,13,0,11,2,2,0
FBgn0085352,0,0,0,0,0,0,0,0
FBgn0085353,5,2,3,1,1,1,1,0
FBgn0085354,61,28,62,16,62,26,54,13
FBgn0085356,1,21,2,12,2,11,0,14
FBgn0085357,29,12,24,3,36,8,12,9
FBgn0085358,0,1,1,0,0,0,0,0
FBgn0085359,30,19,13,7,38,23,23,16
FBgn0085360,98,43,72,10,74,21,67,17
FBgn0085361,1,0,0,0,0,0,0,0
FBgn0085362,14,2,11,1,5,3,3,1
FBgn0085366,0,1,0,0,0,0,0,0
FBgn0085367,1,0,0,0,0,0,0,0
FBgn0085369,160,90,125,12,89,47,41,24
FBgn0085370,1114,727,942,195,657,352,497,204
FBgn0085371,6,6,0,2,3,1,3,1
FBgn0085374,0,0,0,0,0,0,1,0
FBgn0085376,418,234,327,52,212,117,138,48
FBgn0085377,81,46,80,6,46,11,39,14
FBgn0085380,279,158,248,34,133,71,72,32
FBgn0085382,594,363,500,96,370,114,216,83
FBgn0085383,381,201,308,49,196,89,154,35
FBgn0085384,691,355,566,70,385,138,251,91
FBgn0085385,659,265,500,63,375,126,235,62
FBgn0085386,770,406,573,83,381,187,246,88
FBgn0085387,1207,770,1204,152,958,334,611,194
FBgn0085390,850,433,649,114,510,188,273,112
FBgn0085391,1004,603,791,120,559,225,323,142
FBgn0085395,416,188,359,58,231,95,174,42
FBgn0085396,11,13,9,2,7,7,3,4
FBgn0085397,164,103,144,17,100,38,58,18
FBgn0085398,0,0,2,0,0,0,0,0
FBgn0085399,589,344,501,97,274,127,186,95
FBgn0085400,802,454,598,87,461,218,313,97
FBgn0085404,5,6,9,2,9,3,5,2
FBgn0085405,309,203,230,37,313,107,152,72
FBgn0085408,428,196,289,43,239,102,133,67
FBgn0085409,639,367,548,92,336,130,210,71
FBgn0085410,138,78,112,11,81,37,40,17
FBgn0085411,5,7,10,1,6,5,6,2
FBgn0085412,2677,1251,2031,246,1274,627,870,300
FBgn0085413,1954,896,1579,177,930,385,585,236
FBgn0085414,1132,616,1022,123,634,231,377,136
FBgn0085415,2,1,2,0,2,1,1,0
FBgn0085417,68,35,57,18,43,9,19,13
FBgn0085419,484,296,378,65,272,137,151,64
FBgn0085420,154,85,166,21,123,35,70,15
FBgn0085421,1940,1043,1611,259,956,438,647,227
FBgn0085422,235,115,216,32,139,48,82,27
FBgn0085423,1639,818,1259,214,1104,487,704,303
FBgn0085424,26,20,17,2,13,7,10,3
FBgn0085425,52,44,45,8,52,36,20,16
FBgn0085426,225,129,223,27,168,46,59,42
FBgn0085427,660,454,513,101,444,195,264,103
FBgn0085428,24,19,19,2,20,6,26,7
FBgn0085430,2504,1245,1848,243,1310,586,865,328
FBgn0085431,53,20,31,2,28,3,12,4
FBgn0085432,3253,2038,3020,383,2255,756,1452,378
FBgn0085433,348,211,306,65,176,78,126,41
FBgn0085434,6395,3703,5338,808,3378,1731,2287,848
FBgn0085436,4346,2489,3453,555,2802,1227,1860,744
FBgn0085437,988,510,717,117,510,335,370,165
FBgn0085438,27,15,21,2,10,2,12,4
FBgn0085440,21,17,23,8,20,5,14,3
FBgn0085442,1045,510,836,84,586,202,295,150
FBgn0085443,1209,522,900,111,715,323,511,199
FBgn0085444,178,128,143,23,144,46,84,26
FBgn0085446,3212,2235,2500,437,2208,1416,1238,616
FBgn0085447,3168,1279,2379,280,1458,564,764,319
FBgn0085450,1049,556,827,133,737,355,435,154
FBgn0085451,849,433,593,91,489,231,356,165
FBgn0085452,7,0,1,0,2,0,1,1
FBgn0085453,113,54,85,9,69,22,63,25
FBgn0085454,29,18,17,2,10,5,6,2
FBgn0085455,0,0,0,0,0,0,0,0
FBgn0085456,0,0,0,0,0,0,0,0
FBgn0085457,0,0,0,0,0,0,0,0
FBgn0085458,0,0,0,0,0,0,0,0
FBgn0085459,19,9,8,0,4,3,8,3
FBgn0085460,29,14,39,2,26,5,8,8
FBgn0085461,0,0,1,0,0,0,0,0
FBgn0085462,0,0,0,0,0,0,0,0
FBgn0085464,0,1,0,0,0,0,0,0
FBgn0085465,0,0,0,0,0,0,0,0
FBgn0085466,1,0,0,0,0,0,3,0
FBgn0085468,9,9,13,0,13,5,8,2
FBgn0085470,0,0,0,0,0,0,0,0
FBgn0085471,0,0,0,0,0,0,0,0
FBgn0085472,0,0,0,0,0,0,0,0
FBgn0085473,0,0,0,0,0,0,0,0
FBgn0085474,7,2,3,1,2,0,1,0
FBgn0085475,6,3,4,1,1,1,0,2
FBgn0085476,0,0,1,0,0,1,0,0
FBgn0085477,0,0,0,0,0,0,0,0
FBgn0085478,1244,562,1075,116,751,314,522,182
FBgn0085479,36,14,19,3,14,2,11,7
FBgn0085480,1,2,0,0,0,0,1,1
FBgn0085481,0,3,2,0,1,1,0,0
FBgn0085482,5,6,9,0,5,2,7,3
FBgn0085483,10,11,19,4,16,4,5,6
FBgn0085484,126,63,95,28,65,19,46,13
FBgn0085485,5,1,1,0,0,0,0,1
FBgn0085486,1,0,2,0,1,1,1,0
FBgn0085487,5,3,0,0,0,0,0,1
FBgn0085488,3,0,3,2,3,7,2,1
FBgn0085489,3,1,1,2,3,0,1,1
FBgn0085491,0,0,0,0,0,0,0,0
FBgn0085494,0,0,0,1,0,0,0,0
FBgn0085500,0,0,0,0,0,0,0,0
FBgn0085505,0,0,1,0,0,0,0,0
FBgn0085506,1,0,0,0,0,0,0,0
FBgn0085511,0,1,0,0,0,0,0,0
FBgn0085512,0,0,1,0,0,0,0,0
FBgn0085520,0,43,4,37,6,20,7,17
FBgn0085521,0,0,0,0,0,0,0,0
FBgn0085523,0,0,0,0,0,0,0,0
FBgn0085540,0,0,0,0,0,0,0,0
FBgn0085732,24,7,34,5,23,3,15,4
FBgn0085570,1,1,1,0,1,1,1,0
FBgn0085786,6,1,6,0,5,0,10,1
FBgn0085569,0,0,0,0,0,0,0,0
FBgn0085638,94,61,73,15,72,40,68,12
FBgn0085582,1,23,0,4,0,6,1,5
FBgn0085664,0,0,0,0,0,0,0,0
FBgn0085810,0,0,0,0,0,0,0,0
FBgn0085736,14,7,13,1,14,5,10,1
FBgn0085612,11,5,8,0,9,0,4,1
FBgn0085599,1,1,0,0,0,0,0,0
FBgn0085812,1,0,1,0,0,0,0,0
FBgn0085644,0,0,0,0,0,0,0,0
FBgn0085819,6286,5924,5311,4252,11300,6930,9727,4223
FBgn0085693,0,0,0,0,0,0,0,0
FBgn0085771,1593,1693,1596,294,727,952,648,653
FBgn0085802,0,0,0,0,0,0,0,0
FBgn0085753,282,182,302,387,390,134,342,181
FBgn0085673,0,2,0,0,0,0,0,0
FBgn0085804,3,2,3,0,0,0,2,1
FBgn0085692,0,0,0,0,0,0,0,0
FBgn0085734,284,108,244,18,205,69,145,23
FBgn0085784,1,2,4,0,0,0,0,1
FBgn0085765,0,0,0,0,0,0,0,0
FBgn0085813,14531,18073,13785,26584,15468,19029,17148,9536
FBgn0085789,0,0,2,0,0,1,0,0
FBgn0085788,3,1,1,1,0,1,4,0
FBgn0085792,5,1,0,0,3,0,0,0
FBgn0085791,0,0,1,0,0,0,0,0
FBgn0085790,0,2,0,0,0,0,0,0
FBgn0085831,0,0,0,0,0,0,0,0
FBgn0086021,0,0,0,0,0,0,0,0
FBgn0086022,5,0,6,0,2,0,0,0
FBgn0086023,0,0,0,0,0,0,0,0
FBgn0086024,0,0,0,0,0,1,0,0
FBgn0086025,0,0,2,0,1,0,0,0
FBgn0086026,0,0,0,0,0,0,0,0
FBgn0086027,1,2,3,0,0,1,4,0
FBgn0086028,2,0,1,0,2,1,0,0
FBgn0086029,1,1,0,0,1,0,1,0
FBgn0086030,1,1,5,1,1,0,0,0
FBgn0086031,2,0,0,0,1,0,1,0
FBgn0086032,7,5,9,4,5,3,3,0
FBgn0086033,0,0,0,0,0,0,0,0
FBgn0086034,0,0,0,0,0,0,0,0
FBgn0086035,0,0,1,0,1,0,0,0
FBgn0086036,2,0,2,1,2,0,1,0
FBgn0086037,2,0,0,0,0,0,0,0
FBgn0086038,7,2,11,0,10,0,4,3
FBgn0086039,2,0,1,1,6,1,3,0
FBgn0086040,1,1,0,1,2,0,0,0
FBgn0086041,0,0,0,0,0,0,0,0
FBgn0086042,1,0,0,0,0,0,0,0
FBgn0086043,4,1,2,0,5,0,0,0
FBgn0086044,2,1,4,1,3,0,1,0
FBgn0086045,1,1,0,0,1,2,1,1
FBgn0086046,2,0,2,0,0,1,1,1
FBgn0086047,0,0,0,0,0,0,0,0
FBgn0086048,1,1,0,0,1,0,3,0
FBgn0086049,0,0,0,0,0,0,0,0
FBgn0086051,0,0,0,0,0,0,0,0
FBgn0086052,3,3,3,0,2,3,0,0
FBgn0086053,3,2,2,0,1,0,1,0
FBgn0086054,9,7,7,3,11,1,1,3
FBgn0086055,0,0,0,0,0,0,0,0
FBgn0086056,0,0,0,0,0,0,0,0
FBgn0086057,3,0,1,0,2,0,1,1
FBgn0086058,4,2,2,1,2,2,1,2
FBgn0086059,5,2,0,0,2,0,3,1
FBgn0086060,5,2,6,0,5,2,2,1
FBgn0086061,1,0,1,0,1,0,0,0
FBgn0086062,1,0,0,0,0,0,0,0
FBgn0086063,0,0,0,0,0,0,0,0
FBgn0086064,0,0,0,0,0,0,0,0
FBgn0086065,0,1,0,0,3,0,0,0
FBgn0086066,0,0,0,0,0,0,0,0
FBgn0086067,2,0,0,1,2,0,2,0
FBgn0086068,0,0,0,1,0,0,0,0
FBgn0086069,0,0,0,0,1,1,1,0
FBgn0086070,0,0,0,0,0,0,1,0
FBgn0086071,0,0,0,0,0,0,0,0
FBgn0086072,0,0,0,0,0,0,0,0
FBgn0086073,6,5,10,0,2,5,2,2
FBgn0086074,0,0,0,0,0,0,1,0
FBgn0086075,0,0,0,0,0,0,0,0
FBgn0086076,1,0,0,1,1,0,0,0
FBgn0086077,1,0,2,2,4,1,5,0
FBgn0086078,1,0,1,0,0,0,2,0
FBgn0086079,0,0,0,0,1,0,0,0
FBgn0086080,0,0,4,0,0,0,0,0
FBgn0086081,4,0,0,0,0,1,3,0
FBgn0086082,0,0,0,0,2,0,0,0
FBgn0086129,225,127,175,34,137,76,88,39
FBgn0086130,22,11,26,11,19,6,14,6
FBgn0086134,172,106,147,12,111,36,66,28
FBgn0086200,6,0,5,1,1,1,1,0
FBgn0086251,27,15,34,2,30,7,19,6
FBgn0086253,20,10,12,0,6,6,8,2
FBgn0086254,286,353,250,87,463,126,421,161
FBgn0086265,0,1,0,0,0,0,1,0
FBgn0086266,0,0,0,0,0,0,0,0
FBgn0086346,1041,497,852,111,626,219,418,157
FBgn0086347,432,195,359,45,282,87,178,92
FBgn0086348,54,94,36,18,22,46,20,20
FBgn0086350,33,21,22,2,23,5,11,2
FBgn0086355,876,735,651,174,657,368,527,274
FBgn0086356,6,0,2,1,2,0,3,0
FBgn0086357,518,310,445,61,378,154,232,105
FBgn0086358,468,225,370,53,326,116,156,74
FBgn0086359,461,260,377,55,152,90,85,48
FBgn0086361,446,231,330,40,285,87,156,46
FBgn0086362,37,18,31,6,40,15,16,18
FBgn0086365,42,51,42,12,35,20,13,13
FBgn0086367,1010,267,830,85,630,166,463,92
FBgn0086368,16,5,7,0,17,6,11,1
FBgn0086370,314,134,222,31,194,68,150,42
FBgn0086371,66,29,60,10,57,10,37,11
FBgn0086372,1330,768,1040,175,759,322,541,152
FBgn0086378,92,52,93,18,76,18,60,10
FBgn0086384,136,79,105,26,102,51,72,27
FBgn0086408,50,21,56,2,23,13,14,8
FBgn0086442,537,254,436,55,238,93,177,79
FBgn0086443,152,123,152,44,134,55,106,61
FBgn0086444,50,48,46,5,37,15,14,9
FBgn0086445,41,26,28,3,23,10,8,8
FBgn0086446,29,15,21,3,26,6,7,4
FBgn0086447,7,0,12,1,5,0,2,2
FBgn0086448,12,9,17,1,5,2,11,0
FBgn0086450,247,203,195,51,277,133,241,124
FBgn0086451,180,64,149,14,184,55,84,39
FBgn0086472,1268,610,1177,179,1408,429,1066,266
FBgn0086519,0,0,0,0,0,0,0,0
FBgn0086532,0,0,0,0,0,0,0,0
FBgn0086533,1,0,0,0,1,0,0,0
FBgn0086558,1278,625,1223,308,878,397,781,193
FBgn0086600,6,2,2,0,1,0,1,0
FBgn0086601,1,1,0,1,1,0,0,0
FBgn0086602,38,30,31,8,52,27,14,11
FBgn0086603,0,0,0,0,0,0,0,0
FBgn0086604,765,404,624,105,352,190,230,88
FBgn0086605,69,33,68,11,40,15,34,15
FBgn0086608,0,0,1,0,0,0,0,0
FBgn0086610,0,0,0,0,1,0,0,0
FBgn0086611,0,0,0,0,0,0,0,0
FBgn0086655,842,445,613,99,431,229,264,109
FBgn0086656,337,189,256,63,301,98,153,44
FBgn0086657,80,30,55,3,43,15,19,11
FBgn0086658,6,4,11,1,10,1,4,1
FBgn0086659,36,60,87,32,76,20,121,17
FBgn0086660,21,2,24,1,27,3,32,3
FBgn0086661,140,235,134,99,138,115,116,55
FBgn0086662,23,14,17,1,19,7,19,0
FBgn0086663,1,0,0,1,1,0,2,0
FBgn0086664,2,2,1,0,3,0,1,0
FBgn0086665,13,28,21,5,14,17,14,1
FBgn0086666,9,4,5,1,9,1,6,1
FBgn0086667,24,14,27,13,62,25,57,11
FBgn0086668,255,104,189,30,308,70,234,37
FBgn0086669,5,3,4,0,1,1,1,2
FBgn0086670,7,4,4,0,15,2,6,1
FBgn0086671,1,4,1,1,7,1,4,2
FBgn0086672,4,7,8,8,21,3,23,3
FBgn0086673,9,1,13,0,7,0,3,1
FBgn0086674,67,44,74,15,91,26,65,18
FBgn0086675,1764,797,1635,191,1392,291,747,142
FBgn0086676,1212,718,971,206,847,424,301,208
FBgn0086677,1801,604,1609,146,1106,261,764,162
FBgn0086679,331,141,227,55,198,74,99,46
FBgn0086680,391,230,285,49,197,87,94,37
FBgn0086681,5,4,4,4,6,1,6,2
FBgn0086683,95,68,76,14,85,30,71,19
FBgn0085407,491,301,436,97,262,151,175,66
FBgn0086686,1730,901,1391,179,989,398,683,242
FBgn0086687,10330,3196,8420,650,6062,1916,4269,1379
FBgn0086690,1395,1035,1153,241,1060,469,760,294
FBgn0086691,199,149,159,28,137,68,181,61
FBgn0086693,39,19,32,9,18,9,22,3
FBgn0086694,236,158,199,44,156,65,110,42
FBgn0086695,13,5,16,1,5,4,5,2
FBgn0086698,171,98,107,24,86,58,72,37
FBgn0086704,518,402,410,92,314,188,225,103
FBgn0086706,1163,623,959,142,987,403,668,233
FBgn0086707,185,135,138,30,140,70,89,36
FBgn0086708,3866,759,2878,147,1990,550,1313,187
FBgn0086710,747,372,693,90,1012,298,801,208
FBgn0086711,51,31,37,8,39,15,17,11
FBgn0086712,131,104,113,19,83,34,54,23
FBgn0086757,138,76,90,14,73,37,64,21
FBgn0086758,1337,811,1126,195,914,350,558,191
FBgn0086768,108,85,93,18,72,34,55,11
FBgn0086778,1072,583,1103,121,732,306,489,169
FBgn0086779,348,190,279,50,234,94,170,46
FBgn0086782,156,78,150,19,156,36,122,25
FBgn0086784,1325,799,975,209,624,373,400,202
FBgn0086785,38,15,29,5,28,14,19,11
FBgn0086855,102,55,69,20,63,31,29,12
FBgn0086856,14,8,9,1,7,3,3,3
FBgn0086895,105,74,104,22,59,36,33,21
FBgn0086898,46,40,50,14,58,25,43,16
FBgn0086900,0,0,0,0,0,0,0,0
FBgn0086904,1074,501,767,129,988,310,716,255
FBgn0086906,11547,7475,9599,1895,9234,4645,5475,2280
FBgn0086907,1,0,3,0,0,0,0,0
FBgn0086908,124,73,86,18,67,35,49,24
FBgn0086909,191,154,151,23,111,52,74,33
FBgn0086912,24,11,24,4,48,11,12,1
FBgn0086913,356,160,320,44,226,83,135,41
FBgn0086915,25,14,19,0,16,5,14,3
FBgn0086916,1,0,1,0,0,0,0,0
FBgn0086917,7,4,10,1,2,2,4,0
FBgn0087002,9595,19001,9308,3582,14071,8368,7048,5834
FBgn0087005,1365,431,1101,146,670,150,505,110
FBgn0087007,508,337,415,89,316,163,212,107
FBgn0087008,1676,923,1249,233,1036,519,582,294
FBgn0087011,85,53,80,10,100,24,55,8
FBgn0087012,988,341,827,73,646,166,352,78
FBgn0087013,2222,937,1685,233,1479,597,1102,350
FBgn0087021,0,1,0,0,0,0,1,0
FBgn0087035,929,527,788,130,694,269,556,150
FBgn0087039,37,23,26,2,18,11,24,3
FBgn0087040,11,4,10,0,8,1,8,0
FBgn0087041,0,0,0,0,0,0,0,0
FBgn0243486,374,208,255,45,194,84,123,49
FBgn0243511,155,65,121,17,101,37,44,24
FBgn0243512,763,252,618,51,428,163,156,82
FBgn0243513,11,3,12,3,8,2,11,3
FBgn0243514,7,10,12,3,5,5,3,2
FBgn0243516,642,351,567,68,412,188,221,97
FBgn0243586,18,11,17,2,13,9,7,2
FBgn0250731,0,0,0,0,0,0,0,0
FBgn0250732,304,143,253,40,221,67,133,39
FBgn0250746,149,110,146,28,99,40,82,25
FBgn0250753,783,569,726,194,663,290,377,169
FBgn0250754,590,329,544,72,395,175,264,100
FBgn0250755,68,83,62,19,39,44,30,23
FBgn0250757,149,121,123,15,75,35,41,28
FBgn0250785,758,315,606,94,354,187,257,90
FBgn0250786,1507,444,1124,117,883,229,583,122
FBgn0250788,5326,2896,4043,708,2676,1430,1551,819
FBgn0250789,6194,3232,4668,870,3452,1630,2396,919
FBgn0250791,586,338,477,111,353,133,213,58
FBgn0250814,1422,772,1096,166,815,409,454,254
FBgn0250815,2,0,0,0,0,0,0,0
FBgn0250816,2,5,2,0,3,2,3,0
FBgn0250817,0,0,0,0,0,0,0,0
FBgn0250819,159,64,165,19,160,28,94,7
FBgn0250820,97,68,75,13,49,27,38,16
FBgn0250821,2,3,4,1,1,4,1,4
FBgn0250822,0,0,1,0,3,1,4,1
FBgn0250823,1319,780,1170,185,943,336,518,205
FBgn0250824,2,1,2,0,2,0,2,0
FBgn0250825,0,0,0,0,0,0,0,0
FBgn0250826,18,5,4,0,4,2,3,1
FBgn0250827,51,24,37,8,24,9,12,4
FBgn0250830,224,224,231,38,149,107,108,42
FBgn0250831,0,0,0,0,0,0,0,0
FBgn0250832,0,0,0,2,0,0,0,0
FBgn0250833,37,5,27,2,22,0,20,1
FBgn0250834,0,0,0,0,0,1,0,0
FBgn0250835,6,2,10,0,7,1,5,2
FBgn0250836,0,0,0,1,1,0,0,0
FBgn0250837,0,0,0,0,0,0,0,0
FBgn0250838,206,119,234,39,181,66,118,32
FBgn0250839,220,105,181,40,89,70,57,38
FBgn0250841,0,0,0,0,0,0,0,0
FBgn0250842,6,0,4,0,6,0,2,0
FBgn0250843,118,45,90,15,103,30,47,21
FBgn0250844,2,1,0,0,1,0,1,0
FBgn0250845,1,2,0,0,1,0,1,0
FBgn0250846,0,0,0,0,0,0,0,0
FBgn0250847,0,1,2,0,1,0,0,0
FBgn0250848,226,200,191,48,151,112,81,102
FBgn0250849,0,0,0,0,0,0,0,0
FBgn0250850,161,96,132,22,81,41,72,21
FBgn0250851,0,0,0,0,0,0,0,0
FBgn0250862,5,1,5,0,10,2,6,2
FBgn0250867,362,248,294,50,260,127,155,60
FBgn0250868,7,4,6,0,8,1,8,2
FBgn0250869,510,171,465,42,335,88,151,55
FBgn0250871,476,246,388,59,332,164,133,103
FBgn0250874,124,78,98,19,59,32,46,11
FBgn0250903,0,0,0,0,0,0,0,0
FBgn0250904,0,0,0,0,0,0,0,0
FBgn0250906,813,529,613,141,467,295,476,175
FBgn0250907,112,75,85,13,66,31,51,16
FBgn0250908,585,372,516,103,403,137,221,70
FBgn0250910,513,288,426,73,304,144,251,60
FBgn0250911,0,0,0,0,0,0,0,0
FBgn0259098,3,4,5,1,7,0,4,0
FBgn0259099,172,125,152,16,117,47,72,20
FBgn0259101,9,6,11,2,8,2,5,1
FBgn0259108,13307,7009,10699,1642,5760,2836,3419,1616
FBgn0259110,2747,1619,2357,370,1492,677,948,368
FBgn0259111,1625,805,1240,235,949,418,685,251
FBgn0259112,7,2,16,0,3,2,7,1
FBgn0259113,4,2,4,2,1,1,0,0
FBgn0259139,597,267,484,61,406,152,246,83
FBgn0259140,6,1,2,1,3,0,1,1
FBgn0259143,489,259,433,71,347,116,187,66
FBgn0259145,1095,593,942,121,558,274,407,145
FBgn0259146,702,267,488,57,283,115,140,69
FBgn0259148,2,2,4,2,6,1,2,5
FBgn0259149,32,13,23,7,10,9,11,3
FBgn0259150,1515,670,1230,154,678,257,474,132
FBgn0259151,42,26,32,1,25,8,16,2
FBgn0259152,104,67,86,11,84,29,33,17
FBgn0259162,20,9,9,2,16,8,4,4
FBgn0259163,3934,1910,3333,523,2297,932,1655,513
FBgn0259164,23,21,13,2,14,4,12,3
FBgn0259166,454,251,368,77,213,130,156,79
FBgn0259167,102,61,70,18,55,36,51,25
