"id","length","S2_Ctrl1","S2_Auxin1","S2_Ctrl2","S2_Auxin2","Chd1_Ctrl1","Chd1_Auxin1","Chd1_Ctrl2","Chd1_Auxin2"
"FBgn0003091",20472,13,16,12,11,40,21,32,38
"FBgn0003093",9993,338,588,326,297,720,860,832,936
"FBgn0003114",727,0,2,2,2,8,7,7,7
"FBgn0003116",1706,150,250,139,133,203,263,178,306
"FBgn0003117",15718,2028,3732,1778,1910,4715,4708,5055,4324
"FBgn0003118",55937,2724,5333,2486,2652,7361,8152,7544,8200
"FBgn0003124",3813,351,741,327,357,887,1008,787,890
"FBgn0003129",14768,20,34,17,11,47,72,63,75
"FBgn0003130",8363,3,4,2,1,4,7,3,2
"FBgn0003132",1961,4,4,1,0,7,6,8,5
"FBgn0003134",4062,273,486,254,228,790,926,933,920
"FBgn0003137",19660,2193,4138,2018,1925,5471,6741,6823,7370
"FBgn0003139",1851,142,276,126,141,277,263,322,324
"FBgn0003141",1740,84,153,82,87,291,268,326,366
"FBgn0003145",2833,5,5,3,2,3,9,2,0
"FBgn0003149",12453,57,110,55,57,115,176,132,163
"FBgn0003159",21408,97,197,88,91,221,174,266,184
"FBgn0003162",7294,574,1210,720,576,3609,2485,3864,3051
"FBgn0003165",171340,859,1544,715,711,3718,2688,4100,3064
"FBgn0003169",6674,346,668,341,305,795,778,899,862
"FBgn0003174",18235,12,26,20,12,76,78,82,72
"FBgn0003175",67769,636,1118,492,505,1736,1754,1912,1910
"FBgn0003187",10403,5,12,5,7,14,11,18,14
"FBgn0003189",13354,248,465,220,217,492,453,544,415
"FBgn0003204",4596,1307,1967,1059,1000,2255,2325,2724,2372
"FBgn0003205",2507,414,772,341,374,1432,1299,1520,1549
"FBgn0003206",2323,134,225,105,127,328,353,362,445
"FBgn0003209",30781,1007,1782,888,916,5795,5937,5952,6386
"FBgn0003210",4992,225,421,158,209,382,441,475,497
"FBgn0003218",16737,347,910,389,360,1491,1527,1751,1540
"FBgn0003227",9614,81,156,70,80,207,221,230,218
"FBgn0003231",3081,874,1658,763,824,2431,3170,2570,3024
"FBgn0003248",1597,0,1,2,1,1,3,2,1
"FBgn0003249",1391,1,1,2,1,5,4,9,29
"FBgn0003250",9991,15,17,11,13,43,54,37,66
"FBgn0003254",11319,28,58,30,34,105,124,125,114
"FBgn0003255",18506,6,20,5,12,58,108,54,87
"FBgn0003256",54466,225,401,224,197,904,953,852,980
"FBgn0003257",2763,510,993,498,517,1482,1830,1539,1759
"FBgn0003261",8154,2533,5001,2315,2384,5133,5404,5925,5869
"FBgn0003267",4401,72,145,71,73,141,279,157,217
"FBgn0003268",7294,287,537,265,256,621,698,630,676
"FBgn0003270",786,1,7,5,3,18,21,19,15
"FBgn0003274",604,637,1181,647,626,1463,1560,1755,1652
"FBgn0003275",603,377,718,360,289,735,838,894,979
"FBgn0003277",7527,869,1749,807,905,2162,2475,2171,2561
"FBgn0003278",3685,367,706,303,322,725,731,719,722
"FBgn0003279",2068,853,1636,770,862,1363,1489,1598,1424
"FBgn0003285",23436,96,234,147,124,505,657,618,678
"FBgn0003292",3649,8,9,0,7,20,17,27,35
"FBgn0003295",16810,1,6,3,1,6,7,4,9
"FBgn0003300",6652,3,12,6,5,22,13,12,10
"FBgn0003301",38596,955,1819,1062,989,2133,2245,2283,2335
"FBgn0003302",2048,69,137,85,81,256,266,290,282
"FBgn0003308",5493,279,516,258,260,1528,1501,1652,1486
"FBgn0003310",28142,811,1542,803,838,2699,2863,2879,3113
"FBgn0003312",2520,44,88,33,34,91,81,89,90
"FBgn0003317",3584,215,479,253,247,684,868,699,924
"FBgn0003319",29124,39,117,54,43,128,130,145,144
"FBgn0003321",14341,337,678,289,320,911,1074,988,1091
"FBgn0003326",21470,10,18,7,8,133,55,144,57
"FBgn0003330",1599,163,289,126,142,531,650,556,686
"FBgn0003334",4253,402,727,364,413,1052,810,1039,855
"FBgn0003339",26862,6,15,9,7,14,17,15,18
"FBgn0003345",23313,549,1165,567,591,2075,2239,2071,2022
"FBgn0003346",5359,314,522,254,232,625,758,697,815
"FBgn0003353",5625,49,91,35,46,127,185,90,173
"FBgn0003356",862,0,3,2,1,5,2,1,3
"FBgn0003357",1240,0,2,0,1,1,4,4,2
"FBgn0003358",964,0,1,1,1,2,2,2,4
"FBgn0003360",6066,682,1343,729,653,1177,1048,1299,1093
"FBgn0003366",14859,9,28,13,12,45,50,47,53
"FBgn0003371",45602,1148,2118,1107,1056,4159,3892,4529,4078
"FBgn0003372",4015,10,7,3,4,14,8,19,7
"FBgn0003373",1182,0,3,1,0,1,1,3,2
"FBgn0003374",952,3,1,0,1,2,4,4,5
"FBgn0003378",428,1,1,1,0,1,4,1,2
"FBgn0003380",138941,7,15,6,10,29,29,26,35
"FBgn0003382",12150,12,11,6,5,18,17,23,26
"FBgn0003386",10961,28,46,35,21,210,161,205,191
"FBgn0003388",7748,88,197,84,98,326,587,459,736
"FBgn0003390",8197,310,630,365,296,736,1034,761,1178
"FBgn0003391",7544,229,371,192,186,767,785,774,775
"FBgn0003392",14601,458,831,465,489,1378,1313,1351,1285
"FBgn0003396",58309,1935,3847,2008,1890,9491,10528,10028,10569
"FBgn0003401",1826,236,423,194,183,416,489,470,558
"FBgn0003410",4962,224,432,225,234,676,703,675,824
"FBgn0003411",779,6,13,6,2,10,8,10,11
"FBgn0003415",34621,1057,1833,915,913,3075,3434,3260,3653
"FBgn0003416",6168,221,394,216,206,502,586,539,536
"FBgn0003423",11158,40,43,28,28,94,91,115,100
"FBgn0003429",49105,6,8,7,6,11,21,19,20
"FBgn0003430",1425,46,78,33,37,88,143,87,125
"FBgn0003435",113645,40,141,50,38,780,382,753,639
"FBgn0003444",4586,142,271,112,118,345,360,344,311
"FBgn0003447",22578,406,740,427,405,1948,908,2155,880
"FBgn0003448",1668,8,6,4,5,8,7,6,7
"FBgn0003449",1260,60,118,58,64,192,152,142,172
"FBgn0003450",2606,80,135,66,77,241,184,256,160
"FBgn0003459",7010,346,518,281,280,1271,1501,1503,1795
"FBgn0003460",15523,195,343,238,146,448,490,494,522
"FBgn0003462",1460,121,245,123,116,540,586,674,679
"FBgn0003463",30152,590,996,506,456,2328,2754,2617,3055
"FBgn0003464",7633,319,667,320,337,755,787,873,789
"FBgn0003475",37168,712,1337,744,719,4603,3897,4320,4547
"FBgn0003479",1342,92,205,86,79,210,275,236,261
"FBgn0003480",1558,73,138,56,55,290,218,313,231
"FBgn0003482",1407,25,28,13,10,34,52,44,42
"FBgn0003483",6997,140,220,107,125,443,602,482,640
"FBgn0003486",2489,51,73,44,45,199,254,212,229
"FBgn0003495",5081,902,1608,912,919,6891,6537,7513,6491
"FBgn0003499",44781,120,301,157,122,279,273,251,341
"FBgn0003502",42707,1037,1941,1273,893,4012,4271,4483,4555
"FBgn0003507",17934,2089,4599,2346,2077,6893,6182,7670,6878
"FBgn0003512",1546,278,464,255,238,399,447,442,495
"FBgn0003513",29257,32,63,30,34,57,65,62,57
"FBgn0003514",2080,488,908,460,463,1067,1037,1221,1087
"FBgn0003515",2810,4,13,9,5,18,21,25,22
"FBgn0003517",1617,1775,3245,1505,1736,2138,2280,2279,2127
"FBgn0003520",7884,294,560,340,278,491,595,551,652
"FBgn0003525",3975,4848,9651,4860,5055,18068,15382,13502,14009
"FBgn0003527",1517,4,9,3,10,32,43,26,57
"FBgn0003545",2579,109,240,94,105,140,248,146,195
"FBgn0003557",6659,855,1662,843,927,1966,1563,2361,1761
"FBgn0003559",4661,276,533,287,296,638,660,682,709
"FBgn0003567",4135,250,460,211,217,415,455,427,433
"FBgn0003575",7871,573,1140,539,539,1265,1515,1266,1606
"FBgn0003598",5675,503,922,477,474,1679,1416,1907,1732
"FBgn0003607",1497,241,457,230,214,541,894,559,1005
"FBgn0003612",5879,750,1411,667,753,1268,1546,1342,1671
"FBgn0003638",33262,270,479,252,256,370,507,404,565
"FBgn0003651",44049,31,40,31,32,75,103,111,137
"FBgn0003654",8422,91,164,71,74,258,209,284,258
"FBgn0003655",2291,34,48,35,21,67,42,78,34
"FBgn0003656",11417,148,295,142,137,454,634,514,727
"FBgn0003660",2983,178,373,175,195,535,548,649,706
"FBgn0003676",2335,845,1537,887,917,1133,1144,1213,1305
"FBgn0003683",1469,1,0,0,0,3,4,3,1
"FBgn0003687",1451,331,589,312,305,749,836,790,948
"FBgn0003701",4691,661,1240,583,638,1178,1334,1112,1202
"FBgn0003710",5290,1,4,4,2,10,12,12,11
"FBgn0003714",1664,75,170,69,75,121,145,151,137
"FBgn0003716",52385,108,198,105,117,894,713,978,757
"FBgn0003719",3780,0,4,1,0,5,5,7,2
"FBgn0003720",2086,5,6,5,5,11,11,12,11
"FBgn0003721",30560,939,1808,823,915,3202,3193,3510,3500
"FBgn0003731",37558,115,210,132,123,183,162,161,132
"FBgn0003733",4002,8,15,4,7,17,28,22,24
"FBgn0003741",992,193,356,188,191,470,549,532,590
"FBgn0003742",2334,292,566,237,241,639,700,652,788
"FBgn0003744",3441,346,698,349,313,796,826,747,970
"FBgn0003747",1872,1,4,0,4,19,14,11,10
"FBgn0003748",14928,2075,3588,1904,1828,6677,8135,7279,8560
"FBgn0003751",882,29,70,38,42,158,325,176,369
"FBgn0003861",5769,1,8,6,2,12,11,15,14
"FBgn0003862",23546,536,1149,466,560,1947,1832,2129,2137
"FBgn0003866",8419,165,291,190,134,1574,1215,1645,1127
"FBgn0003867",4423,1,2,1,4,34,63,27,55
"FBgn0003870",21526,1911,3259,1893,1763,7196,7348,7603,7873
"FBgn0003882",2072,384,701,324,351,1136,1695,1144,1948
"FBgn0003884",2241,2994,4871,3139,3429,10455,11104,10466,10861
"FBgn0003885",1980,220,354,174,191,427,498,465,520
"FBgn0003886",2030,10,14,18,14,24,23,37,40
"FBgn0003889",1900,13,29,17,13,69,54,73,49
"FBgn0003890",21377,64,119,59,60,479,194,604,214
"FBgn0003891",9592,730,1414,591,695,2284,2504,2392,2785
"FBgn0003892",15575,1133,2205,1271,1020,4224,4180,4420,3418
"FBgn0003896",21755,49,74,45,56,174,205,196,243
"FBgn0003900",62952,2,6,2,4,4,3,6,7
"FBgn0003916",164,247,465,152,197,435,356,858,523
"FBgn0003920",192,77,129,86,71,191,711,163,247
"FBgn0003922",192,125,694,375,101,817,960,1460,1001
"FBgn0003923",191,112,305,98,102,106,271,285,237
"FBgn0003930",143,1341,2447,1340,1553,5653,5532,6259,5090
"FBgn0003931",142,343,514,356,421,309,407,349,376
"FBgn0003933",110,18,43,21,18,26,33,29,31
"FBgn0003934",131,150,271,129,143,367,408,447,395
"FBgn0003935",127,261,511,257,273,398,225,505,276
"FBgn0003936",126,16,36,22,15,32,28,37,21
"FBgn0003938",123,550,1077,424,568,1619,1498,1718,1835
"FBgn0003941",863,332,720,332,376,912,740,959,777
"FBgn0003942",2105,340,726,284,329,425,446,482,441
"FBgn0003943",3926,1453,2876,1405,1411,4854,5205,4473,5386
"FBgn0003944",77804,8,14,9,7,18,19,9,22
"FBgn0003950",5501,50,107,54,69,91,108,112,85
"FBgn0003961",1331,0,3,1,1,2,1,3,4
"FBgn0003963",64341,2423,4641,2281,2371,7489,7210,8618,6868
"FBgn0003964",3514,455,865,403,425,734,1046,861,1130
"FBgn0003969",5862,259,596,272,261,1069,1139,1178,1246
"FBgn0003975",15185,24,12,10,6,27,40,18,44
"FBgn0003977",6164,324,611,273,303,616,713,711,760
"FBgn0003978",1419,187,367,166,178,573,567,667,586
"FBgn0003979",745,1,4,1,0,3,1,3,1
"FBgn0003980",636,2,5,0,5,1,1,5,2
"FBgn0003983",491,34,56,35,34,105,100,87,119
"FBgn0003984",32327,107,271,137,155,1217,1276,1399,1369
"FBgn0003996",5868,6,4,6,7,7,14,16,17
"FBgn0003997",17897,68,172,107,91,1401,824,1398,920
"FBgn0004003",1523,2,5,3,1,2,5,5,4
"FBgn0004034",4737,36,50,26,37,216,391,303,478
"FBgn0004045",1688,1,5,3,2,4,2,2,3
"FBgn0004047",2002,44,56,24,29,66,64,85,65
"FBgn0004049",6118,231,450,198,197,575,575,575,692
"FBgn0004050",2782,205,400,182,198,491,366,532,380
"FBgn0004052",453,1,0,1,1,2,7,11,7
"FBgn0004055",19676,455,833,469,421,1346,1561,1727,1907
"FBgn0004057",5102,35,68,22,34,99,118,132,115
"FBgn0004066",1318,271,548,271,293,606,632,689,748
"FBgn0004087",712,51,116,36,54,162,188,153,202
"FBgn0004101",33613,164,313,134,174,438,600,513,644
"FBgn0004102",20523,6,11,6,4,165,43,161,30
"FBgn0004103",2297,615,1284,581,613,1957,1949,2325,2275
"FBgn0004106",1524,164,315,152,149,350,389,339,360
"FBgn0004107",2792,280,501,226,221,347,358,268,318
"FBgn0004108",11394,666,1243,595,465,1218,1232,1460,1319
"FBgn0004110",2994,6,6,5,6,11,10,8,16
"FBgn0004117",5005,5,6,1,0,16,6,17,14
"FBgn0004118",5879,3,3,2,4,5,15,13,6
"FBgn0004132",866,213,448,214,213,314,405,350,441
"FBgn0004133",6592,797,1468,803,765,2490,2629,2776,2873
"FBgn0004167",31274,1315,2697,1442,1336,4048,3495,3908,3209
"FBgn0004168",54804,5,8,3,1,11,16,19,10
"FBgn0004169",9105,6,20,7,11,31,29,28,36
"FBgn0004170",1438,3,12,7,4,11,14,8,9
"FBgn0004171",1066,68,122,58,61,100,2,65,2
"FBgn0004173",468,0,1,0,1,2,3,3,1
"FBgn0004177",5927,489,970,484,524,1480,1296,1468,1356
"FBgn0004179",6364,383,789,399,320,1094,1356,1143,1616
"FBgn0004183",164,532,949,436,541,1026,1321,2148,1497
"FBgn0004185",164,279,884,214,264,1014,1235,1454,1380
"FBgn0004186",164,44,99,40,62,73,102,66,77
"FBgn0004187",164,59,120,57,65,43,67,39,47
"FBgn0004188",107,1,1,1,1,2,5,5,2
"FBgn0004189",107,1,3,0,1,5,9,10,5
"FBgn0004190",107,4,5,1,1,21,20,21,30
"FBgn0004191",192,413,907,360,346,1990,1964,2466,2157
"FBgn0004192",192,436,1015,426,414,1748,1894,1944,1872
"FBgn0004197",22178,345,635,369,284,1668,711,1718,635
"FBgn0004198",70432,573,1147,492,548,3149,3020,3274,3013
"FBgn0004227",9979,266,505,256,244,880,933,946,947
"FBgn0004228",2169,31,87,43,38,149,145,167,136
"FBgn0004237",3686,881,1711,781,907,2484,2108,2545,2569
"FBgn0004240",496,3,1,0,1,0,6,1,1
"FBgn0004242",27653,9,19,13,11,34,37,38,36
"FBgn0004244",36312,3,5,1,3,17,28,12,19
"FBgn0004359",29264,317,558,285,249,1611,1618,1700,1707
"FBgn0004360",9023,4,6,4,3,22,20,32,18
"FBgn0004362",15270,2643,5297,2496,2203,5201,5205,5061,5345
"FBgn0004363",3622,684,1303,550,636,1234,1141,1276,1269
"FBgn0004367",8153,187,361,176,188,389,480,421,449
"FBgn0004368",16789,349,666,414,336,1581,1707,2448,2789
"FBgn0004369",109486,428,815,382,314,4403,3734,3720,3850
"FBgn0004370",55324,621,1226,643,589,2132,2237,2194,2287
"FBgn0004372",2393,2,7,3,1,6,6,8,2
"FBgn0004373",14492,772,1343,696,703,2274,3543,3597,3842
"FBgn0004374",13942,238,371,173,178,417,385,459,370
"FBgn0004378",4343,296,533,262,304,272,364,211,343
"FBgn0004379",4411,212,478,202,229,413,423,372,378
"FBgn0004380",2529,268,535,259,233,706,752,642,841
"FBgn0004381",3262,203,409,212,182,371,444,400,543
"FBgn0004387",11371,522,866,484,451,980,1109,950,1310
"FBgn0004390",16193,1316,2358,1034,1177,5638,5803,6060,5748
"FBgn0004391",6898,187,326,175,186,389,407,397,403
"FBgn0004394",29142,12,17,15,9,26,27,24,33
"FBgn0004395",8210,709,1292,490,627,1943,2381,2237,2468
"FBgn0004396",17820,1680,2824,1399,1436,3364,3580,3552,3641
"FBgn0004397",8221,788,1428,767,748,1471,1523,1389,1751
"FBgn0004400",5026,6,9,4,7,54,10,70,14
"FBgn0004401",6934,657,1429,693,642,1617,2183,1603,2390
"FBgn0004403",936,193,323,154,175,420,364,426,424
"FBgn0004404",895,144,295,145,143,305,335,330,381
"FBgn0004406",3793,147,284,133,142,361,418,404,433
"FBgn0004414",648,1,2,0,1,1,3,3,1
"FBgn0004419",2832,328,642,304,330,865,1014,931,1044
"FBgn0004430",492,1,2,0,1,0,2,2,4
"FBgn0004431",564,1,1,1,2,2,2,3,3
"FBgn0004432",2698,430,768,421,384,1182,1198,1288,1126
"FBgn0004435",10458,207,426,178,213,534,562,557,534
"FBgn0004436",3928,246,431,211,203,972,1018,1028,1107
"FBgn0004449",114820,2323,4385,2155,2293,5705,7379,6478,6777
"FBgn0004456",44082,165,328,158,153,296,463,326,409
"FBgn0004463",3583,296,534,230,262,464,560,476,545
"FBgn0004465",1538,173,354,144,169,436,519,496,534
"FBgn0004507",6484,312,529,282,252,1747,1590,1628,1619
"FBgn0004509",125628,496,832,437,433,2411,2373,1425,2508
"FBgn0004510",2112,258,498,247,226,541,566,575,591
"FBgn0004511",9016,3,10,3,5,13,17,16,15
"FBgn0004512",6025,55,121,62,57,524,893,609,967
"FBgn0004513",5247,1,5,3,2,12,15,12,39
"FBgn0004514",30277,9,18,12,17,35,52,37,53
"FBgn0004516",14668,3,5,4,1,9,18,8,12
"FBgn0004552",604,15,34,10,18,28,42,42,34
"FBgn0004556",2323,177,317,131,141,324,284,252,314
"FBgn0004567",2346,4,5,7,7,13,10,17,10
"FBgn0004569",13265,944,1852,1009,824,3580,4089,3473,4072
"FBgn0004573",48640,12,7,10,6,16,19,17,20
"FBgn0004574",2638,501,888,462,526,898,886,932,1011
"FBgn0004575",31754,13,20,8,12,24,28,84,30
"FBgn0004577",13412,4,14,2,5,10,10,9,9
"FBgn0004580",22131,5,13,8,5,10,21,12,16
"FBgn0004581",5652,42,82,34,46,188,211,199,197
"FBgn0004583",17475,2470,4562,2568,2697,6097,6057,6330,6378
"FBgn0004584",2736,355,727,311,321,673,1083,636,1002
"FBgn0004587",5581,1082,2069,960,1064,1991,1735,2047,1892
"FBgn0004595",79148,158,293,163,157,1242,1004,1272,1059
"FBgn0004597",1202,58,118,60,60,147,142,194,190
"FBgn0004598",8697,195,395,199,217,928,912,898,821
"FBgn0004606",23277,2722,5116,2672,2801,8010,7242,9290,7650
"FBgn0004607",39065,2854,5838,2708,2845,6289,7625,6169,7039
"FBgn0004611",49632,266,555,298,259,1613,1809,1855,1968
"FBgn0004618",4812,37,70,41,47,140,124,128,123
"FBgn0004619",11028,1,5,0,0,5,17,5,12
"FBgn0004620",3923,1,0,0,0,3,1,1,7
"FBgn0004622",18652,12,7,4,5,16,17,14,20
"FBgn0004623",2356,1,7,5,6,62,39,55,31
"FBgn0004629",542,0,1,0,3,16,8,16,11
"FBgn0004635",5134,1112,2023,1461,1097,3094,3572,3440,3727
"FBgn0004636",3125,601,1193,531,587,1349,1467,1428,1593
"FBgn0004638",7620,165,336,155,183,536,462,578,455
"FBgn0004643",2628,261,483,219,231,364,416,422,431
"FBgn0004644",13738,14,45,15,30,47,56,41,57
"FBgn0004646",17699,55,139,98,67,125,269,175,329
"FBgn0004647",37352,1527,3026,1417,1360,4971,4204,5572,4202
"FBgn0004648",12627,1572,3054,1685,1508,2290,2707,2533,2947
"FBgn0004649",6745,34,60,27,30,64,64,51,66
"FBgn0004650",6926,16,16,6,9,16,27,20,31
"FBgn0004652",131314,1906,3537,1580,1675,6467,6483,7182,6690
"FBgn0004654",3431,699,1477,706,702,1289,1471,1272,1678
"FBgn0004655",9048,314,633,291,282,524,630,513,637
"FBgn0004656",23629,1123,2252,983,1118,2718,2800,2756,2796
"FBgn0004657",8593,856,1651,807,854,2130,2207,2212,2313
"FBgn0004666",20370,14,47,12,13,148,41,156,36
"FBgn0004687",3404,277,589,235,300,1022,968,1117,1126
"FBgn0004698",6730,278,553,258,279,821,999,1000,1186
"FBgn0004784",3041,2,3,0,0,9,6,10,6
"FBgn0004795",22211,115,255,131,94,307,374,312,372
"FBgn0004797",10305,448,971,556,440,2215,1741,2298,1791
"FBgn0004811",3079,192,414,202,211,718,659,725,806
"FBgn0004828",4147,713,1375,655,728,1771,1904,1794,1835
"FBgn0004832",1243,43,98,46,39,98,96,78,103
"FBgn0004837",3847,159,321,142,145,508,658,557,739
"FBgn0004838",11354,1444,2928,1324,1450,3634,3673,3904,4013
"FBgn0004839",18374,21,36,18,21,142,122,146,191
"FBgn0004841",13637,9,21,8,4,25,26,24,32
"FBgn0004842",60956,13,35,22,22,49,45,52,28
"FBgn0004852",38674,157,350,186,208,2320,1884,2575,2097
"FBgn0004854",9595,5,2,1,0,7,9,7,4
"FBgn0004855",1090,203,401,132,150,392,462,456,439
"FBgn0004856",2735,187,309,141,172,384,391,426,437
"FBgn0004858",18922,504,743,436,450,1706,1708,1936,1911
"FBgn0004859",9332,64,132,67,53,418,516,468,513
"FBgn0004860",7560,487,996,534,509,1829,2013,1948,2030
"FBgn0004861",12162,435,920,427,402,1823,1934,1804,1948
"FBgn0004862",1570,4,0,4,4,4,5,8,10
"FBgn0004863",12829,5,8,1,4,9,8,9,12
"FBgn0004864",7169,317,646,324,341,664,783,809,744
"FBgn0004865",39895,760,1553,795,697,2582,3938,3063,4098
"FBgn0004867",1288,1358,2644,1252,1391,2243,2190,2466,2208
"FBgn0004868",3701,369,662,329,314,793,872,997,1013
"FBgn0004870",64721,65,182,65,77,237,298,274,221
"FBgn0004872",5216,19,51,28,30,179,194,193,189
"FBgn0004875",23648,540,1136,513,540,1073,1293,1218,1409
"FBgn0004876",49389,529,1020,531,475,1544,1668,1618,1820
"FBgn0004878",3831,27,47,45,24,316,117,374,117
"FBgn0004880",10108,3,9,4,6,43,27,40,29
"FBgn0004882",20247,75,245,73,79,188,173,196,193
"FBgn0004885",29429,145,310,133,162,638,727,610,802
"FBgn0004888",4173,250,456,186,232,608,645,695,727
"FBgn0004889",13644,362,756,350,409,1278,1060,1403,1133
"FBgn0004892",2757,10,7,9,12,42,40,49,46
"FBgn0004893",12422,689,1388,633,566,3487,2913,3876,3468
"FBgn0004895",2402,8,8,3,4,9,11,8,25
"FBgn0004896",2548,1,5,3,5,11,17,6,11
"FBgn0004897",2195,1,2,1,0,5,1,2,3
"FBgn0004898",1088,4,8,10,4,7,8,4,7
"FBgn0004901",2182,297,556,271,264,805,755,898,843
"FBgn0004903",3614,435,730,366,405,1612,1802,1810,2057
"FBgn0004907",10011,1048,1862,913,945,2554,3380,2683,3672
"FBgn0004908",773,72,160,73,84,221,309,283,322
"FBgn0004910",25645,8,25,7,19,57,80,62,70
"FBgn0004911",1275,5,9,5,1,16,18,11,21
"FBgn0004913",3460,353,711,333,349,687,771,735,796
"FBgn0004914",22386,719,1414,645,660,3190,3123,3340,3561
"FBgn0004915",1779,122,269,144,140,449,408,454,497
"FBgn0004919",11721,387,721,346,362,1755,2460,2009,2628
"FBgn0004921",3388,314,530,261,304,722,898,745,946
"FBgn0004924",8551,999,1764,864,844,1687,1930,2043,1942
"FBgn0004926",1639,558,1030,452,522,1614,1656,1706,1845
"FBgn0004956",3938,12,22,5,6,12,26,14,27
"FBgn0004957",2334,156,328,168,158,314,306,325,346
"FBgn0004959",2668,1,3,2,1,14,3,8,8
"FBgn0005198",9830,234,409,224,217,442,480,517,529
"FBgn0005278",7530,1196,2265,1132,1084,3626,4609,3984,4454
"FBgn0005322",1775,264,536,261,293,660,837,687,865
"FBgn0005355",1596,219,364,203,183,585,540,658,645
"FBgn0005386",7983,436,870,429,414,651,818,679,860
"FBgn0005390",6041,9,14,9,18,20,30,17,30
"FBgn0005391",1686,3,5,8,1,11,2,11,7
"FBgn0005411",2344,166,278,131,132,345,293,350,344
"FBgn0005427",11210,430,926,486,468,1535,2219,1747,2060
"FBgn0005533",1027,360,584,256,294,619,622,685,658
"FBgn0005536",30068,1554,2993,1518,1424,3926,4434,4123,4730
"FBgn0005558",23485,34,552,41,26,48,39,50,45
"FBgn0005561",24520,4,6,2,9,11,22,19,23
"FBgn0005564",17718,12,38,14,9,26,44,40,62
"FBgn0005585",2161,1627,3096,1685,1637,5014,4265,5352,4776
"FBgn0005586",7869,7,18,6,10,21,34,27,31
"FBgn0005590",1590,15,24,5,14,36,62,42,42
"FBgn0005593",1318,748,1421,558,669,1958,1723,2167,1815
"FBgn0005596",4550,275,507,256,235,364,470,462,457
"FBgn0005612",6377,317,534,260,287,933,1300,1114,1504
"FBgn0005613",11024,40,81,26,18,50,88,65,164
"FBgn0005614",11822,4,11,5,5,13,9,18,12
"FBgn0005616",3895,144,302,140,135,680,667,713,773
"FBgn0005617",5081,796,1645,750,761,1582,1953,1713,2128
"FBgn0005619",8090,7,17,5,6,31,32,30,27
"FBgn0005624",14998,2375,4065,2354,2241,7023,6192,6694,6818
"FBgn0005626",6170,4,5,0,2,6,2,4,5
"FBgn0005631",8447,389,764,391,399,920,1039,998,1204
"FBgn0005632",13662,816,1557,767,831,1907,2355,2154,2659
"FBgn0005636",15351,667,1353,560,477,3276,5564,3535,6096
"FBgn0005638",2786,11,19,11,4,60,61,94,97
"FBgn0005640",94771,1257,2411,1089,1135,4736,3244,5179,3678
"FBgn0005642",3355,496,961,431,510,866,953,934,1144
"FBgn0005648",2944,536,997,502,490,861,1108,1006,1140
"FBgn0005649",5210,450,857,386,416,910,953,996,1029
"FBgn0005655",1130,764,1485,636,685,1219,1593,1028,1602
"FBgn0005658",26297,2,7,4,3,3,5,9,3
"FBgn0005659",11829,2,5,1,1,14,9,13,7
"FBgn0005660",7999,1433,2934,1782,1572,4622,3881,5135,4249
"FBgn0005664",3003,0,6,2,2,2,5,5,7
"FBgn0005666",52075,268,632,200,170,230,278,238,295
