Geneid,S2_Ctrl1,S2_Auxin1,S2_Ctrl2,S2_Auxin2,Chd1_Ctrl1,Chd1_Auxin1,Chd1_Ctrl2,Chd1_Auxin2
FBgn0031239,120,223,126,138,284,324,267,309
FBgn0031232,49,93,60,55,138,174,175,170
FBgn0031227,109,205,99,97,131,136,148,155
FBgn0051974,44,78,48,38,174,182,196,148
FBgn0051975,0,0,0,0,0,0,0,0
FBgn0051976,0,0,0,0,0,0,0,0
FBgn0031219,39,74,28,31,58,132,61,90
FBgn0026787,360,618,306,325,756,902,851,1055
FBgn0002931,476,863,441,355,2821,1472,2694,1479
FBgn0051973,11,9,5,9,38,35,41,47
FBgn0031209,0,1,1,0,2,2,3,2
FBgn0002121,713,1302,670,636,2444,2208,2444,2254
FBgn0036970,3,2,5,1,13,6,11,11
FBgn0036974,387,681,354,330,854,832,901,949
FBgn0036975,145,279,141,151,373,355,354,342
FBgn0024887,167,303,130,142,341,376,293,359
FBgn0036977,64,142,66,73,86,80,66,83
FBgn0001259,10,23,14,11,53,72,52,64
FBgn0036979,35,70,41,31,141,212,183,208
FBgn0036980,307,588,231,265,911,1073,1079,1234
FBgn0036985,63,104,100,120,69,84,49,64
FBgn0036991,161,327,121,135,342,347,369,375
FBgn0036993,176,343,141,131,1190,636,1457,730
FBgn0036996,2,4,4,1,4,12,8,16
FBgn0036997,32,50,37,42,110,175,95,141
FBgn0036998,176,240,161,153,353,398,373,433
FBgn0036999,54,98,52,51,140,172,144,129
FBgn0037001,202,435,226,231,513,543,624,584
FBgn0052425,503,977,510,504,2550,2321,2725,2565
FBgn0037003,7,27,11,12,17,22,23,34
FBgn0037004,12,24,7,9,13,17,22,24
FBgn0037005,17,46,16,28,67,71,85,76
FBgn0037009,157,310,162,174,557,609,640,632
FBgn0037011,68,125,52,55,328,429,397,464
FBgn0037013,21,41,19,20,103,163,157,190
FBgn0001323,11,16,7,10,20,24,23,22
FBgn0037012,389,877,430,360,1531,1281,1631,1528
FBgn0037008,141,219,114,104,292,306,342,374
FBgn0037007,232,437,245,242,2414,2323,2520,2389
FBgn0037000,280,540,330,268,804,656,781,723
FBgn0052428,604,1207,625,556,1932,2404,2113,2527
FBgn0036995,336,619,299,339,460,487,518,498
FBgn0036994,181,348,163,144,293,331,325,352
FBgn0036992,55,103,41,54,92,142,118,113
FBgn0036990,194,391,187,183,527,515,516,550
FBgn0029158,133,250,146,116,323,450,373,485
FBgn0036988,67,135,58,64,268,317,281,300
FBgn0036987,91,159,94,89,270,338,281,307
FBgn0036986,10,28,9,10,26,38,17,21
FBgn0036984,82,150,71,73,122,282,128,275
FBgn0028978,685,1206,629,656,2165,2260,2333,2405
FBgn0027565,136,273,129,149,461,476,473,537
FBgn0001247,178,311,172,164,500,740,589,768
FBgn0036978,3,11,12,11,23,31,24,25
FBgn0036973,88,117,50,36,415,918,365,430
FBgn0037014,2,5,9,7,7,13,10,7
FBgn0037016,875,1685,877,837,1940,1830,1777,2081
FBgn0040634,21,49,27,23,110,87,103,102
FBgn0016696,548,1027,416,445,826,919,834,991
FBgn0037020,172,349,159,161,824,1113,1065,1205
FBgn0037024,151,307,134,128,390,449,379,487
FBgn0037025,330,618,287,310,504,580,425,501
FBgn0037027,475,888,480,476,719,832,866,960
FBgn0037030,0,0,2,2,2,0,2,0
FBgn0040636,19,41,22,29,98,169,99,176
FBgn0037031,12,38,21,14,84,107,107,112
FBgn0040637,1,1,0,1,0,0,2,2
FBgn0037035,5,6,4,8,52,48,53,29
FBgn0011591,2407,4518,2624,2330,3531,4451,3829,4883
FBgn0052432,7,17,8,8,20,54,25,27
FBgn0027055,156,286,132,127,344,455,387,521
FBgn0037026,174,337,163,167,317,388,376,403
FBgn0037023,0,0,1,2,2,4,2,3
FBgn0027364,4,0,3,0,11,14,8,13
FBgn0037022,2,2,1,0,5,8,6,7
FBgn0037021,241,444,212,249,585,694,649,653
FBgn0037019,113,263,120,134,342,400,363,360
FBgn0037018,94,195,79,99,304,373,343,366
FBgn0037017,14,38,20,19,61,53,69,41
FBgn0045474,2,3,3,2,10,15,4,9
FBgn0037015,2,1,3,0,3,9,6,2
FBgn0001320,8,11,12,7,50,30,53,37
FBgn0037037,10,31,12,12,43,58,43,66
FBgn0053283,3,3,7,2,12,5,5,7
FBgn0037042,5,22,14,10,78,69,42,77
FBgn0037044,364,759,340,329,550,652,639,789
FBgn0028402,294,502,245,239,466,670,544,768
FBgn0026179,525,866,464,433,2608,3678,2800,3715
FBgn0053284,0,1,0,0,3,0,2,3
FBgn0037050,78,139,63,68,148,225,169,219
FBgn0037057,465,923,512,279,2245,1881,2329,2047
FBgn0037060,66,142,72,70,231,350,278,364
FBgn0028427,270,472,237,254,631,888,705,924
FBgn0004865,760,1553,795,697,2582,3938,3063,4098
FBgn0037061,94,157,71,73,113,165,105,160
FBgn0037059,51,89,35,55,95,117,126,84
FBgn0053056,70,171,66,76,269,513,216,504
FBgn0053054,22,73,30,34,83,118,70,100
FBgn0041100,42,34,20,24,57,95,58,86
FBgn0024150,276,588,247,293,2448,1957,2672,1920
FBgn0037051,669,1417,641,666,2069,2399,2354,2763
FBgn0020294,311,579,251,306,1247,1329,1490,1395
FBgn0053285,1,0,0,1,2,0,3,0
FBgn0037045,165,298,121,168,330,489,407,548
FBgn0003415,1057,1833,915,913,3075,3434,3260,3653
FBgn0053286,14,24,12,8,28,35,34,37
FBgn0053287,9,26,9,11,30,27,46,24
FBgn0037040,15,26,8,20,40,49,35,49
FBgn0037039,5,15,7,4,9,20,15,27
FBgn0037038,2,4,2,2,7,7,7,5
FBgn0037036,6,10,7,4,12,18,16,24
FBgn0037068,5,13,6,5,11,24,14,24
FBgn0037069,11,12,6,10,35,58,42,55
FBgn0037071,136,249,118,110,442,845,462,940
FBgn0037073,433,816,369,363,616,876,616,846
FBgn0052436,30,47,30,23,88,218,94,206
FBgn0052437,2,2,0,1,3,12,12,8
FBgn0052440,43,70,35,32,14,132,21,142
FBgn0053288,61,110,73,75,165,251,149,236
FBgn0005694,363,621,284,298,628,864,621,920
FBgn0037087,125,217,92,93,232,298,275,337
FBgn0037090,49,93,38,57,112,146,117,146
FBgn0037092,128,191,102,100,533,637,639,694
FBgn0037093,627,1094,488,542,1334,1743,1474,1953
FBgn0037094,223,464,245,228,1001,1483,1150,1613
FBgn0053289,2,2,0,0,3,6,2,2
FBgn0015283,343,641,331,295,730,1039,769,1009
FBgn0028663,431,798,392,407,1272,1908,1430,2180
FBgn0053290,6,11,11,7,36,62,37,65
FBgn0037101,6,10,6,5,20,42,18,36
FBgn0052438,133,251,109,102,294,423,287,389
FBgn0052441,76,177,88,100,262,363,314,374
FBgn0037102,70,129,73,67,175,221,158,240
FBgn0037099,1,4,2,1,1,7,3,6
FBgn0037098,439,864,374,369,774,1339,861,1378
FBgn0029152,266,544,254,234,763,1003,774,1096
FBgn0026371,142,242,115,121,364,521,366,522
FBgn0015239,209,386,195,192,637,800,643,1002
FBgn0037086,2,1,0,1,1,4,1,4
FBgn0037085,2,0,0,1,2,2,2,7
FBgn0014143,57,86,47,40,60,105,84,149
FBgn0037082,145,278,116,155,478,852,552,857
FBgn0037081,75,130,72,62,94,130,92,146
FBgn0002842,9,20,9,9,19,21,16,18
FBgn0037078,9,14,6,8,9,29,8,25
FBgn0037076,136,288,135,132,383,638,374,710
FBgn0037074,430,812,365,387,1223,1749,1407,2140
FBgn0003042,191,343,155,139,617,873,558,955
FBgn0037070,20,34,13,23,51,79,65,104
FBgn0037067,8,22,14,6,32,47,46,42
FBgn0037065,6,14,7,10,21,26,27,27
FBgn0027945,115,243,104,119,393,388,454,428
FBgn0037064,68,136,56,80,159,187,168,206
FBgn0037063,177,290,150,142,489,766,545,929
FBgn0037106,50,86,36,31,184,192,191,196
FBgn0037108,186,325,146,153,467,685,499,760
FBgn0037110,72,137,80,59,232,353,233,389
FBgn0043783,2,1,0,2,5,3,2,7
FBgn0052445,3,1,1,2,2,8,6,10
FBgn0052446,92,143,102,64,140,368,201,358
FBgn0037115,13,25,19,19,60,107,66,82
FBgn0037117,81,185,71,99,117,207,142,205
FBgn0037121,149,250,99,101,157,266,228,286
FBgn0037125,1,2,0,0,1,2,2,2
FBgn0037128,1,1,0,2,4,2,1,2
FBgn0037131,2,1,1,2,0,1,1,5
FBgn0037133,2,12,6,4,11,11,16,12
FBgn0000560,7,24,8,9,146,38,120,28
FBgn0022936,365,595,321,334,1167,2251,1320,2368
FBgn0037134,72,163,71,81,229,356,250,385
FBgn0037135,518,1010,478,529,886,1391,982,1482
FBgn0037139,1,0,1,0,3,4,4,3
FBgn0037138,371,748,361,377,822,1299,986,1414
FBgn0046301,141,223,110,132,291,415,306,473
FBgn0052448,41,72,33,51,162,242,170,273
FBgn0037130,5,2,5,2,4,6,4,13
FBgn0037129,3,1,0,1,0,2,1,3
FBgn0037127,0,0,0,0,1,1,0,1
FBgn0037126,9,12,4,10,267,70,250,81
FBgn0037124,0,0,0,1,2,0,2,1
FBgn0037123,12,47,17,13,54,46,57,44
FBgn0037122,128,249,113,135,172,309,205,302
FBgn0037120,119,244,110,116,245,414,250,481
FBgn0052447,4,3,5,2,35,16,36,12
FBgn0037116,85,193,100,108,193,284,197,334
FBgn0037114,0,0,0,1,1,0,0,2
FBgn0037109,507,1012,481,527,870,1297,1028,1339
FBgn0037107,3,5,1,1,12,23,16,12
FBgn0037105,67,101,55,60,200,272,185,283
FBgn0037140,33,72,35,32,104,161,111,139
FBgn0037142,153,289,145,133,425,615,402,700
FBgn0037143,7,8,5,8,9,25,9,20
FBgn0037144,502,1181,489,422,2665,1819,3433,1854
FBgn0029091,2,9,2,3,25,16,33,22
FBgn0037146,8,2,3,2,39,15,70,11
FBgn0000045,7,21,13,8,128,27,77,18
FBgn0004514,9,18,12,17,35,52,37,53
FBgn0037149,201,426,182,204,444,765,556,799
FBgn0000100,1396,2395,1099,1207,1960,2563,2209,2733
FBgn0004414,1,2,0,1,1,3,3,1
FBgn0037151,296,561,261,304,614,1167,708,1396
FBgn0037150,372,695,334,332,594,1041,690,1213
FBgn0027532,492,914,429,454,1059,1529,1249,1722
FBgn0037147,5,4,3,4,9,6,14,6
FBgn0037141,249,480,261,243,472,835,575,855
FBgn0052449,27,43,27,27,141,71,165,72
FBgn0015075,241,473,188,242,463,654,526,699
FBgn0004179,383,789,399,320,1094,1356,1143,1616
FBgn0025702,76,171,99,79,351,332,345,298
FBgn0027086,876,1630,865,817,3350,3879,3498,3970
FBgn0052450,97,195,84,90,215,320,266,265
FBgn0037162,11,19,9,9,11,8,14,5
FBgn0037164,18,28,11,15,16,14,15,9
FBgn0037165,3,9,5,2,3,1,1,4
FBgn0037166,17,34,13,12,97,50,120,53
FBgn0037167,6,15,5,3,5,8,16,14
FBgn0037163,17,42,17,22,173,43,210,48
FBgn0004449,2323,4385,2155,2293,5705,7379,6478,6777
FBgn0011771,327,655,267,315,872,1069,979,1146
FBgn0037156,194,445,194,182,346,549,352,604
FBgn0028500,294,489,246,265,520,795,586,888
FBgn0037169,1,1,2,4,1,4,2,1
FBgn0037170,7,6,8,9,6,6,6,8
FBgn0037172,1,2,5,4,6,6,1,3
FBgn0037174,4,5,2,0,5,4,1,7
FBgn0037176,1,0,3,3,1,2,3,0
FBgn0037179,0,0,3,0,2,0,1,2
FBgn0037180,1,1,2,0,0,1,2,1
FBgn0052453,2,1,2,0,1,1,5,1
FBgn0037181,14,27,9,14,64,87,80,107
FBgn0052452,329,662,273,299,528,712,489,699
FBgn0037185,408,717,377,381,1651,2082,1742,2443
FBgn0260481,21,40,19,22,39,79,46,67
FBgn0037188,353,688,315,342,1100,1594,1378,1716
FBgn0052451,1117,2180,1104,1120,3925,4507,4253,4662
FBgn0037191,11,23,13,11,46,54,38,61
FBgn0010830,270,594,253,220,647,844,677,922
FBgn0037186,33,67,35,33,129,128,98,108
FBgn0037184,105,217,113,86,207,314,212,328
FBgn0037183,6,7,3,1,11,21,13,38
FBgn0037182,413,758,374,407,793,1075,938,1194
FBgn0037178,0,1,3,1,1,0,0,1
FBgn0037177,0,1,0,1,4,4,1,6
FBgn0037175,3,1,3,0,3,1,6,4
FBgn0037171,13,22,10,20,13,32,10,38
FBgn0037195,16,32,14,18,62,88,60,90
FBgn0037197,3,2,2,3,4,15,5,16
FBgn0053169,147,262,102,97,193,396,271,487
FBgn0037200,14,47,15,20,112,187,112,240
FBgn0037202,63,104,43,65,87,172,94,200
FBgn0037203,35,87,53,46,119,187,128,184
FBgn0037204,11,15,6,11,30,41,36,33
FBgn0037205,250,506,209,260,659,825,773,933
FBgn0037206,195,396,197,184,820,854,826,862
FBgn0037207,1378,2460,1215,1278,7388,7208,8445,6460
FBgn0052457,2,1,2,5,15,11,14,8
FBgn0052461,62,106,39,57,288,446,303,308
FBgn0044324,765,1630,754,776,2418,3788,2410,3417
FBgn0010348,1001,2084,924,979,1807,3416,2026,3802
FBgn0020518,16,38,12,14,35,86,43,67
FBgn0037199,192,345,163,171,516,845,572,979
FBgn0052459,6,5,1,2,8,28,14,32
FBgn0052462,0,0,0,1,1,1,0,5
FBgn0052460,393,707,315,385,3053,3820,3419,3956
FBgn0037397,3,1,0,2,3,4,1,2
FBgn0046878,0,3,0,0,26,4,30,3
FBgn0037402,0,2,2,1,3,3,4,7
FBgn0037405,4,11,5,7,16,8,20,4
FBgn0037406,1,1,1,1,4,1,0,3
FBgn0051562,2,2,1,0,0,1,1,0
FBgn0037408,11,12,7,6,26,18,27,16
FBgn0037409,0,4,0,1,1,1,7,1
FBgn0037410,3,1,0,1,0,2,3,3
FBgn0037411,3,3,1,0,1,1,4,1
FBgn0037413,0,0,0,0,1,0,1,2
FBgn0027527,0,3,1,1,15,6,10,4
FBgn0037414,0,4,1,2,5,4,4,4
FBgn0037415,0,2,0,0,1,0,0,2
FBgn0037416,0,2,0,1,0,1,5,0
FBgn0037419,0,1,3,2,4,4,5,0
FBgn0037421,0,2,0,2,0,0,1,1
FBgn0037422,0,1,2,0,0,2,2,1
FBgn0040279,1,0,0,2,3,2,0,0
FBgn0037424,0,0,0,0,4,0,1,2
FBgn0051561,0,3,0,1,2,6,0,0
FBgn0051560,0,2,0,0,0,1,2,0
FBgn0037427,2,1,1,3,1,7,10,7
FBgn0037428,0,7,4,0,17,28,8,32
FBgn0037420,2,0,0,0,0,0,3,0
FBgn0037418,1,2,1,1,4,0,1,2
FBgn0037412,2,4,0,0,3,0,3,3
FBgn0051559,1,3,1,3,9,4,3,0
FBgn0046875,0,1,1,0,2,4,1,2
FBgn0046876,1,6,2,0,6,4,7,5
FBgn0026077,2,2,3,0,8,3,11,5
FBgn0037399,0,1,2,0,4,2,2,2
FBgn0037398,0,0,1,1,0,6,3,4
FBgn0037396,2,3,1,3,4,6,3,2
FBgn0037374,185,319,137,172,403,470,430,516
FBgn0037375,63,100,32,53,145,144,114,130
FBgn0028690,539,957,412,428,818,913,930,1001
FBgn0037377,154,294,129,157,291,342,330,370
FBgn0037379,562,1072,525,541,1858,1751,1988,1852
FBgn0037384,152,265,127,147,405,445,467,494
FBgn0037386,9,17,6,11,6,6,5,5
FBgn0037387,10,14,5,14,58,47,39,38
FBgn0037388,1,2,2,2,11,12,9,9
FBgn0037389,10,20,6,8,28,47,38,39
FBgn0028436,119,204,86,108,894,756,889,712
FBgn0037395,2,1,1,2,23,6,33,11
FBgn0003261,2533,5001,2315,2384,5133,5404,5925,5869
FBgn0010403,3,0,0,0,0,1,1,1
FBgn0011281,3,2,4,1,7,5,2,5
FBgn0040679,2,1,1,0,1,0,0,1
FBgn0037391,181,351,165,164,2215,1953,2240,2009
FBgn0029088,93,173,102,122,321,400,375,438
FBgn0037383,185,335,169,174,353,344,417,391
FBgn0037382,94,214,128,114,269,322,314,327
FBgn0037378,161,348,155,154,359,460,425,506
FBgn0037376,173,369,152,149,409,484,460,485
FBgn0037372,85,188,78,95,295,270,276,301
FBgn0037329,174,309,168,166,387,394,422,435
FBgn0011715,200,391,184,216,375,451,387,463
FBgn0037332,128,221,70,113,243,293,281,289
FBgn0051550,319,560,308,289,636,687,728,715
FBgn0010051,980,1588,914,967,3546,1764,3682,1873
FBgn0037338,160,324,150,158,457,640,533,680
FBgn0037341,292,505,335,364,739,1063,741,1010
FBgn0041191,124,237,112,107,341,398,402,507
FBgn0037345,92,165,90,110,310,390,370,438
FBgn0037347,92,163,77,82,260,325,295,331
FBgn0019637,0,0,0,0,0,0,0,0
FBgn0037351,668,1302,618,665,1758,1661,2085,1566
FBgn0051551,15,26,23,21,51,73,67,64
FBgn0051549,106,200,110,122,356,643,433,689
FBgn0037354,149,252,134,133,599,852,655,799
FBgn0037356,249,449,252,224,717,831,836,854
FBgn0037359,70,105,79,75,237,247,238,270
FBgn0046222,213,370,189,196,609,654,668,719
FBgn0037363,348,625,301,288,1460,1523,1507,1672
FBgn0037368,83,150,81,72,215,295,244,305
FBgn0037370,199,438,250,191,800,883,812,993
FBgn0027497,278,580,252,289,711,676,747,738
FBgn0037371,230,406,195,215,450,525,527,539
FBgn0037369,58,100,51,62,157,194,174,218
FBgn0004878,27,47,45,24,316,117,374,117
FBgn0037365,14,30,10,13,18,35,23,24
FBgn0037364,123,163,93,99,647,719,643,651
FBgn0010772,197,327,151,166,484,558,565,641
FBgn0037360,377,719,321,380,909,963,1013,1079
FBgn0037358,595,1125,487,479,2097,2432,2433,2781
FBgn0027951,459,960,432,466,1708,1715,1793,1809
FBgn0051548,85,172,78,73,131,190,192,210
FBgn0051546,59,98,75,78,191,224,192,203
FBgn0044823,28,42,18,20,90,110,102,138
FBgn0037350,52,98,51,45,167,217,188,298
FBgn0017550,184,382,170,167,621,821,737,940
FBgn0014366,295,492,255,235,631,796,677,818
FBgn0037344,711,1195,630,662,1240,1368,1289,1579
FBgn0037342,209,368,156,187,431,535,484,564
FBgn0037340,53,102,34,39,111,157,109,177
FBgn0037339,245,469,207,223,552,728,638,889
FBgn0037336,478,980,431,422,1199,1200,1267,1281
FBgn0010399,11,32,14,12,78,32,90,35
FBgn0051547,60,129,59,54,140,174,145,160
FBgn0015402,516,959,489,530,1076,1234,1249,1372
FBgn0025825,0,0,0,0,0,0,0,0
FBgn0037330,116,225,103,113,248,302,290,279
FBgn0037328,400,773,375,386,966,899,1001,1010
FBgn0037327,508,975,529,571,1538,1886,1792,2017
FBgn0037295,2,16,5,4,43,30,36,20
FBgn0037294,3,5,3,2,8,5,5,9
FBgn0037297,155,301,146,138,419,513,446,518
FBgn0037299,159,335,160,168,814,903,838,1047
FBgn0037301,298,543,263,288,575,648,632,656
FBgn0037304,33,68,40,36,108,94,134,88
FBgn0037310,15,25,14,12,101,69,113,75
FBgn0051542,0,0,0,0,1,0,0,0
FBgn0003275,377,718,360,289,735,838,894,979
FBgn0011965,3,11,7,7,45,37,64,39
FBgn0037325,1,3,0,1,6,1,5,7
FBgn0037324,3,2,1,0,1,4,1,6
FBgn0037323,1,4,3,1,15,11,16,6
FBgn0037322,0,0,0,0,0,0,0,0
FBgn0001311,12,16,24,10,30,27,30,24
FBgn0037320,0,0,1,1,2,1,1,1
FBgn0037315,522,898,546,447,3310,3990,3896,4092
FBgn0037312,379,662,286,381,630,716,800,805
FBgn0051538,109,199,84,92,285,297,308,313
FBgn0037307,21,51,24,25,65,97,81,86
FBgn0037305,110,224,83,92,249,229,211,270
FBgn0260462,160,264,188,131,574,697,610,789
FBgn0053293,12,20,21,18,60,76,57,78
FBgn0040208,330,608,312,303,881,956,935,1052
FBgn0037298,108,230,106,109,270,458,328,408
FBgn0037296,3,6,1,4,9,20,10,19
FBgn0004913,353,711,333,349,687,771,735,796
FBgn0037290,22,83,36,38,239,345,235,336
FBgn0037293,250,463,239,254,716,772,809,988
FBgn0040684,2,5,2,3,7,6,10,8
FBgn0010313,514,915,508,299,2295,2114,2547,2346
FBgn0037292,3,2,1,3,4,5,5,3
FBgn0037291,1,2,1,1,3,2,5,0
FBgn0037288,5,4,3,1,12,5,18,17
FBgn0004436,246,431,211,203,972,1018,1028,1107
FBgn0004183,532,949,436,541,1026,1321,2148,1497
FBgn0020280,2,10,3,3,4,6,7,4
FBgn0037262,81,141,70,82,147,169,189,180
FBgn0037263,28,38,18,23,112,98,120,81
FBgn0022981,1,0,1,0,6,5,6,7
FBgn0037265,50,108,45,36,133,188,136,180
FBgn0010750,297,570,308,251,753,736,852,830
FBgn0037279,404,811,370,359,1406,1263,1416,1303
FBgn0037280,48,80,35,41,140,166,162,150
FBgn0037284,1,2,1,1,2,0,0,2
FBgn0037283,0,4,1,1,0,0,1,2
FBgn0037282,197,402,196,197,609,760,683,794
FBgn0026417,84,135,71,67,181,204,214,229
FBgn0037276,10,10,12,9,21,22,24,23
FBgn0037275,16,41,22,16,71,97,76,70
FBgn0027570,29,52,22,20,146,174,147,189
FBgn0037270,370,670,295,360,653,714,783,755
FBgn0040466,9,25,11,16,85,36,108,42
FBgn0037261,384,762,304,333,802,860,1290,1305
FBgn0052945,3,6,2,2,5,3,6,1
FBgn0027930,0,0,0,0,0,0,0,0
FBgn0037232,165,317,142,159,289,300,321,383
FBgn0040687,0,0,0,0,0,0,0,0
FBgn0037235,90,175,75,82,279,273,321,357
FBgn0037238,29,57,24,23,101,117,127,114
FBgn0037239,428,863,401,392,2681,2453,2703,2864
FBgn0037240,710,1321,629,631,1521,1491,1666,1688
FBgn0003882,384,701,324,351,1136,1695,1144,1948
FBgn0037241,225,368,225,211,520,623,594,766
FBgn0037244,169,273,144,121,227,217,293,309
FBgn0051528,17,33,12,8,24,29,24,28
FBgn0051525,133,268,106,113,171,149,137,123
FBgn0037250,55,110,54,61,196,173,185,202
FBgn0037252,329,591,268,271,600,732,699,713
FBgn0037254,7,21,8,5,28,16,11,19
FBgn0037255,308,561,291,260,910,866,906,885
FBgn0051526,1,6,0,6,15,7,19,11
FBgn0037260,6,18,6,3,25,15,18,7
FBgn0051523,1342,2532,1284,1282,3965,3854,4612,4614
FBgn0051522,130,200,109,118,374,508,393,505
FBgn0037251,8,15,12,9,27,28,26,23
FBgn0037249,1106,2125,1125,1016,1493,1539,1794,1728
FBgn0037248,816,1826,697,775,1572,1550,1774,1593
FBgn0052944,211,436,197,216,849,880,933,1085
FBgn0037242,64,155,89,71,399,454,409,490
FBgn0037236,213,361,185,161,546,635,617,616
FBgn0037231,556,942,598,497,1684,2122,1910,2250
FBgn0037230,19,21,9,14,36,37,43,39
FBgn0037213,16,22,20,17,87,49,57,41
FBgn0037215,785,1417,858,749,2604,2661,3014,2670
FBgn0037218,342,651,321,304,855,957,947,983
FBgn0015331,237,518,298,256,516,512,541,572
FBgn0010225,1127,2016,1211,1016,3360,2909,3539,2939
FBgn0037223,5,13,6,7,16,10,7,15
FBgn0037224,2,6,5,2,10,12,9,8
FBgn0037227,3,7,6,5,15,15,12,11
FBgn0041621,17,37,23,13,61,82,64,104
FBgn0037228,578,1019,548,496,2316,2186,2704,2556
FBgn0037229,83,145,60,67,271,332,260,316
FBgn0037225,9,20,7,6,21,24,20,26
FBgn0037220,237,466,257,262,913,993,946,1061
FBgn0051516,38,60,25,22,39,76,53,75
FBgn0037217,75,200,76,81,218,221,236,264
FBgn0000500,1,3,0,1,5,6,9,5
FBgn0031670,173,303,162,144,542,578,631,615
FBgn0000299,2282,4166,1892,1960,5947,5984,6766,6383
FBgn0260470,0,0,0,0,0,0,0,0
FBgn0031676,57,132,56,62,172,208,196,207
FBgn0031682,110,291,130,148,471,563,526,589
FBgn0031683,87,207,105,96,370,394,358,408
FBgn0031684,63,137,65,70,211,215,220,227
FBgn0031681,877,1496,782,823,2908,2806,2895,2722
FBgn0028694,427,778,343,421,1094,1149,1302,1334
FBgn0031678,176,344,166,157,1999,1900,2152,1853
FBgn0031677,8,19,6,14,65,69,59,71
FBgn0022023,396,811,433,434,1140,1191,1161,1238
FBgn0031675,126,222,114,129,286,322,296,327
FBgn0031673,112,180,78,83,237,303,273,331
FBgn0016075,2408,4220,2594,2491,7303,5251,6685,7012
FBgn0031668,0,0,0,0,0,0,0,0
FBgn0053113,1185,2156,1181,1170,3781,3326,4079,3726
FBgn0051971,830,1474,908,665,3691,3023,3361,3020
FBgn0046776,96,193,78,67,96,178,133,186
FBgn0031693,20,42,19,24,64,91,84,88
FBgn0031694,110,184,74,85,230,249,239,209
FBgn0031695,67,121,57,60,220,204,220,220
FBgn0031696,275,523,259,306,733,722,751,730
FBgn0016076,284,489,248,277,3767,2110,4198,2259
FBgn0015031,168,246,117,121,426,412,439,439
FBgn0031701,24,33,15,36,78,124,104,108
FBgn0016920,2,1,3,6,11,17,14,11
FBgn0016660,0,0,0,1,6,1,7,4
FBgn0031703,73,166,83,86,335,295,311,278
FBgn0031702,10,13,19,12,60,86,105,75
FBgn0031700,80,135,73,66,148,135,149,129
FBgn0031698,716,1395,665,722,1480,1451,1528,1367
FBgn0031697,8,18,17,9,116,97,125,108
FBgn0000228,241,406,207,209,469,511,536,516
FBgn0003716,108,198,105,117,894,713,978,757
FBgn0051914,284,548,131,147,548,346,357,2421
FBgn0031707,32,79,40,35,124,123,146,131
FBgn0000318,284,475,259,233,612,709,689,787
FBgn0031711,240,435,188,216,698,948,836,1066
FBgn0051989,61,122,65,76,160,200,172,197
FBgn0051648,57,110,45,46,120,143,146,169
FBgn0051915,166,264,141,138,396,398,378,423
FBgn0002525,662,1240,578,590,1292,1302,1422,1369
FBgn0031717,167,347,185,158,310,302,303,310
FBgn0031719,0,0,0,0,1,0,0,0
FBgn0031721,1,0,0,0,2,1,3,1
FBgn0004620,1,0,0,0,3,1,1,7
FBgn0041719,0,0,0,0,0,0,0,0
FBgn0031724,0,0,0,0,2,0,2,1
FBgn0031728,0,2,0,0,0,0,0,0
FBgn0031729,1,0,0,0,0,0,1,1
FBgn0051646,1,0,0,1,6,3,2,5
FBgn0031725,2,6,2,1,8,4,17,8
FBgn0031723,0,2,0,0,3,0,1,1
FBgn0031722,1,0,1,0,2,2,0,1
FBgn0031720,0,0,0,0,2,1,1,2
FBgn0031718,9,14,4,2,17,15,18,25
FBgn0014189,783,1368,662,709,1176,1201,1268,1137
FBgn0031716,26,30,28,21,130,115,98,106
FBgn0031715,12,27,10,13,50,48,54,46
FBgn0031713,140,246,136,121,418,504,549,571
FBgn0031710,212,430,210,241,549,688,560,686
FBgn0031708,66,137,80,69,195,197,228,251
FBgn0051647,0,1,1,0,0,2,3,1
FBgn0031730,2,2,0,6,3,1,5,4
FBgn0024191,119,207,99,110,210,195,216,208
FBgn0031736,298,504,294,243,1329,1355,1517,1438
FBgn0031735,28,45,20,20,38,34,55,30
FBgn0051912,3,12,6,6,14,18,10,11
FBgn0051913,9,24,11,9,18,19,22,6
FBgn0031740,250,395,222,231,479,537,573,587
FBgn0031741,70,131,98,87,1166,1367,1411,1466
FBgn0031746,0,0,0,1,0,0,0,1
FBgn0043362,336,654,323,321,1053,1085,1121,1089
FBgn0015381,2,7,6,4,9,5,8,4
FBgn0001128,560,922,610,561,1978,2049,2155,2136
FBgn0031752,202,346,128,196,496,508,527,604
FBgn0031753,7,17,8,10,51,69,52,62
FBgn0031751,9,3,0,1,38,40,39,56
FBgn0031749,61,100,50,61,202,211,203,167
FBgn0031747,33,66,34,22,112,116,135,129
FBgn0002855,0,0,0,1,4,2,3,0
FBgn0002856,0,0,0,0,0,0,1,0
FBgn0031745,939,1818,1064,897,2798,2379,2202,2022
FBgn0051644,0,1,1,1,0,0,0,1
FBgn0031739,221,374,240,215,524,641,572,632
FBgn0031738,219,412,206,207,2076,1387,2287,1828
FBgn0031737,15,32,19,18,47,34,42,28
FBgn0031734,49,89,37,35,148,60,213,67
FBgn0031733,33,103,54,51,65,41,55,55
FBgn0031732,1,1,3,1,2,3,5,3
FBgn0031731,0,1,0,4,0,0,2,1
