Geneid,S2_Ctrl1,S2_Auxin1,S2_Ctrl2,S2_Auxin2
FBgn0037377,154,294,129,157
FBgn0037379,562,1072,525,541
FBgn0037384,152,265,127,147
FBgn0037386,9,17,6,11
FBgn0037387,10,14,5,14
FBgn0037388,1,2,2,2
FBgn0037389,10,20,6,8
FBgn0028436,119,204,86,108
FBgn0037395,2,1,1,2
FBgn0003261,2533,5001,2315,2384
FBgn0010403,3,0,0,0
FBgn0011281,3,2,4,1
FBgn0040679,2,1,1,0
FBgn0037391,181,351,165,164
FBgn0029088,93,173,102,122
FBgn0037383,185,335,169,174
FBgn0037382,94,214,128,114
FBgn0037378,161,348,155,154
FBgn0037376,173,369,152,149
FBgn0037372,85,188,78,95
FBgn0037329,174,309,168,166
FBgn0011715,200,391,184,216
FBgn0037332,128,221,70,113
FBgn0051550,319,560,308,289
FBgn0010051,980,1588,914,967
FBgn0037338,160,324,150,158
FBgn0037341,292,505,335,364
FBgn0041191,124,237,112,107
FBgn0037345,92,165,90,110
FBgn0037347,92,163,77,82
FBgn0019637,0,0,0,0
FBgn0037351,668,1302,618,665
FBgn0051551,15,26,23,21
FBgn0051549,106,200,110,122
FBgn0037354,149,252,134,133
FBgn0037356,249,449,252,224
FBgn0037359,70,105,79,75
FBgn0046222,213,370,189,196
FBgn0037363,348,625,301,288
FBgn0037368,83,150,81,72
FBgn0037370,199,438,250,191
FBgn0027497,278,580,252,289
FBgn0037371,230,406,195,215
FBgn0037369,58,100,51,62
FBgn0004878,27,47,45,24
FBgn0037365,14,30,10,13
FBgn0037364,123,163,93,99
FBgn0010772,197,327,151,166
FBgn0037360,377,719,321,380
FBgn0037358,595,1125,487,479
FBgn0027951,459,960,432,466
FBgn0051548,85,172,78,73
FBgn0051546,59,98,75,78
FBgn0044823,28,42,18,20
FBgn0037350,52,98,51,45
FBgn0017550,184,382,170,167
FBgn0014366,295,492,255,235
FBgn0037344,711,1195,630,662
FBgn0037342,209,368,156,187
FBgn0037340,53,102,34,39
FBgn0037339,245,469,207,223
FBgn0037336,478,980,431,422
FBgn0010399,11,32,14,12
FBgn0051547,60,129,59,54
FBgn0015402,516,959,489,530
FBgn0025825,0,0,0,0
FBgn0037330,116,225,103,113
FBgn0037328,400,773,375,386
FBgn0037327,508,975,529,571
FBgn0037295,2,16,5,4
FBgn0037294,3,5,3,2
FBgn0037297,155,301,146,138
FBgn0037299,159,335,160,168
FBgn0037301,298,543,263,288
FBgn0037304,33,68,40,36
FBgn0037310,15,25,14,12
FBgn0051542,0,0,0,0
FBgn0003275,377,718,360,289
FBgn0011965,3,11,7,7
FBgn0037325,1,3,0,1
FBgn0037324,3,2,1,0
FBgn0037323,1,4,3,1
FBgn0037322,0,0,0,0
FBgn0001311,12,16,24,10
FBgn0037320,0,0,1,1
FBgn0037315,522,898,546,447
FBgn0037312,379,662,286,381
FBgn0051538,109,199,84,92
FBgn0037307,21,51,24,25
FBgn0037305,110,224,83,92
FBgn0260462,160,264,188,131
FBgn0053293,12,20,21,18
FBgn0040208,330,608,312,303
FBgn0037298,108,230,106,109
FBgn0037296,3,6,1,4
FBgn0004913,353,711,333,349
FBgn0037290,22,83,36,38
FBgn0037293,250,463,239,254
FBgn0040684,2,5,2,3
FBgn0010313,514,915,508,299
FBgn0037292,3,2,1,3
FBgn0037291,1,2,1,1
FBgn0037288,5,4,3,1
FBgn0004436,246,431,211,203
FBgn0004183,532,949,436,541
FBgn0020280,2,10,3,3
FBgn0037262,81,141,70,82
FBgn0037263,28,38,18,23
FBgn0022981,1,0,1,0
FBgn0037265,50,108,45,36
FBgn0010750,297,570,308,251
FBgn0037279,404,811,370,359
FBgn0037280,48,80,35,41
FBgn0037284,1,2,1,1
FBgn0037283,0,4,1,1
FBgn0037282,197,402,196,197
FBgn0026417,84,135,71,67
FBgn0037276,10,10,12,9
FBgn0037275,16,41,22,16
FBgn0027570,29,52,22,20
FBgn0037270,370,670,295,360
FBgn0040466,9,25,11,16
FBgn0037261,384,762,304,333
FBgn0052945,3,6,2,2
FBgn0027930,0,0,0,0
FBgn0037232,165,317,142,159
FBgn0040687,0,0,0,0
FBgn0037235,90,175,75,82
FBgn0037238,29,57,24,23
FBgn0037239,428,863,401,392
FBgn0037240,710,1321,629,631
FBgn0003882,384,701,324,351
FBgn0037241,225,368,225,211
FBgn0037244,169,273,144,121
FBgn0051528,17,33,12,8
FBgn0051525,133,268,106,113
FBgn0037250,55,110,54,61
FBgn0037252,329,591,268,271
FBgn0037254,7,21,8,5
FBgn0037255,308,561,291,260
FBgn0051526,1,6,0,6
FBgn0037260,6,18,6,3
FBgn0051523,1342,2532,1284,1282
FBgn0051522,130,200,109,118
FBgn0037251,8,15,12,9
FBgn0037249,1106,2125,1125,1016
FBgn0037248,816,1826,697,775
FBgn0052944,211,436,197,216
FBgn0037242,64,155,89,71
FBgn0037236,213,361,185,161
FBgn0037231,556,942,598,497
FBgn0037230,19,21,9,14
FBgn0037213,16,22,20,17
FBgn0037215,785,1417,858,749
FBgn0037218,342,651,321,304
FBgn0015331,237,518,298,256
FBgn0010225,1127,2016,1211,1016
FBgn0037223,5,13,6,7
FBgn0037224,2,6,5,2
FBgn0037227,3,7,6,5
FBgn0041621,17,37,23,13
FBgn0037228,578,1019,548,496
FBgn0037229,83,145,60,67
FBgn0037225,9,20,7,6
FBgn0037220,237,466,257,262
FBgn0051516,38,60,25,22
FBgn0037217,75,200,76,81
FBgn0000500,1,3,0,1
FBgn0031670,173,303,162,144
FBgn0000299,2282,4166,1892,1960
FBgn0260470,0,0,0,0
FBgn0031676,57,132,56,62
FBgn0031682,110,291,130,148
FBgn0031683,87,207,105,96
FBgn0031684,63,137,65,70
FBgn0031681,877,1496,782,823
FBgn0028694,427,778,343,421
FBgn0031678,176,344,166,157
FBgn0031677,8,19,6,14
FBgn0022023,396,811,433,434
FBgn0031675,126,222,114,129
FBgn0031673,112,180,78,83
FBgn0016075,2408,4220,2594,2491
FBgn0031668,0,0,0,0
FBgn0053113,1185,2156,1181,1170
FBgn0051971,830,1474,908,665
FBgn0046776,96,193,78,67
FBgn0031693,20,42,19,24
FBgn0031694,110,184,74,85
FBgn0031695,67,121,57,60
FBgn0031696,275,523,259,306
FBgn0016076,284,489,248,277
FBgn0015031,168,246,117,121
FBgn0031701,24,33,15,36
FBgn0016920,2,1,3,6
FBgn0016660,0,0,0,1
FBgn0031703,73,166,83,86
FBgn0031702,10,13,19,12
FBgn0031700,80,135,73,66
FBgn0031698,716,1395,665,722
FBgn0031697,8,18,17,9
FBgn0000228,241,406,207,209
FBgn0003716,108,198,105,117
FBgn0051914,284,548,131,147
FBgn0031707,32,79,40,35
FBgn0000318,284,475,259,233
FBgn0031711,240,435,188,216
FBgn0051989,61,122,65,76
FBgn0051648,57,110,45,46
FBgn0051915,166,264,141,138
FBgn0002525,662,1240,578,590
FBgn0031717,167,347,185,158
FBgn0031719,0,0,0,0
FBgn0031721,1,0,0,0
FBgn0004620,1,0,0,0
FBgn0041719,0,0,0,0
FBgn0031724,0,0,0,0
FBgn0031728,0,2,0,0
FBgn0031729,1,0,0,0
FBgn0051646,1,0,0,1
FBgn0031725,2,6,2,1
FBgn0031723,0,2,0,0
FBgn0031722,1,0,1,0
FBgn0031720,0,0,0,0
FBgn0031718,9,14,4,2
FBgn0014189,783,1368,662,709
FBgn0031716,26,30,28,21
FBgn0031715,12,27,10,13
FBgn0031713,140,246,136,121
FBgn0031710,212,430,210,241
FBgn0031708,66,137,80,69
FBgn0051647,0,1,1,0
FBgn0031730,2,2,0,6
FBgn0024191,119,207,99,110
FBgn0031736,298,504,294,243
FBgn0031735,28,45,20,20
FBgn0051912,3,12,6,6
FBgn0051913,9,24,11,9
FBgn0031740,250,395,222,231
FBgn0031741,70,131,98,87
FBgn0031746,0,0,0,1
FBgn0043362,336,654,323,321
FBgn0015381,2,7,6,4
FBgn0001128,560,922,610,561
FBgn0031752,202,346,128,196
FBgn0031753,7,17,8,10
FBgn0031751,9,3,0,1
FBgn0031749,61,100,50,61
FBgn0031747,33,66,34,22
FBgn0002855,0,0,0,1
FBgn0002856,0,0,0,0
FBgn0031745,939,1818,1064,897
FBgn0051644,0,1,1,1
FBgn0031739,221,374,240,215
FBgn0031738,219,412,206,207
FBgn0031737,15,32,19,18
FBgn0031734,49,89,37,35
FBgn0031733,33,103,54,51
FBgn0031732,1,1,3,1
FBgn0031731,0,1,0,4
FBgn0003980,2,5,0,5
FBgn0031757,204,424,173,191
FBgn0031758,0,0,0,0
FBgn0001942,1645,3103,1485,1726
FBgn0001941,1391,2480,1567,1447
FBgn0031760,61,102,57,47
FBgn0031763,1,1,2,3
FBgn0051643,53,115,76,77
FBgn0031768,96,178,82,81
FBgn0031769,366,667,294,307
FBgn0031770,48,61,38,48
FBgn0031772,149,337,156,141
FBgn0031774,75,120,55,62
FBgn0031776,243,424,195,231
FBgn0051642,59,64,39,28
FBgn0031784,3,2,0,0
FBgn0031785,1,5,2,5
FBgn0040950,1,2,1,1
FBgn0031786,0,0,0,0
FBgn0051639,1,1,0,0
FBgn0031782,343,671,333,353
FBgn0031779,313,691,350,367
FBgn0031777,290,524,248,268
FBgn0031775,25,49,29,33
FBgn0031773,115,213,110,142
FBgn0031771,181,340,156,165
FBgn0029161,21,47,24,19
FBgn0000052,303,611,329,272
FBgn0031766,6,23,9,11
FBgn0025742,166,328,150,150
FBgn0031764,271,483,206,249
FBgn0001170,3,2,0,4
FBgn0001089,22,43,15,21
FBgn0031759,546,1013,509,476
FBgn0000308,1830,3210,1676,1559
FBgn0031756,27,74,32,26
FBgn0003979,1,4,1,0
FBgn0040949,0,1,1,0
FBgn0026755,0,2,1,2
FBgn0031791,3,2,2,2
FBgn0260452,0,0,0,0
FBgn0015623,833,1725,636,660
FBgn0031803,4,3,2,1
FBgn0031805,612,1124,486,446
FBgn0043854,77,149,52,58
FBgn0031808,1,7,0,1
FBgn0031811,99,184,68,96
FBgn0031815,108,214,98,95
FBgn0031820,250,431,229,197
FBgn0027496,324,572,279,322
FBgn0051638,149,301,133,158
FBgn0031824,473,908,556,498
FBgn0031822,100,223,109,110
FBgn0031818,162,385,150,180
FBgn0031817,136,286,119,123
FBgn0031816,493,1111,704,631
FBgn0031814,196,362,159,176
FBgn0011722,1359,2564,1332,1106
FBgn0031804,1,2,5,1
FBgn0031801,10,9,7,7
FBgn0031800,106,211,76,68
FBgn0031799,344,685,340,366
FBgn0031792,0,1,2,0
FBgn0031826,23,46,30,24
FBgn0051637,515,1021,530,561
FBgn0031830,288,476,232,223
FBgn0031831,0,0,0,0
FBgn0031836,1564,3444,1722,1635
FBgn0028467,256,513,237,243
FBgn0000392,0,0,0,0
FBgn0031851,279,596,252,279
FBgn0046704,344,664,295,329
FBgn0031853,12,20,7,9
FBgn0031855,8,16,6,9
FBgn0051910,1,0,0,0
FBgn0031854,2,2,2,5
FBgn0025777,137,263,128,122
FBgn0025595,0,8,2,3
FBgn0031850,170,357,166,118
FBgn0031849,1,6,2,3
FBgn0028703,490,957,527,471
FBgn0031848,52,113,65,58
FBgn0000351,84,179,86,98
FBgn0028990,662,1269,815,678
FBgn0031844,15,36,24,14
FBgn0051636,10,36,13,21
FBgn0051633,70,138,61,64
FBgn0051635,752,1381,641,676
FBgn0051634,10,18,10,12
FBgn0031837,92,223,86,75
FBgn0031834,116,213,109,75
FBgn0031832,165,307,127,135
FBgn0031829,4,6,6,5
FBgn0031858,97,160,76,91
FBgn0051631,103,188,106,102
FBgn0031860,1,4,2,2
FBgn0051632,32,77,39,52
FBgn0017551,316,621,276,286
FBgn0031866,40,64,58,47
FBgn0031868,482,903,438,471
FBgn0004838,1444,2928,1324,1450
FBgn0020616,254,474,226,253
FBgn0031875,144,257,125,115
FBgn0031877,77,152,66,82
FBgn0021944,446,784,399,373
FBgn0031879,17,49,24,18
FBgn0016978,644,1217,570,621
FBgn0031878,487,885,422,423
FBgn0031876,68,125,59,56
FBgn0031874,56,117,73,64
FBgn0031873,40,60,28,32
FBgn0031872,198,378,182,180
FBgn0031871,144,320,183,178
FBgn0031869,8,9,13,16
FBgn0028554,713,1466,662,708
FBgn0026196,1442,2673,1216,1330
FBgn0052829,107,217,103,111
FBgn0011737,264,539,231,241
FBgn0042092,295,529,286,283
FBgn0031865,60,132,83,62
FBgn0031861,0,1,1,0
FBgn0042189,2,3,3,5
FBgn0015776,1451,2569,1256,1092
FBgn0031857,38,68,42,44
FBgn0031856,7,6,5,5
FBgn0003046,24,31,15,10
FBgn0031881,140,263,109,104
FBgn0031885,180,328,166,160
FBgn0031887,260,443,231,264
FBgn0031893,95,145,65,91
FBgn0051909,1,3,1,2
FBgn0031900,0,2,0,2
FBgn0031897,878,1596,950,835
FBgn0031896,202,423,182,188
FBgn0031895,59,77,46,35
FBgn0031894,442,752,400,365
FBgn0031888,1981,3646,2119,1915
FBgn0031886,411,756,348,359
FBgn0051907,24,45,26,26
FBgn0031882,408,690,361,408
FBgn0051908,251,463,201,209
FBgn0031902,3,6,2,4
FBgn0031903,0,6,4,3
FBgn0002938,42,67,41,36
FBgn0031905,2,5,3,1
FBgn0031907,22,25,12,16
FBgn0031908,19,43,12,12
FBgn0031910,24,35,19,16
FBgn0028387,226,394,191,189
FBgn0031914,824,1720,939,871
FBgn0031918,30,92,36,35
FBgn0031920,98,194,101,109
FBgn0011283,17,46,28,20
FBgn0045495,2,12,6,7
FBgn0041247,0,4,0,1
FBgn0025697,49,108,44,46
FBgn0031913,1142,2452,1276,1171
FBgn0031909,113,226,108,95
FBgn0031906,18,36,24,25
FBgn0031904,163,293,166,155
FBgn0083141,0,0,0,0
FBgn0031925,0,4,0,1
FBgn0031926,5,16,3,2
FBgn0040299,70,132,74,62
FBgn0041181,12,40,24,22
FBgn0031941,0,1,0,0
FBgn0003961,0,3,1,1
FBgn0031946,0,1,2,0
FBgn0031947,244,493,243,232
FBgn0031951,127,221,104,127
FBgn0031952,638,1256,565,588
FBgn0031950,295,548,260,286
FBgn0031948,168,352,216,178
FBgn0031942,0,1,0,0
FBgn0031940,1,1,1,0
FBgn0014454,1,0,2,1
FBgn0031939,4,1,1,2
FBgn0031937,162,306,145,119
FBgn0031936,10,16,12,7
FBgn0031935,6,12,2,3
FBgn0053296,2,5,1,4
FBgn0041182,673,1319,809,880
FBgn0031929,4,12,6,8
FBgn0027515,119,190,105,140
FBgn0004177,489,970,484,524
FBgn0031954,1,1,2,0
FBgn0011861,255,490,140,224
FBgn0031968,184,409,172,162
FBgn0031975,19,41,26,16
FBgn0031977,909,1791,849,969
FBgn0044323,429,752,356,334
FBgn0031979,585,1069,557,552
FBgn0031981,275,586,285,319
FBgn0010287,131,219,101,134
FBgn0013531,77,104,45,49
FBgn0011230,1461,2819,1301,1362
FBgn0031980,258,503,275,267
FBgn0031976,7,23,0,4
FBgn0031974,146,227,118,110
FBgn0031973,8,10,6,3
FBgn0031972,79,155,67,74
FBgn0031970,37,50,17,27
FBgn0031969,1814,3444,1849,1804
FBgn0053121,17,24,9,6
FBgn0051902,2,14,7,6
FBgn0031961,86,150,55,68
FBgn0031959,5,3,3,3
FBgn0045038,4,4,2,2
FBgn0031957,3,5,3,4
FBgn0031955,7,7,5,3
FBgn0020618,814,1466,765,804
FBgn0031986,29,37,20,27
FBgn0031988,565,976,490,506
FBgn0051606,27,33,21,12
FBgn0031996,67,121,46,51
FBgn0031997,76,135,67,63
FBgn0031999,52,100,53,53
FBgn0015299,64,112,86,80
FBgn0032002,33,67,27,33
FBgn0032003,37,88,45,40
FBgn0032008,1,2,2,1
FBgn0011902,338,727,361,342
FBgn0032013,5,3,0,7
FBgn0032014,243,490,257,287
FBgn0032016,151,219,117,118
FBgn0032018,345,737,324,352
FBgn0032020,115,203,98,113
FBgn0032022,1,6,2,3
FBgn0032024,138,281,103,118
FBgn0032025,41,66,33,36
FBgn0051901,6,15,4,4
FBgn0032026,386,820,338,342
FBgn0032021,34,45,23,48
FBgn0032017,58,128,49,58
FBgn0032015,269,587,257,275
FBgn0003502,1037,1941,1273,893
FBgn0032010,31,76,44,37
FBgn0028987,5,6,2,1
FBgn0032006,1873,3379,1686,1656
FBgn0032005,464,865,461,451
FBgn0032004,188,364,191,213
FBgn0032000,89,135,72,71
FBgn0003607,241,457,230,214
FBgn0031998,44,63,37,24
FBgn0031992,79,149,57,95
FBgn0031990,399,676,327,374
FBgn0031987,58,118,40,57
FBgn0031985,268,440,211,234
FBgn0032029,98,176,75,92
FBgn0032030,148,271,144,153
FBgn0032032,91,182,94,104
FBgn0032034,374,676,373,354
FBgn0032036,796,1466,769,752
FBgn0041717,135,281,135,139
FBgn0032039,0,3,0,1
FBgn0032040,1,7,4,1
FBgn0051898,49,87,43,39
FBgn0020497,514,1012,495,472
FBgn0027932,1873,3419,1729,1716
FBgn0051897,37,71,35,39
FBgn0053194,0,3,1,2
FBgn0051896,166,494,260,253
FBgn0032047,39,70,34,35
FBgn0032052,148,246,156,139
FBgn0032054,102,188,81,113
FBgn0032055,6,23,9,9
FBgn0016122,363,785,390,374
FBgn0028394,572,1101,622,513
FBgn0051603,312,732,283,258
FBgn0011259,93,181,101,97
FBgn0051895,170,941,190,196
FBgn0051602,101,437,241,37
FBgn0051604,194,441,186,208
FBgn0032053,67,113,54,64
FBgn0032051,395,718,345,399
FBgn0032050,421,762,335,352
FBgn0032048,1,4,1,6
FBgn0032049,2,1,0,4
FBgn0051892,163,338,172,165
FBgn0026718,255,516,195,211
FBgn0027490,253,469,197,240
FBgn0001137,479,1047,505,592
FBgn0032042,262,485,224,216
FBgn0014417,525,998,476,465
FBgn0001084,195,320,158,167
FBgn0040959,1,1,0,1
FBgn0040958,0,0,0,0
FBgn0040098,0,1,3,0
FBgn0015583,1,2,0,0
FBgn0032033,114,235,135,111
FBgn0032031,81,174,71,86
FBgn0001114,84,147,69,58
FBgn0051889,96,181,132,104
FBgn0051890,358,964,310,284
FBgn0032061,20,31,18,23
FBgn0032065,2,0,1,0
FBgn0029123,1855,3170,1884,1778
FBgn0052986,0,0,0,0
FBgn0052987,0,0,0,0
FBgn0052988,0,0,0,0
FBgn0052983,0,0,0,0
FBgn0032072,0,3,0,1
FBgn0032069,1,2,2,2
FBgn0032068,8,4,3,3
FBgn0032067,3,4,6,1
FBgn0032066,21,43,14,21
FBgn0003209,1007,1782,888,916
FBgn0004914,719,1414,645,660
FBgn0032059,61,109,58,56
FBgn0032058,2,15,6,3
FBgn0051888,367,887,277,280
FBgn0032057,8,10,4,5
FBgn0032074,1,3,2,2
FBgn0032075,27,45,20,28
FBgn0052985,80,179,91,100
FBgn0052984,343,653,346,385
FBgn0032082,1216,2455,1363,1348
FBgn0040963,4,6,0,2
FBgn0032085,4,19,14,2
FBgn0032086,0,0,0,0
FBgn0040964,37,70,42,44
FBgn0015316,24,66,27,29
FBgn0032087,0,0,0,1
FBgn0032088,1,3,1,1
FBgn0032094,0,0,0,0
FBgn0032095,2,6,0,1
FBgn0051609,0,2,0,1
FBgn0032096,1,1,0,2
FBgn0052982,1107,1763,916,1043
FBgn0032100,35,67,44,53
FBgn0032101,141,273,139,140
FBgn0051708,0,1,1,0
FBgn0032090,0,0,1,2
FBgn0032089,0,0,0,0
FBgn0013746,128,249,120,97
FBgn0011705,1004,1963,1155,1087
FBgn0032084,8,28,12,17
FBgn0032083,151,294,143,152
FBgn0032080,48,109,46,73
FBgn0032079,361,629,319,325
FBgn0032078,1307,2530,1139,1183
FBgn0041092,785,1435,830,682
FBgn0032109,7,3,1,1
FBgn0010314,129,180,84,80
FBgn0026439,37,68,40,49
FBgn0032110,0,4,0,1
FBgn0032111,0,4,1,1
FBgn0012036,519,936,548,556
FBgn0032116,2,6,2,2
FBgn0011232,327,628,335,319
FBgn0032119,8,8,9,10
FBgn0032115,0,0,1,2
FBgn0032105,249,422,179,201
FBgn0032104,20,49,24,26
FBgn0051885,92,186,81,75
FBgn0002973,364,705,316,309
FBgn0032123,113,203,104,97
FBgn0032122,0,0,2,0
FBgn0032124,4,12,2,10
FBgn0032125,4,0,1,1
FBgn0032126,0,3,0,0
FBgn0032127,13,15,4,9
FBgn0032131,5,6,0,1
FBgn0019809,5,9,2,1
FBgn0040070,775,1441,838,775
FBgn0032135,1374,3194,1730,1602
FBgn0032136,753,1419,703,703
FBgn0053299,12,18,10,8
FBgn0011207,312,569,293,271
FBgn0032138,575,1098,515,532
FBgn0051710,1423,3063,1698,1294
FBgn0000273,778,1367,751,673
FBgn0051882,4,2,1,0
FBgn0032132,1,5,1,1
FBgn0014179,68,123,70,62
FBgn0051709,1,0,2,1
FBgn0028479,644,1190,556,599
FBgn0032129,50,85,46,46
FBgn0004868,369,662,329,314
FBgn0032139,112,200,135,110
FBgn0032140,1005,2184,1189,1163
FBgn0032143,5,14,3,5
FBgn0032144,1,5,3,5
FBgn0032147,1472,3059,1697,1519
FBgn0032149,132,235,121,98
FBgn0032169,94,201,83,99
FBgn0032170,160,343,150,159
FBgn0032172,404,810,374,353
FBgn0032171,86,175,95,94
FBgn0032168,124,198,88,110
FBgn0063449,839,1587,731,713
FBgn0025881,316,615,331,305
FBgn0063389,93,169,68,94
FBgn0063392,86,144,55,51
FBgn0063391,112,159,68,95
FBgn0032150,124,226,108,122
FBgn0011291,76,153,70,57
FBgn0015035,2,6,0,1
FBgn0028704,19,42,15,28
FBgn0000180,53,98,42,49
FBgn0043456,750,1531,627,730
FBgn0011584,254,463,237,244
FBgn0032176,1,9,8,5
FBgn0027600,8,4,4,1
FBgn0053302,3,6,2,1
FBgn0032178,189,385,162,198
FBgn0032187,20,38,28,23
FBgn0032188,2,1,1,1
FBgn0005593,748,1421,558,669
FBgn0032194,183,346,154,187
FBgn0032195,130,245,137,151
FBgn0032198,569,1154,552,482
FBgn0032197,169,309,168,146
FBgn0032196,148,266,103,132
FBgn0024320,346,541,317,296
FBgn0032193,27,67,22,33
FBgn0032192,40,91,48,54
FBgn0032191,1693,3195,1562,1630
FBgn0032189,107,219,83,105
FBgn0028675,51,109,61,67
FBgn0051874,2,3,3,1
FBgn0032184,1,0,1,8
FBgn0032181,1,3,4,1
FBgn0032175,40,88,40,52
FBgn0051755,133,260,99,144
FBgn0051875,43,69,36,49
FBgn0040965,0,4,1,3
FBgn0004419,328,642,304,330
FBgn0051717,169,307,168,150
FBgn0010407,75,112,70,75
FBgn0032204,98,203,102,90
FBgn0032205,71,121,60,43
FBgn0032214,119,232,107,110
FBgn0032217,120,239,125,137
FBgn0032219,37,76,29,45
FBgn0032222,326,548,261,266
FBgn0032223,395,742,335,344
FBgn0019932,350,721,392,382
FBgn0051715,126,271,130,144
FBgn0032224,102,168,71,93
FBgn0032225,3,16,3,5
FBgn0032229,163,263,139,146
FBgn0003087,182,324,137,127
FBgn0032230,8,7,3,2
FBgn0032231,168,314,115,159
FBgn0032233,5,5,9,8
FBgn0032234,121,183,125,95
FBgn0032235,60,130,53,65
FBgn0032236,153,311,147,165
FBgn0051716,321,641,294,338
FBgn0051718,5,9,1,1
FBgn0003942,340,726,284,329
FBgn0025366,1061,1969,867,918
FBgn0032243,101,218,92,104
FBgn0032244,106,223,106,92
FBgn0032246,551,1033,543,544
FBgn0032247,80,152,91,105
FBgn0004915,122,269,144,140
FBgn0032250,67,134,57,45
FBgn0027052,119,225,107,120
FBgn0032251,42,91,39,46
FBgn0032252,19,51,20,25
FBgn0027611,273,649,278,327
FBgn0032256,61,132,65,56
FBgn0026431,117,227,101,111
FBgn0032260,78,108,68,65
FBgn0032258,148,240,126,139
FBgn0051719,35,79,48,31
FBgn0032253,60,82,58,63
FBgn0032249,39,76,31,32
FBgn0032248,88,169,81,90
FBgn0005683,157,286,162,153
FBgn0032242,580,1151,590,696
FBgn0004106,164,315,152,149
FBgn0053303,472,954,465,440
FBgn0027568,388,708,397,372
FBgn0032228,2,1,0,2
FBgn0032221,22,39,11,21
FBgn0011703,591,1076,446,521
FBgn0032218,155,321,169,177
FBgn0032216,404,663,355,372
FBgn0027491,13,39,12,14
FBgn0032213,249,501,237,234
FBgn0005322,264,536,261,293
FBgn0032211,2,1,2,4
FBgn0032210,58,89,29,53
FBgn0032209,3,3,3,4
FBgn0032208,470,849,407,431
FBgn0003751,29,70,38,42
FBgn0011305,270,467,237,252
FBgn0032200,165,352,168,170
FBgn0000229,150,241,99,137
FBgn0024248,174,367,178,170
FBgn0032261,41,68,37,37
FBgn0010398,63,133,57,66
FBgn0032264,272,473,268,309
FBgn0032265,0,2,1,2
FBgn0032266,0,1,1,1
FBgn0032268,0,2,0,0
FBgn0051872,0,2,0,0
FBgn0043825,0,0,0,1
FBgn0051871,1,3,2,0
FBgn0040496,0,1,2,2
FBgn0032280,0,0,0,0
FBgn0032281,0,0,0,0
FBgn0032287,34,58,12,35
FBgn0032289,2,0,0,1
FBgn0032290,83,181,85,82
FBgn0032291,43,81,44,40
FBgn0032293,141,282,111,140
FBgn0032295,228,450,209,221
FBgn0027550,31,49,25,33
FBgn0015320,284,543,253,272
FBgn0032297,227,478,214,207
FBgn0032296,161,317,137,158
FBgn0032294,0,2,1,1
FBgn0027868,356,686,325,313
FBgn0032292,154,309,136,156
FBgn0024740,2,2,4,1
FBgn0023496,1,2,2,0
FBgn0032286,0,0,0,0
FBgn0032285,2,3,0,0
FBgn0032284,0,0,0,0
FBgn0032283,1,1,2,0
FBgn0032282,0,0,0,0
FBgn0032271,4,0,1,1
FBgn0032269,0,4,0,1
FBgn0032262,64,118,50,50
FBgn0032299,2,0,0,0
FBgn0051870,2,0,0,0
FBgn0032303,3,9,4,5
FBgn0032304,3,10,5,4
FBgn0027363,451,818,388,414
FBgn0032311,0,0,0,0
FBgn0032318,0,0,1,0
FBgn0032321,133,226,112,124
FBgn0032322,162,310,143,165
FBgn0041781,316,669,297,338
FBgn0026148,43,79,46,30
FBgn0026147,312,589,287,294
FBgn0040096,96,212,142,138
FBgn0023415,9,16,7,9
FBgn0032331,14,32,12,18
FBgn0040967,5,9,4,1
FBgn0032330,1088,2063,1027,999
FBgn0032329,73,93,52,69
FBgn0015756,444,775,394,375
FBgn0000146,124,220,100,86
FBgn0004872,19,51,28,30
FBgn0010612,241,397,206,207
FBgn0000018,450,901,451,445
FBgn0053129,678,1192,484,567
FBgn0032315,1,1,0,0
FBgn0032314,2,2,0,1
FBgn0032313,2,0,2,2
FBgn0032312,1,1,1,1
FBgn0024227,158,305,135,135
FBgn0027453,122,244,106,113
FBgn0069354,64,110,57,67
FBgn0032305,602,1207,506,571
FBgn0051869,5,4,2,2
FBgn0032298,284,513,246,288
FBgn0032335,0,0,0,0
FBgn0032338,3,0,2,1
FBgn0032339,86,227,99,100
FBgn0041246,38,71,28,33
FBgn0032348,310,532,248,302
FBgn0040211,1,1,5,2
FBgn0032354,56,116,76,70
FBgn0032358,16,33,22,26
FBgn0020270,123,240,133,123
FBgn0040232,412,806,353,356
FBgn0014076,0,0,0,0
FBgn0032350,300,537,406,219
FBgn0010197,0,2,2,2
FBgn0051867,1,0,1,0
FBgn0028700,153,335,141,142
FBgn0032346,97,178,77,88
FBgn0032345,29,55,29,27
FBgn0027582,203,366,163,196
FBgn0032343,75,157,75,91
FBgn0032341,377,661,327,384
FBgn0032337,0,1,0,0
FBgn0032336,1,1,1,0
FBgn0000287,0,5,4,7
FBgn0003313,0,0,0,0
FBgn0032362,21,71,21,33
FBgn0051706,2,8,6,1
FBgn0028490,746,1235,736,616
FBgn0032366,0,0,0,0
FBgn0032363,352,621,290,342
FBgn0032360,2,0,1,0
FBgn0015400,32,46,23,26
FBgn0032371,1,0,2,2
FBgn0032372,2,1,0,0
FBgn0032373,1,11,8,4
FBgn0032374,1,3,3,3
FBgn0032375,5,8,3,1
FBgn0032378,261,585,238,269
FBgn0020309,1449,2725,1209,1274
