Geneid,Chd1_Ctrl1,Chd1_Auxin1,Chd1_Ctrl2,Chd1_Auxin2
FBgn0037421,0,0,1,1
FBgn0037422,0,2,2,1
FBgn0040279,3,2,0,0
FBgn0037424,4,0,1,2
FBgn0051561,2,6,0,0
FBgn0051560,0,1,2,0
FBgn0037427,1,7,10,7
FBgn0037428,17,28,8,32
FBgn0037420,0,0,3,0
FBgn0037418,4,0,1,2
FBgn0037412,3,0,3,3
FBgn0051559,9,4,3,0
FBgn0046875,2,4,1,2
FBgn0046876,6,4,7,5
FBgn0026077,8,3,11,5
FBgn0037399,4,2,2,2
FBgn0037398,0,6,3,4
FBgn0037396,4,6,3,2
FBgn0037374,403,470,430,516
FBgn0037375,145,144,114,130
FBgn0028690,818,913,930,1001
FBgn0037377,291,342,330,370
FBgn0037379,1858,1751,1988,1852
FBgn0037384,405,445,467,494
FBgn0037386,6,6,5,5
FBgn0037387,58,47,39,38
FBgn0037388,11,12,9,9
FBgn0037389,28,47,38,39
FBgn0028436,894,756,889,712
FBgn0037395,23,6,33,11
FBgn0003261,5133,5404,5925,5869
FBgn0010403,0,1,1,1
FBgn0011281,7,5,2,5
FBgn0040679,1,0,0,1
FBgn0037391,2215,1953,2240,2009
FBgn0029088,321,400,375,438
FBgn0037383,353,344,417,391
FBgn0037382,269,322,314,327
FBgn0037378,359,460,425,506
FBgn0037376,409,484,460,485
FBgn0037372,295,270,276,301
FBgn0037329,387,394,422,435
FBgn0011715,375,451,387,463
FBgn0037332,243,293,281,289
FBgn0051550,636,687,728,715
FBgn0010051,3546,1764,3682,1873
FBgn0037338,457,640,533,680
FBgn0037341,739,1063,741,1010
FBgn0041191,341,398,402,507
FBgn0037345,310,390,370,438
FBgn0037347,260,325,295,331
FBgn0019637,0,0,0,0
FBgn0037351,1758,1661,2085,1566
FBgn0051551,51,73,67,64
FBgn0051549,356,643,433,689
FBgn0037354,599,852,655,799
FBgn0037356,717,831,836,854
FBgn0037359,237,247,238,270
FBgn0046222,609,654,668,719
FBgn0037363,1460,1523,1507,1672
FBgn0037368,215,295,244,305
FBgn0037370,800,883,812,993
FBgn0027497,711,676,747,738
FBgn0037371,450,525,527,539
FBgn0037369,157,194,174,218
FBgn0004878,316,117,374,117
FBgn0037365,18,35,23,24
FBgn0037364,647,719,643,651
FBgn0010772,484,558,565,641
FBgn0037360,909,963,1013,1079
FBgn0037358,2097,2432,2433,2781
FBgn0027951,1708,1715,1793,1809
FBgn0051548,131,190,192,210
FBgn0051546,191,224,192,203
FBgn0044823,90,110,102,138
FBgn0037350,167,217,188,298
FBgn0017550,621,821,737,940
FBgn0014366,631,796,677,818
FBgn0037344,1240,1368,1289,1579
FBgn0037342,431,535,484,564
FBgn0037340,111,157,109,177
FBgn0037339,552,728,638,889
FBgn0037336,1199,1200,1267,1281
FBgn0010399,78,32,90,35
FBgn0051547,140,174,145,160
FBgn0015402,1076,1234,1249,1372
FBgn0025825,0,0,0,0
FBgn0037330,248,302,290,279
FBgn0037328,966,899,1001,1010
FBgn0037327,1538,1886,1792,2017
FBgn0037295,43,30,36,20
FBgn0037294,8,5,5,9
FBgn0037297,419,513,446,518
FBgn0037299,814,903,838,1047
FBgn0037301,575,648,632,656
FBgn0037304,108,94,134,88
FBgn0037310,101,69,113,75
FBgn0051542,1,0,0,0
FBgn0003275,735,838,894,979
FBgn0011965,45,37,64,39
FBgn0037325,6,1,5,7
FBgn0037324,1,4,1,6
FBgn0037323,15,11,16,6
FBgn0037322,0,0,0,0
FBgn0001311,30,27,30,24
FBgn0037320,2,1,1,1
FBgn0037315,3310,3990,3896,4092
FBgn0037312,630,716,800,805
FBgn0051538,285,297,308,313
FBgn0037307,65,97,81,86
FBgn0037305,249,229,211,270
FBgn0260462,574,697,610,789
FBgn0053293,60,76,57,78
FBgn0040208,881,956,935,1052
FBgn0037298,270,458,328,408
FBgn0037296,9,20,10,19
FBgn0004913,687,771,735,796
FBgn0037290,239,345,235,336
FBgn0037293,716,772,809,988
FBgn0040684,7,6,10,8
FBgn0010313,2295,2114,2547,2346
FBgn0037292,4,5,5,3
FBgn0037291,3,2,5,0
FBgn0037288,12,5,18,17
FBgn0004436,972,1018,1028,1107
FBgn0004183,1026,1321,2148,1497
FBgn0020280,4,6,7,4
FBgn0037262,147,169,189,180
FBgn0037263,112,98,120,81
FBgn0022981,6,5,6,7
FBgn0037265,133,188,136,180
FBgn0010750,753,736,852,830
FBgn0037279,1406,1263,1416,1303
FBgn0037280,140,166,162,150
FBgn0037284,2,0,0,2
FBgn0037283,0,0,1,2
FBgn0037282,609,760,683,794
FBgn0026417,181,204,214,229
FBgn0037276,21,22,24,23
FBgn0037275,71,97,76,70
FBgn0027570,146,174,147,189
FBgn0037270,653,714,783,755
FBgn0040466,85,36,108,42
FBgn0037261,802,860,1290,1305
FBgn0052945,5,3,6,1
FBgn0027930,0,0,0,0
FBgn0037232,289,300,321,383
FBgn0040687,0,0,0,0
FBgn0037235,279,273,321,357
FBgn0037238,101,117,127,114
FBgn0037239,2681,2453,2703,2864
FBgn0037240,1521,1491,1666,1688
FBgn0003882,1136,1695,1144,1948
FBgn0037241,520,623,594,766
FBgn0037244,227,217,293,309
FBgn0051528,24,29,24,28
FBgn0051525,171,149,137,123
FBgn0037250,196,173,185,202
FBgn0037252,600,732,699,713
FBgn0037254,28,16,11,19
FBgn0037255,910,866,906,885
FBgn0051526,15,7,19,11
FBgn0037260,25,15,18,7
FBgn0051523,3965,3854,4612,4614
FBgn0051522,374,508,393,505
FBgn0037251,27,28,26,23
FBgn0037249,1493,1539,1794,1728
FBgn0037248,1572,1550,1774,1593
FBgn0052944,849,880,933,1085
FBgn0037242,399,454,409,490
FBgn0037236,546,635,617,616
FBgn0037231,1684,2122,1910,2250
FBgn0037230,36,37,43,39
FBgn0037213,87,49,57,41
FBgn0037215,2604,2661,3014,2670
FBgn0037218,855,957,947,983
FBgn0015331,516,512,541,572
FBgn0010225,3360,2909,3539,2939
FBgn0037223,16,10,7,15
FBgn0037224,10,12,9,8
FBgn0037227,15,15,12,11
FBgn0041621,61,82,64,104
FBgn0037228,2316,2186,2704,2556
FBgn0037229,271,332,260,316
FBgn0037225,21,24,20,26
FBgn0037220,913,993,946,1061
FBgn0051516,39,76,53,75
FBgn0037217,218,221,236,264
FBgn0000500,5,6,9,5
FBgn0031670,542,578,631,615
FBgn0000299,5947,5984,6766,6383
FBgn0260470,0,0,0,0
FBgn0031676,172,208,196,207
FBgn0031682,471,563,526,589
FBgn0031683,370,394,358,408
FBgn0031684,211,215,220,227
FBgn0031681,2908,2806,2895,2722
FBgn0028694,1094,1149,1302,1334
FBgn0031678,1999,1900,2152,1853
FBgn0031677,65,69,59,71
FBgn0022023,1140,1191,1161,1238
FBgn0031675,286,322,296,327
FBgn0031673,237,303,273,331
FBgn0016075,7303,5251,6685,7012
FBgn0031668,0,0,0,0
FBgn0053113,3781,3326,4079,3726
FBgn0051971,3691,3023,3361,3020
FBgn0046776,96,178,133,186
FBgn0031693,64,91,84,88
FBgn0031694,230,249,239,209
FBgn0031695,220,204,220,220
FBgn0031696,733,722,751,730
FBgn0016076,3767,2110,4198,2259
FBgn0015031,426,412,439,439
FBgn0031701,78,124,104,108
FBgn0016920,11,17,14,11
FBgn0016660,6,1,7,4
FBgn0031703,335,295,311,278
FBgn0031702,60,86,105,75
FBgn0031700,148,135,149,129
FBgn0031698,1480,1451,1528,1367
FBgn0031697,116,97,125,108
FBgn0000228,469,511,536,516
FBgn0003716,894,713,978,757
FBgn0051914,548,346,357,2421
FBgn0031707,124,123,146,131
FBgn0000318,612,709,689,787
FBgn0031711,698,948,836,1066
FBgn0051989,160,200,172,197
FBgn0051648,120,143,146,169
FBgn0051915,396,398,378,423
FBgn0002525,1292,1302,1422,1369
FBgn0031717,310,302,303,310
FBgn0031719,1,0,0,0
FBgn0031721,2,1,3,1
FBgn0004620,3,1,1,7
FBgn0041719,0,0,0,0
FBgn0031724,2,0,2,1
FBgn0031728,0,0,0,0
FBgn0031729,0,0,1,1
FBgn0051646,6,3,2,5
FBgn0031725,8,4,17,8
FBgn0031723,3,0,1,1
FBgn0031722,2,2,0,1
FBgn0031720,2,1,1,2
FBgn0031718,17,15,18,25
FBgn0014189,1176,1201,1268,1137
FBgn0031716,130,115,98,106
FBgn0031715,50,48,54,46
FBgn0031713,418,504,549,571
FBgn0031710,549,688,560,686
FBgn0031708,195,197,228,251
FBgn0051647,0,2,3,1
FBgn0031730,3,1,5,4
FBgn0024191,210,195,216,208
FBgn0031736,1329,1355,1517,1438
FBgn0031735,38,34,55,30
FBgn0051912,14,18,10,11
FBgn0051913,18,19,22,6
FBgn0031740,479,537,573,587
FBgn0031741,1166,1367,1411,1466
FBgn0031746,0,0,0,1
FBgn0043362,1053,1085,1121,1089
FBgn0015381,9,5,8,4
FBgn0001128,1978,2049,2155,2136
FBgn0031752,496,508,527,604
FBgn0031753,51,69,52,62
FBgn0031751,38,40,39,56
FBgn0031749,202,211,203,167
FBgn0031747,112,116,135,129
FBgn0002855,4,2,3,0
FBgn0002856,0,0,1,0
FBgn0031745,2798,2379,2202,2022
FBgn0051644,0,0,0,1
FBgn0031739,524,641,572,632
FBgn0031738,2076,1387,2287,1828
FBgn0031737,47,34,42,28
FBgn0031734,148,60,213,67
FBgn0031733,65,41,55,55
FBgn0031732,2,3,5,3
FBgn0031731,0,0,2,1
FBgn0003980,1,1,5,2
FBgn0031757,219,237,264,199
FBgn0031758,0,0,0,0
FBgn0001942,2854,2765,3187,2873
FBgn0001941,3603,3875,4222,4175
FBgn0031760,262,328,364,370
FBgn0031763,3,2,3,4
FBgn0051643,150,135,159,148
FBgn0031768,191,195,233,223
FBgn0031769,761,710,839,742
FBgn0031770,149,141,129,132
FBgn0031772,350,366,358,423
FBgn0031774,129,168,144,171
FBgn0031776,485,551,503,612
FBgn0051642,121,257,120,275
FBgn0031784,2,2,4,4
FBgn0031785,3,8,14,11
FBgn0040950,5,1,0,1
FBgn0031786,3,1,1,1
FBgn0051639,0,0,1,1
FBgn0031782,847,875,886,943
FBgn0031779,800,808,938,951
FBgn0031777,425,529,466,535
FBgn0031775,81,81,72,89
FBgn0031773,242,241,274,301
FBgn0031771,421,431,492,431
FBgn0029161,85,70,81,91
FBgn0000052,423,444,489,447
FBgn0031766,41,45,66,27
FBgn0025742,355,339,420,353
FBgn0031764,416,402,493,458
FBgn0001170,11,5,11,5
FBgn0001089,164,147,297,149
FBgn0031759,1153,1217,1246,1327
FBgn0000308,6083,4944,6676,5344
FBgn0031756,25,46,20,27
FBgn0003979,3,1,3,1
FBgn0040949,1,2,2,3
FBgn0026755,5,2,6,2
FBgn0031791,13,14,16,9
FBgn0260452,1,0,1,3
FBgn0015623,1770,1758,2091,2125
FBgn0031803,5,7,7,4
FBgn0031805,3590,1051,4016,1190
FBgn0043854,305,107,423,128
FBgn0031808,30,6,39,14
FBgn0031811,344,312,538,451
FBgn0031815,256,253,279,292
FBgn0031820,665,831,753,830
FBgn0027496,667,721,770,845
FBgn0051638,273,266,313,310
FBgn0031824,1430,1257,1618,1321
FBgn0031822,451,455,500,487
FBgn0031818,425,435,484,468
FBgn0031817,458,407,459,441
FBgn0031816,2973,2132,3301,2090
FBgn0031814,675,478,874,553
FBgn0011722,5625,4877,5701,5689
FBgn0031804,5,3,1,2
FBgn0031801,27,48,32,48
FBgn0031800,235,227,337,326
FBgn0031799,1096,1073,1185,1192
FBgn0031792,2,2,2,1
FBgn0031826,92,90,112,115
FBgn0051637,3261,2756,3126,2906
FBgn0031830,632,592,678,716
FBgn0031831,0,0,0,0
FBgn0031836,5158,4548,5476,4848
FBgn0028467,608,707,793,745
FBgn0000392,0,0,0,0
FBgn0031851,601,699,702,809
FBgn0046704,824,781,873,888
FBgn0031853,54,45,60,27
FBgn0031855,42,29,56,27
FBgn0051910,3,3,2,0
FBgn0031854,11,9,10,13
FBgn0025777,521,605,633,590
FBgn0025595,3,16,8,6
FBgn0031850,596,443,615,495
FBgn0031849,11,2,5,9
FBgn0028703,1669,1660,1964,1953
FBgn0031848,176,182,203,181
FBgn0000351,295,329,290,279
FBgn0028990,2039,1960,2309,1986
FBgn0031844,69,89,86,55
FBgn0051636,31,22,24,18
FBgn0051633,236,256,238,259
FBgn0051635,3003,2986,3392,3251
FBgn0051634,46,46,25,46
FBgn0031837,453,415,520,502
FBgn0031834,308,298,318,302
FBgn0031832,288,259,296,297
FBgn0031829,15,12,11,4
FBgn0031858,255,267,274,239
FBgn0051631,321,461,406,427
FBgn0031860,11,6,4,10
FBgn0051632,37,45,62,63
FBgn0017551,642,697,863,754
FBgn0031866,135,116,124,129
FBgn0031868,626,654,627,635
FBgn0004838,3634,3673,3904,4013
FBgn0020616,458,491,471,423
FBgn0031875,216,253,258,289
FBgn0031877,173,233,191,213
FBgn0021944,628,778,711,817
FBgn0031879,87,69,84,57
FBgn0016978,1100,952,1207,1050
FBgn0031878,1076,1047,1050,1004
FBgn0031876,211,199,233,262
FBgn0031874,163,167,148,162
FBgn0031873,112,128,116,127
FBgn0031872,417,393,477,415
FBgn0031871,443,445,482,503
FBgn0031869,53,49,38,45
FBgn0028554,1800,1831,2226,1871
FBgn0026196,1926,1848,2057,1924
FBgn0052829,185,149,155,136
FBgn0011737,591,633,589,586
FBgn0042092,668,743,715,889
FBgn0031865,110,119,128,115
FBgn0031861,2,3,2,1
FBgn0042189,12,7,10,14
FBgn0015776,3308,3103,3786,3413
FBgn0031857,71,65,81,54
FBgn0031856,10,14,13,5
FBgn0003046,55,28,35,47
FBgn0031881,839,835,1068,1037
FBgn0031885,692,668,776,696
FBgn0031887,1026,698,933,534
FBgn0031893,302,305,322,307
FBgn0051909,2,1,7,7
FBgn0031900,3,3,6,0
FBgn0031897,2669,2497,2996,2810
FBgn0031896,823,800,846,775
FBgn0031895,134,145,136,149
FBgn0031894,1100,1110,1256,1070
FBgn0031888,11541,9792,12733,10113
FBgn0031886,528,566,536,554
FBgn0051907,122,88,110,108
FBgn0031882,1049,1003,1298,1012
FBgn0051908,1026,1149,1203,1351
FBgn0031902,42,63,45,58
FBgn0031903,13,8,11,20
FBgn0002938,129,137,118,127
FBgn0031905,6,5,7,6
FBgn0031907,67,53,63,62
FBgn0031908,65,50,86,58
FBgn0031910,66,58,70,44
FBgn0028387,446,404,399,414
FBgn0031914,2866,1649,3190,1545
FBgn0031918,138,152,131,117
FBgn0031920,189,248,186,199
FBgn0011283,35,81,34,75
FBgn0045495,5,5,7,6
FBgn0041247,3,0,2,0
FBgn0025697,322,239,318,250
FBgn0031913,1699,1381,1990,1758
FBgn0031909,620,491,650,521
FBgn0031906,29,26,31,38
FBgn0031904,569,541,632,589
FBgn0083141,0,0,2,2
FBgn0031925,3,2,4,2
FBgn0031926,29,66,34,70
FBgn0040299,110,103,94,109
FBgn0041181,246,178,279,199
FBgn0031941,1,1,0,1
FBgn0003961,2,1,3,4
FBgn0031946,6,10,5,3
FBgn0031947,614,490,676,565
FBgn0031951,327,291,376,337
FBgn0031952,1189,1151,1216,1202
FBgn0031950,1466,1407,1582,1550
FBgn0031948,1765,1100,1750,1244
FBgn0031942,0,0,0,1
FBgn0031940,1,0,0,3
FBgn0014454,0,0,2,0
FBgn0031939,12,3,8,6
FBgn0031937,778,350,810,423
FBgn0031936,79,60,72,48
FBgn0031935,10,11,7,10
FBgn0053296,3,6,7,3
FBgn0041182,3898,3046,4355,3441
FBgn0031929,8,11,5,8
FBgn0027515,537,744,683,739
FBgn0004177,1480,1296,1468,1356
FBgn0031954,2,4,1,3
FBgn0011861,401,728,343,479
FBgn0031968,636,672,680,653
FBgn0031975,68,82,69,91
FBgn0031977,1931,2080,2016,2288
FBgn0044323,1310,1545,1557,1613
FBgn0031979,725,757,798,715
FBgn0031981,773,858,808,906
FBgn0010287,324,404,379,426
FBgn0013531,129,156,162,174
FBgn0011230,3602,4241,3976,4592
FBgn0031980,634,654,710,674
FBgn0031976,11,58,9,23
FBgn0031974,1274,624,1502,782
FBgn0031973,97,124,100,114
FBgn0031972,384,428,463,422
FBgn0031970,144,171,162,207
FBgn0031969,6075,5111,7077,5967
FBgn0053121,17,36,28,31
FBgn0051902,26,16,22,10
FBgn0031961,208,156,199,125
FBgn0031959,17,10,19,10
FBgn0045038,4,8,5,8
FBgn0031957,7,9,4,6
FBgn0031955,12,18,13,14
FBgn0020618,1768,1506,1939,1430
FBgn0031986,79,98,94,95
FBgn0031988,1604,1631,1974,1835
FBgn0051606,71,45,70,43
FBgn0031996,197,402,207,429
FBgn0031997,211,423,262,505
FBgn0031999,154,249,141,225
FBgn0015299,250,479,303,545
FBgn0032002,108,233,112,255
FBgn0032003,156,261,171,265
FBgn0032008,3,5,2,6
FBgn0011902,1699,1812,1510,2247
FBgn0032013,14,34,18,43
FBgn0032014,582,684,741,716
FBgn0032016,436,394,448,486
FBgn0032018,1101,927,1334,1051
FBgn0032020,342,332,398,415
FBgn0032022,60,66,75,83
FBgn0032024,376,391,401,481
FBgn0032025,297,155,275,143
FBgn0051901,27,41,16,41
FBgn0032026,2277,2272,2622,2887
FBgn0032021,170,263,223,235
FBgn0032017,226,204,212,202
FBgn0032015,740,699,955,754
FBgn0003502,4012,4271,4483,4555
FBgn0032010,138,211,159,216
FBgn0028987,7,2,7,1
FBgn0032006,5480,8157,5576,7941
FBgn0032005,1510,2368,1769,2569
FBgn0032004,889,1211,882,1301
FBgn0032000,238,428,243,493
FBgn0003607,541,894,559,1005
FBgn0031998,108,187,114,201
FBgn0031992,262,240,292,293
FBgn0031990,958,893,1034,988
FBgn0031987,127,149,128,142
FBgn0031985,662,801,824,830
FBgn0032029,169,179,178,177
FBgn0032030,448,494,477,557
FBgn0032032,768,895,867,1017
FBgn0032034,962,1077,1158,1132
FBgn0032036,2761,3393,3120,3818
FBgn0041717,1167,1055,1411,1223
FBgn0032039,7,6,6,1
FBgn0032040,15,12,14,21
FBgn0051898,231,208,190,217
FBgn0020497,900,1038,987,991
FBgn0027932,5394,4700,5951,5179
FBgn0051897,147,147,138,160
FBgn0053194,3,2,4,5
FBgn0051896,1104,772,1367,878
FBgn0032047,100,108,143,110
FBgn0032052,367,338,443,406
FBgn0032054,309,346,328,365
FBgn0032055,20,17,17,10
FBgn0016122,1961,1877,1937,2073
FBgn0028394,2583,1331,2521,1538
FBgn0051603,165,244,376,348
FBgn0011259,1176,430,1123,340
FBgn0051895,568,399,417,463
FBgn0051602,532,707,700,625
FBgn0051604,1489,1236,1328,1332
FBgn0032053,156,150,173,158
FBgn0032051,596,486,643,555
FBgn0032050,503,482,599,529
FBgn0032048,12,12,16,14
FBgn0032049,4,5,6,12
FBgn0051892,1562,1019,1661,1066
FBgn0026718,1673,1630,1781,1754
FBgn0027490,480,527,549,523
FBgn0001137,3424,3513,3631,3619
FBgn0032042,513,541,577,575
FBgn0014417,1038,1012,1149,1050
FBgn0001084,471,472,493,453
FBgn0040959,1,1,0,3
FBgn0040958,0,0,0,0
FBgn0040098,2,1,1,3
FBgn0015583,4,4,0,3
FBgn0032033,343,369,399,383
FBgn0032031,247,277,249,254
FBgn0001114,1374,473,1658,459
FBgn0051889,46,52,76,50
FBgn0051890,1995,1942,2241,2105
FBgn0032061,86,79,78,66
FBgn0032065,2,2,2,1
FBgn0029123,8289,4548,9366,4583
FBgn0052986,0,0,0,0
FBgn0052987,0,0,0,0
FBgn0052988,0,0,0,0
FBgn0052983,0,0,0,0
FBgn0032072,3,1,2,1
FBgn0032069,7,8,10,7
FBgn0032068,7,3,3,8
FBgn0032067,8,1,7,3
FBgn0032066,62,17,40,25
FBgn0003209,5795,5937,5952,6386
FBgn0004914,3190,3123,3340,3561
FBgn0032059,152,198,176,242
FBgn0032058,33,35,46,27
FBgn0051888,1017,1177,1089,1143
FBgn0032057,62,19,54,28
FBgn0032074,70,32,74,31
FBgn0032075,110,168,95,137
FBgn0052985,599,624,510,488
FBgn0052984,2087,2384,2000,2035
FBgn0032082,4311,3976,4484,3794
FBgn0040963,5,9,7,14
FBgn0032085,40,91,32,64
FBgn0032086,0,0,0,0
FBgn0040964,68,72,60,83
FBgn0015316,72,83,81,62
FBgn0032087,1,1,2,1
FBgn0032088,8,4,5,2
FBgn0032094,4,1,1,0
FBgn0032095,2,5,12,8
FBgn0051609,8,2,10,4
FBgn0032096,11,4,6,6
FBgn0052982,4861,4951,5399,5055
FBgn0032100,207,199,190,212
FBgn0032101,366,464,386,557
FBgn0051708,5,5,10,5
FBgn0032090,1,1,4,1
FBgn0032089,0,0,0,0
FBgn0013746,352,430,381,447
FBgn0011705,3059,2848,3228,3441
FBgn0032084,71,92,80,72
FBgn0032083,740,771,819,670
FBgn0032080,308,257,232,211
FBgn0032079,2847,2576,2905,2325
FBgn0032078,5192,5357,5835,5505
FBgn0041092,4900,4934,5467,4891
FBgn0032109,6,8,6,4
FBgn0010314,199,226,167,193
FBgn0026439,330,987,410,1071
FBgn0032110,5,5,7,11
FBgn0032111,1,4,2,1
FBgn0012036,2504,2806,2886,2882
FBgn0032116,8,17,10,10
FBgn0011232,601,615,633,725
FBgn0032119,74,76,69,78
FBgn0032115,4,2,1,7
FBgn0032105,345,377,341,397
FBgn0032104,46,63,46,67
FBgn0051885,667,491,852,595
FBgn0002973,1073,1058,1243,1236
FBgn0032123,1128,1306,1405,1541
FBgn0032122,3,5,2,5
FBgn0032124,9,7,7,9
FBgn0032125,0,3,0,1
FBgn0032126,0,4,3,3
FBgn0032127,1,3,4,4
FBgn0032131,2,6,4,1
FBgn0019809,13,7,12,11
FBgn0040070,3863,3991,3453,3796
FBgn0032135,4367,4259,4179,4916
FBgn0032136,4574,3954,5589,3776
FBgn0053299,86,85,87,82
FBgn0011207,688,775,758,810
FBgn0032138,1164,1214,1420,1226
FBgn0051710,3731,3626,4050,4328
FBgn0000273,1666,1667,1738,1687
FBgn0051882,5,5,4,2
FBgn0032132,8,10,4,11
FBgn0014179,91,123,108,147
FBgn0051709,0,4,1,5
FBgn0028479,1327,1224,1404,1465
FBgn0032129,58,73,63,76
FBgn0004868,793,872,997,1013
FBgn0032139,177,113,170,144
FBgn0032140,2673,1657,2917,1766
FBgn0032143,12,11,6,21
FBgn0032144,3,10,6,14
FBgn0032147,2792,2721,3017,2959
FBgn0032149,280,330,302,266
FBgn0032169,198,271,229,252
FBgn0032170,466,586,570,676
FBgn0032172,746,909,857,1019
FBgn0032171,273,389,360,412
FBgn0032168,182,199,172,221
FBgn0063449,3197,3334,3135,3307
FBgn0025881,552,554,623,518
FBgn0063389,140,148,166,136
FBgn0063392,99,102,116,94
FBgn0063391,191,160,173,153
FBgn0032150,320,337,299,345
FBgn0011291,184,202,216,235
FBgn0015035,15,26,20,38
FBgn0028704,164,59,157,75
FBgn0000180,67,163,91,183
FBgn0043456,1153,1160,1205,1259
FBgn0011584,391,448,473,449
FBgn0032176,4,3,8,4
FBgn0027600,23,22,26,19
FBgn0053302,6,3,3,6
FBgn0032178,515,990,552,1016
FBgn0032187,40,34,113,25
FBgn0032188,1,1,4,1
FBgn0005593,1958,1723,2167,1815
FBgn0032194,449,442,454,466
FBgn0032195,504,536,518,514
FBgn0032198,1015,1075,1104,1197
FBgn0032197,498,740,565,742
FBgn0032196,510,559,529,652
FBgn0024320,1885,1943,1964,1851
FBgn0032193,154,171,173,179
FBgn0032192,318,261,278,212
FBgn0032191,4108,5151,5305,5753
FBgn0032189,241,226,260,276
FBgn0028675,354,597,482,690
FBgn0051874,6,18,8,12
FBgn0032184,4,1,2,3
FBgn0032181,2,4,3,6
FBgn0032175,93,109,113,124
FBgn0051755,273,295,308,284
FBgn0051875,223,202,247,252
FBgn0040965,1,2,2,4
FBgn0004419,865,1014,931,1044
FBgn0051717,579,752,644,828
FBgn0010407,284,355,342,342
FBgn0032204,402,483,415,495
FBgn0032205,242,330,284,388
FBgn0032214,414,441,416,470
FBgn0032217,275,289,317,348
FBgn0032219,88,160,68,107
FBgn0032222,566,832,619,880
FBgn0032223,1090,1161,1186,1320
FBgn0019932,1392,1766,1690,1888
FBgn0051715,819,950,905,1018
FBgn0032224,319,425,329,403
FBgn0032225,31,37,26,36
FBgn0032229,675,614,763,703
FBgn0003087,317,346,320,381
FBgn0032230,18,28,26,16
FBgn0032231,313,360,316,391
FBgn0032233,18,24,16,18
FBgn0032234,272,383,348,347
FBgn0032235,133,190,153,145
FBgn0032236,314,325,311,345
FBgn0051716,1058,1173,1203,1220
FBgn0051718,2,6,4,11
FBgn0003942,425,446,482,441
FBgn0025366,1294,1196,1462,1144
FBgn0032243,345,386,342,465
FBgn0032244,328,374,320,320
FBgn0032246,1310,1537,1416,1721
FBgn0032247,255,306,269,282
FBgn0004915,449,408,454,497
FBgn0032250,250,295,283,327
FBgn0027052,367,437,446,476
FBgn0032251,286,319,319,365
FBgn0032252,114,158,118,163
FBgn0027611,2270,2241,2701,2602
FBgn0032256,231,239,277,288
FBgn0026431,304,371,321,381
FBgn0032260,122,155,143,172
FBgn0032258,373,454,363,454
FBgn0051719,271,423,340,440
FBgn0032253,43,46,35,41
FBgn0032249,139,201,160,190
FBgn0032248,212,242,242,253
FBgn0005683,319,365,273,423
FBgn0032242,1139,1116,1232,1157
FBgn0004106,350,389,339,360
FBgn0053303,805,870,927,1003
FBgn0027568,1315,1403,1290,1578
FBgn0032228,16,7,12,10
FBgn0032221,69,123,82,106
FBgn0011703,854,1260,859,1297
FBgn0032218,791,1035,799,1080
FBgn0032216,758,860,838,1006
FBgn0027491,133,96,120,76
FBgn0032213,926,885,1070,1190
FBgn0005322,660,837,687,865
FBgn0032211,7,8,11,16
FBgn0032210,244,221,265,309
FBgn0032209,11,27,27,22
FBgn0032208,2006,2380,2239,2640
FBgn0003751,158,325,176,369
FBgn0011305,804,784,841,821
FBgn0032200,579,612,562,728
FBgn0000229,500,586,569,561
FBgn0024248,624,634,591,765
FBgn0032261,107,76,87,92
FBgn0010398,196,199,206,215
FBgn0032264,2488,1331,2615,1313
FBgn0032265,46,22,55,25
FBgn0032266,2,7,5,4
FBgn0032268,0,1,1,0
FBgn0051872,1,2,4,4
FBgn0043825,0,1,0,1
FBgn0051871,3,2,6,5
FBgn0040496,2,11,5,6
FBgn0032280,1,2,0,2
FBgn0032281,0,0,1,2
FBgn0032287,37,47,46,63
FBgn0032289,6,2,3,2
FBgn0032290,318,375,347,394
FBgn0032291,173,165,156,159
FBgn0032293,289,357,344,397
FBgn0032295,565,693,606,657
FBgn0027550,96,152,100,156
FBgn0015320,544,724,689,843
FBgn0032297,1541,1791,1510,1937
FBgn0032296,415,506,480,509
FBgn0032294,5,4,2,3
FBgn0027868,642,698,670,724
FBgn0032292,383,467,500,518
FBgn0024740,1,4,2,2
FBgn0023496,0,3,1,3
FBgn0032286,0,0,0,0
FBgn0032285,13,12,13,9
FBgn0032284,0,1,0,0
FBgn0032283,2,3,1,0
FBgn0032282,0,0,0,0
FBgn0032271,3,3,0,3
FBgn0032269,3,2,3,0
FBgn0032262,199,213,181,227
FBgn0032299,3,2,3,1
FBgn0051870,1,2,1,2
FBgn0032303,11,17,10,14
FBgn0032304,8,22,6,16
FBgn0027363,1287,1254,1401,1395
FBgn0032311,0,2,1,1
FBgn0032318,4,1,1,1
FBgn0032321,424,518,468,537
FBgn0032322,621,669,675,722
FBgn0041781,993,1006,1099,1181
FBgn0026148,218,254,194,249
FBgn0026147,741,747,788,868
FBgn0040096,303,271,330,267
FBgn0023415,23,30,24,18
FBgn0032331,35,37,33,24
FBgn0040967,13,24,18,9
FBgn0032330,5350,4861,5831,5249
FBgn0032329,208,222,202,223
FBgn0015756,859,885,1034,925
FBgn0000146,617,979,1017,1358
FBgn0004872,179,194,193,189
FBgn0010612,544,615,632,663
FBgn0000018,949,1138,1107,1333
