"","id","chr","strand","gene_name","log2FoldChange","padj","group"
"1131","FBgn0266258","chr3R","-","lncRNA:CR44953",0.500061867054613,0.000910732306920172,"Autosome"
"1132","FBgn0266347","chr3L","+","nAChRalpha4",-2.10097193299081,0.00355169023708305,"Autosome"
"1133","FBgn0266408","chr3R","-","lncRNA:CR45048",-0.482382523538513,0.00535752012143813,"Autosome"
"1134","FBgn0266410","chr3R","+","drn",-0.445127086722706,2.89403216958491e-08,"Autosome"
"1135","FBgn0266414","chr3R","+","lncRNA:CR45054",-0.382670118249661,1.63155995658939e-05,"Autosome"
"1136","FBgn0266417","chr3L","-","ringer",0.730127294120517,3.02468436086844e-06,"Autosome"
"1137","FBgn0266450","chr2L","+","Kr-h1",-0.283517900982901,0.00665373140969457,"Autosome"
"1138","FBgn0266574","chr2R","-","tRNA:Thr-TGT-2-4",-0.395898675583818,0.000536690973829299,"Autosome"
"1139","FBgn0266577","chr2R","+","asRNA:CR45108",-2.56049200415013,0.00315845874749156,"Autosome"
"1140","FBgn0266580","chr2R","+","Gp210",-0.341557492473181,0.000234297232201555,"Autosome"
"1141","FBgn0266643","chr2R","-","lncRNA:CR45150",1.24476913801802,0.00119394204883015,"Autosome"
"1142","FBgn0266651","chr3L","-","lncRNA:CR45158",-2.17847691147226,0.00154600325003885,"Autosome"
"1143","FBgn0266687","chr3L","-","lncRNA:CR45177",1.71062188776489,0.00623373837493881,"Autosome"
"1144","FBgn0266696","chr3L","+","Svil",-0.547739044707558,3.89882892014144e-13,"Autosome"
"1145","FBgn0266778","chr3L","-","lncRNA:CR45243",1.05982184249627,7.87625747831697e-05,"Autosome"
"1146","FBgn0266801","chr3R","-","CG45263",-0.824260946370069,9.74133397599295e-16,"Autosome"
"1147","FBgn0266818","chr2R","+","lncRNA:CR45280",-4.23808922312617,1.20376196291043e-17,"Autosome"
"1148","FBgn0266869","chr2L","+","asRNA:CR45330",-2.03279356450914,2.11492150899785e-05,"Autosome"
"1149","FBgn0266916","chr3R","+","Cenp-C",-0.427891253670976,0.00948399497170358,"Autosome"
"1150","FBgn0266951","chr3L","+","lncRNA:CR45402",2.04439621857997,0.00075302361684568,"Autosome"
"1151","FBgn0266973","chr3L","+","lncRNA:CR45424",3.24687491928015,7.45893075294816e-12,"Autosome"
"1152","FBgn0267033","chrX","-","mamo",-0.417860158930181,2.52321615961886e-05,"chrX"
"1153","FBgn0267111","chr3R","-","lncRNA:CR45551",-0.961894035190524,4.0348982685905e-07,"Autosome"
"1154","FBgn0267177","chrX","+","lncRNA:CR45617",-1.53687705107116,0.00427317834222695,"chrX"
"1155","FBgn0267281","chr2L","+","lncRNA:CR45717",1.67746734132124,0.00139214271476774,"Autosome"
"1156","FBgn0267284","chr2L","-","lncRNA:CR45720",1.40407185306058,0.00230355609589807,"Autosome"
"1157","FBgn0267336","chr3R","+","Glut4EF",-0.395131229074127,0.000144335738294616,"Autosome"
"1158","FBgn0267365","chr2L","-","l(2)SH0834",0.397151511354057,0.00365515732901403,"Autosome"
"1159","FBgn0267378","chr2L","+","sau",-0.421371679492138,0.00146503476857592,"Autosome"
"1160","FBgn0267408","chr3R","-","AOX1",-0.315409067027959,0.00111953295373473,"Autosome"
"1161","FBgn0267431","chr3R","+","Myo81F",-3.76606266348497,0.00112292575017599,"Autosome"
"1162","FBgn0267574","chr3R","+","lncRNA:CR45914",-0.515328196621376,0.00345880892585411,"Autosome"
"1163","FBgn0267631","chr3L","+","asRNA:CR45969",0.835948753369291,0.000321178197421896,"Autosome"
"1164","FBgn0267633","chr3L","-","lncRNA:CR45971",-5.26117445155564,7.74401978389725e-07,"Autosome"
"1165","FBgn0267758","chr3R","+","asRNA:CR46089",-0.376346831735635,0.00526544521408076,"Autosome"
"1166","FBgn0267772","chr3R","-","lncRNA:CR46103",-6.04081198857545,0.00125998267825385,"Autosome"
"1167","FBgn0267823","chr2R","-","Gmer",0.52223336320714,0.00289047309404562,"Autosome"
"1168","FBgn0267824","chr2R","+","PRAS40",-0.714109377767752,2.98832484283519e-14,"Autosome"
"1169","FBgn0267923","chr2L","+","lncRNA:CR46204",-0.521093934774624,0.00010055545165977,"Autosome"
"1170","FBgn0267986","chr2L","+","lncRNA:CR46253",1.13023435150986,0.00545980389460036,"Autosome"
"1171","FBgn0283427","chr2L","+","FASN1",0.36223551371634,2.17112076424312e-05,"Autosome"
"1172","FBgn0283437","chr2R","-","PPO1",-3.51000115566759,5.01541781115683e-05,"Autosome"
"1173","FBgn0283438","chr3R","-","CG46280",-0.37678445097187,9.14170077528128e-05,"Autosome"
"1174","FBgn0283521","chr2R","-","lola",0.231879079024808,0.00305559620295926,"Autosome"
"1175","FBgn0283531","chr2L","-","Duox",-0.575708398852998,0.000397304206016837,"Autosome"
"1176","FBgn0283545","chrX","+","vilya",1.80188218922371,1.55346022879115e-28,"chrX"
"1177","FBgn0283666","chr2R","+","Rap2l",0.558319424147792,0.000198360600228643,"Autosome"
"1178","FBgn0284252","chr2R","-","Letm1",0.642314247790152,6.18270349095554e-08,"Autosome"
"1179","FBgn0284253","chr2L","-","LeuRS",-0.421471127299195,5.04542146808979e-05,"Autosome"
"1180","FBgn0284408","chrX","-","trol",0.373655962868848,0.00104294268430664,"chrX"
"1181","FBgn0285913","chr3R","+","red",-0.272205153985902,0.00476653973598723,"Autosome"
"1182","FBgn0285947","chrX","+","RpS10b",-0.342304332173466,0.00587367907660158,"chrX"
"1183","FBgn0286071","chr3R","-","AdamTS-A",0.524738310598607,1.35332729795566e-05,"Autosome"
"1184","FBgn0286198","chr2L","-","LKRSDH",-0.4481296145154,0.000496800777273224,"Autosome"
"1185","FBgn0286516","chr3R","-","aqz",-0.370750983130239,3.13319581407609e-05,"Autosome"
"1186","FBgn0286723","chr2L","+","hll",0.834333656082557,0.00404345610534034,"Autosome"
"1187","FBgn0286782","chr2R","-","flz",-0.64021403450518,0.00207890639992068,"Autosome"
"1188","FBgn0287182","chr3L","-","l(3)80Fj",0.630476368457558,1.07367713450125e-05,"Autosome"
"1189","FBgn0287184","chr3L","-","FASN3",-2.94454290813727,1.67466719951748e-21,"Autosome"
"1190","FBgn0287225","chr3R","-","bor",-0.411331085294384,1.97159187809363e-05,"Autosome"
"1191","FBgn0287423","chr3L","+","Nplp2",0.500350293222561,3.58062755017431e-08,"Autosome"
"1192","FBgn0287602","chr2R","+","asRNA:CR46471",-0.603295677001172,0.0015551815762481,"Autosome"
"1193","FBgn0287612","chr2R","+","lncRNA:CR46481",-0.382525382669781,0.00457828255437554,"Autosome"
"1194","FBgn0287620","chr2R","-","lncRNA:CR46489",-1.94626382110407,7.52676118916846e-46,"Autosome"
"1195","FBgn0287725","chrX","+","sov",0.478450244553811,1.67667493848877e-06,"chrX"
"1196","FBgn0287831","chr2R","+","speck",1.0416688534052,0.00119115290237243,"Autosome"
"1197","FBgn0287844","chr3R","-","Dhc1",-1.07474718310843,6.13826867981172e-10,"Autosome"
"1198","FBgn0288700","chrX","+","stg1",2.66746306890262,2.18042245001942e-05,"chrX"
"1199","FBgn0289108","chr3R","-","Archease",0.407523880946679,0.00135641999833762,"Autosome"
